date,n_uni,n_active,n_pump10,n_pump20,frac_pump10,frac_pump20,breadth,cs_ret_std,tot_qv,btc_ret,btc_rv,btc_above_ma,f_n_pump10_l1,f_n_pump10_l2,f_n_pump10_3d,f_n_pump10_5d,f_n_pump20_l1,f_n_pump20_3d,f_breadth_l1,f_cs_ret_std_l1,f_qv_ratio,f_btc_ret_l1,f_btc_rv_l1,f_btc_above_ma_l1,f_pump_momo
2023-02-11,95,95,5.0,1.0,0.05263157894736842,0.010526315789473684,0.7157894736842105,0.022013628929438697,2208243540399.9067,0.009097890956679,,0.0,9.0,12.0,9.666666666666666,12.0,1.0,1.3333333333333333,0.6526315789473685,0.024891923990157463,,-0.002592653237840423,,0.0,-3.0
2023-02-12,95,95,5.0,0.0,0.05263157894736842,0.0,0.14736842105263157,0.019313328056615908,1254064569674.535,-0.004025429164502737,,0.0,5.0,9.0,8.666666666666666,9.2,1.0,1.3333333333333333,0.7157894736842105,0.022013628929438697,,0.009097890956679,,0.0,-4.199999999999999
2023-02-13,95,95,5.0,0.0,0.05263157894736842,0.0,0.11578947368421053,0.024531579125240902,1315026740671.6619,0.0016262465579414027,,0.0,5.0,5.0,6.333333333333333,7.8,0.0,0.6666666666666666,0.14736842105263157,0.019313328056615908,,-0.004025429164502737,,0.0,-2.8
2023-02-14,95,95,1.0,0.0,0.010526315789473684,0.0,1.0,0.014949898984079583,1763211745594.2517,0.017126164993497003,0.01519184964179761,0.0,5.0,5.0,5.0,7.2,0.0,0.3333333333333333,0.11578947368421053,0.024531579125240902,,0.0016262465579414027,,0.0,-2.2
2023-02-15,95,95,19.0,3.0,0.2,0.031578947368421054,0.9894736842105263,0.05209014866400529,1708264128673.4521,0.07966333587661492,0.023400781183110873,1.0,1.0,5.0,3.6666666666666665,5.0,0.0,0.0,1.0,0.014949898984079583,0.5679524776439798,0.017126164993497003,0.01519184964179761,0.0,-4.0
2023-02-16,95,95,15.0,5.0,0.15789473684210525,0.05263157894736842,0.15789473684210525,0.03699423910402632,2826802362987.8853,-0.02385044182353655,0.024199683556150146,1.0,19.0,1.0,8.333333333333334,7.0,3.0,1.0,0.9894736842105263,0.05209014866400529,0.5798353018619667,0.07966333587661492,0.023400781183110873,1.0,12.0
2023-02-17,95,95,17.0,2.0,0.17894736842105263,0.021052631578947368,0.9578947368421052,0.03066490366733376,3994138354762.548,0.03833491362342962,0.025492898529148954,1.0,15.0,19.0,11.666666666666666,9.0,5.0,2.6666666666666665,0.15789473684210525,0.03699423910402632,0.9868859744696961,-0.02385044182353655,0.024199683556150146,1.0,6.0
2023-02-18,95,95,4.0,0.0,0.042105263157894736,0.0,0.5684210526315789,0.02578517878632288,2536895565115.502,0.004666570032519941,0.025199815177407665,1.0,17.0,15.0,17.0,11.4,2.0,3.3333333333333335,0.9578947368421052,0.03066490366733376,1.3974508383989972,0.03833491362342962,0.025492898529148954,1.0,5.6
2023-02-19,95,95,7.0,2.0,0.07368421052631578,0.021052631578947368,0.5263157894736842,0.05809089750794008,1802717731613.2144,-0.01119839616008241,0.02397976313737752,1.0,4.0,17.0,12.0,11.2,0.0,2.3333333333333335,0.5684210526315789,0.02578517878632288,0.890022769723202,0.004666570032519941,0.025199815177407665,1.0,-7.199999999999999
2023-02-20,95,95,17.0,5.0,0.17894736842105263,0.05263157894736842,0.8842105263157894,0.049337020872559756,2502706448160.9375,0.014151030545412828,0.02401324101213598,1.0,7.0,4.0,9.333333333333334,12.4,2.0,1.3333333333333333,0.5263157894736842,0.05809089750794008,0.6364078374952231,-0.01119839616008241,0.02397976313737752,1.0,-5.4
2023-02-21,95,95,9.0,2.0,0.09473684210526316,0.021052631578947368,0.21052631578947367,0.04741438733234823,4809395023202.876,-0.004621269168408245,0.023851264004081253,1.0,17.0,7.0,9.333333333333334,12.0,5.0,2.3333333333333335,0.8842105263157894,0.049337020872559756,0.8889468769983242,0.014151030545412828,0.02401324101213598,1.0,5.0
2023-02-22,95,95,7.0,3.0,0.07368421052631578,0.031578947368421054,0.3157894736842105,0.037657346021251904,4623085546905.231,-0.00369347748424855,0.023888257620928655,1.0,9.0,17.0,11.0,10.8,2.0,3.0,0.21052631578947367,0.04741438733234823,1.63144600444095,-0.004621269168408245,0.023851264004081253,1.0,-1.8000000000000007
