market,date,regime,p_lab_up_05,p_lab_up_10,p_lab_up_15,p_lab_up_20,p_lab_dn_03,p_lab_dn_05,p_lab_dn_10,p_lab_close_neg,exp_downside,med_downside,rr_ratio,rr_pen_lam2,upside_only_rank,rr_rank
KRW-IN,2026-05-31,bear_quiet,0.5572028663207315,0.27905444362078907,0.1642368832880323,0.10386294374433737,0.707437608104769,0.4459270241331027,0.26908821349147516,0.6399802322708179,-0.05308855976733738,-0.045454545454547746,0.6257850018470632,-0.6127996046454163,1,87
KRW-DRIFT,2026-05-31,bear_quiet,0.5572028663207315,0.27905444362078907,0.07124619059385554,0.036735030063421464,0.707437608104769,0.4459270241331027,0.26908821349147516,0.6399802322708179,-0.05308855976733738,-0.045454545454547746,0.6257850018470632,-0.6127996046454163,1,87
KRW-ORCA,2026-05-31,bear_quiet,0.26941767564451036,0.07767070257804135,0.07124619059385554,0.036735030063421464,0.5592620047772012,0.3480767646816572,0.09743843176015156,0.571287373362985,-0.04455795428878055,-0.038062283737024805,0.2231424514907714,-0.6184828267852731,37,89
KRW-ALGO,2026-05-31,bear_quiet,0.3932954451857343,0.14562227164154518,0.1642368832880323,0.10386294374433737,0.8477061197594926,0.4459270241331027,0.09743843176015156,0.7129560991681081,-0.05308855976733738,-0.045454545454547746,0.3265607683782785,-0.7462317766246602,12,90
KRW-PENDLE,2026-05-31,bear_quiet,0.32130796474754963,0.10378057820607858,0.02742772424017791,0.02001482579688658,0.6179886335557203,0.4459270241331027,0.09743843176015156,0.6399802322708179,-0.05308855976733738,-0.045454545454547746,0.2327299593646103,-0.7880734700601268,28,91
KRW-HBAR,2026-05-31,bear_quiet,0.32130796474754963,0.10378057820607858,0.07124619059385554,0.036735030063421464,0.8477061197594926,0.4459270241331027,0.033934601762622515,0.7129560991681081,-0.05308855976733738,-0.045454545454547746,0.2327299593646103,-0.7880734700601268,28,91
KRW-NEAR,2026-05-31,bear_quiet,0.3932954451857343,0.07767070257804135,0.02742772424017791,0.006260296540362438,0.707437608104769,0.4459270241331027,0.09743843176015156,0.6399802322708179,-0.05308855976733738,-0.045454545454547746,0.17417805688954563,-0.8141833456881641,37,93
KRW-POKT,2026-05-31,bear_quiet,0.5572028663207315,0.27905444362078907,0.1642368832880323,0.10386294374433737,0.8477061197594926,0.6728440820360762,0.09743843176015156,0.7129560991681081,-0.07600244599044084,-0.06669411280362325,0.41473864610111394,-1.0666337204513632,1,94
KRW-INJ,2026-05-31,bear_quiet,0.5572028663207315,0.27905444362078907,0.1642368832880323,0.10386294374433737,0.8477061197594926,0.6728440820360762,0.09743843176015156,0.6005271394448563,-0.07600244599044084,-0.06669411280362325,0.41473864610111394,-1.0666337204513632,1,94
KRW-ID,2026-05-31,bear_quiet,0.5572028663207315,0.27905444362078907,0.1642368832880323,0.10386294374433737,0.8477061197594926,0.6728440820360762,0.26908821349147516,0.7129560991681081,-0.07600244599044084,-0.06669411280362325,0.41473864610111394,-1.0666337204513632,1,94
KRW-PRL,2026-05-31,bear_quiet,0.5572028663207315,0.27905444362078907,0.1642368832880323,0.10386294374433737,0.8477061197594926,0.6728440820360762,0.09743843176015156,0.7129560991681081,-0.07600244599044084,-0.06669411280362325,0.41473864610111394,-1.0666337204513632,1,94
