threshold_pct,kind,base_rate,top_decile_P,lift,n_label
3,up,0.39997700715241796,0.5679411101930444,1.4199343963204887,121777
5,up,0.23170220977688727,0.40832269210546085,1.7622736205176746,121777
7,up,0.14448541185938232,0.2964771276196199,2.051951984662373,121777
10,up,0.07544938699426,0.18478179223315555,2.449082750628753,121777
15,up,0.03512978641286942,0.10020280928415834,2.8523603333793717,121777
20,up,0.018172561321103328,0.05813866145872455,3.199255208521961,121777
30,up,0.006700772723913383,0.02313528130398858,3.4526288619556587,121777
5,down,0.25347972112960576,0.46871479005483363,1.849121452264723,121777
10,down,0.05141364953973246,0.12822053631788477,2.493900694966148,121777
