scope,policy,n,dates,base_rate,raw_auc,probability_auc,daily_macro_auc,within_vol_auc,brier,mean_probability,score_atr_spearman
discovery_oof,core_fp_head,16702,168,0.067716441144773085,0.70215917492906765,0.66890373129535674,0.71013944610147761,0.67336586404448595,0.06158724786138086,0.067304213670587323,0.4891402557719236
discovery_oof,semivol_joint_head,16702,168,0.067716441144773085,0.69745177973449368,0.65831965848685703,0.70982627461788839,0.66671753104383258,0.061681232806312575,0.066526905296162023,0.476084131657666
locked_holdout,core_fp_head,17839,180,0.086383765906160662,0.69725536525305087,0.69572099672795984,0.71042036281152032,0.67017462368432745,0.075986169012338456,0.081517770037844689,0.61789975258914009
locked_holdout,semivol_joint_head,17839,180,0.086383765906160662,0.69609017528734962,0.69465972781920515,0.70354723760733584,0.66853286214290231,0.076004564510747954,0.085231113683943371,0.61182276664668522
