head,fold,topK_pct,n_val,base_pct,A_baseline_lift,A_baseline_prec_pct,B_plus_precursor_lift,B_plus_precursor_prec_pct,delta_lift,delta_prec_pp
h2_hit_3_4h,1,0.5,16052,15.586842761026665,3.929596322941647,61.25000000000001,4.410771382893684,68.75,0.48117505995203746,7.499999999999993
h2_hit_3_4h,1,1.0,16052,15.586842761026665,3.448421262989608,53.75,3.9696942446043164,61.875,0.5212729816147084,8.125
h2_hit_3_4h,1,2.0,16052,15.586842761026665,2.9380159423862775,45.794392523364486,3.6375435477163434,56.69781931464174,0.6995276053300659,10.903426791277255
h2_hit_3_4h,2,0.5,17185,15.670643002618561,3.528516196675477,55.294117647058826,3.6786658220659225,57.647058823529406,0.15014962539044552,2.35294117647058
h2_hit_3_4h,2,1.0,17185,15.670643002618561,3.097384816168407,48.53801169590643,3.3959279309798203,53.216374269005854,0.29854311481141327,4.678362573099427
h2_hit_3_4h,2,2.0,17185,15.670643002618561,2.753472722174648,43.14868804664723,2.9395181763756377,46.06413994169096,0.18604545420098972,2.9154518950437307
h2_hit_3_4h,3,0.5,19568,20.272894521668032,2.8985938113144782,58.76288659793815,2.7968887653034438,56.70103092783505,-0.10170504601103447,-2.0618556701030997
h2_hit_3_4h,3,1.0,19568,20.272894521668032,2.3525159488860017,47.69230769230769,2.6560663939035503,53.84615384615385,0.3035504450175486,6.153846153846153
h2_hit_3_4h,3,2.0,19568,20.272894521668032,2.3591148716037744,47.82608695652174,2.548348684834024,51.66240409207161,0.18923381323024957,3.8363171355498693
h2_hit_3_4h,4,0.5,22945,17.424275441272606,1.7116672371273356,29.82456140350877,3.020589241989416,52.63157894736842,1.3089220048620802,22.807017543859647
h2_hit_3_4h,4,1.0,22945,17.424275441272606,1.7292543651738532,30.131004366812224,2.9322139235556643,51.09170305676856,1.2029595583818111,20.960698689956335
h2_hit_3_4h,4,2.0,22945,17.424275441272606,2.0049325973030183,34.93449781659388,2.781843978757938,48.47161572052402,0.7769113814549198,13.537117903930138
h2_hit_3_4h,5,0.5,28198,11.59656713242074,4.927566622979467,57.14285714285714,5.112350371341197,59.285714285714285,0.18478374836173028,2.142857142857146
h2_hit_3_4h,5,1.0,28198,11.59656713242074,5.063469261157726,58.718861209964416,5.094156953649591,59.07473309608541,0.030687692491865093,0.35587188612099396
h2_hit_3_4h,5,2.0,28198,11.59656713242074,4.5183947941619,52.39786856127886,4.916626199749051,57.01598579040853,0.3982314055871514,4.618117229129666
h5_tail_20,1,0.5,16052,1.5636680787440818,3.997011952191235,6.25,6.395219123505976,10.0,2.3982071713147413,3.75
h5_tail_20,1,1.0,16052,1.5636680787440818,3.997011952191235,6.25,5.995517928286852,9.375,1.9985059760956174,3.125
h5_tail_20,1,2.0,16052,1.5636680787440818,4.980700251951695,7.78816199376947,5.37915627210783,8.411214953271028,0.3984560201561349,0.6230529595015577
h5_tail_20,2,0.5,17185,1.1579866162350887,1.0159621637599763,1.1764705882352942,4.063848655039905,4.705882352941177,3.047886491279929,3.5294117647058822
h5_tail_20,2,1.0,17185,1.1579866162350887,1.5150312968350523,1.7543859649122806,3.5350730259484555,4.093567251461988,2.0200417291134034,2.3391812865497075
h5_tail_20,2,2.0,17185,1.1579866162350887,2.265921443954466,2.623906705539359,4.028304789252385,4.664723032069971,1.7623833452979185,2.0408163265306123
h5_tail_20,3,0.5,19568,1.9112837285363857,6.472683168862672,12.371134020618557,9.169634489222117,17.525773195876287,2.696951320359445,5.15463917525773
h5_tail_20,3,1.0,19568,1.9112837285363857,7.781050322226793,14.871794871794872,9.122610722610723,17.435897435897434,1.3415604003839299,2.564102564102562
h5_tail_20,3,2.0,19568,1.9112837285363857,6.423020638155286,12.27621483375959,6.690646498078423,12.787723785166241,0.2676258599231369,0.5115089514066504
h5_tail_20,4,0.5,22945,1.9089126171279145,5.514299447248257,10.526315789473683,4.1357245854361935,7.894736842105263,-1.378574861812064,-2.6315789473684204
h5_tail_20,4,1.0,22945,1.9089126171279145,5.718978684373194,10.91703056768559,4.575182947498554,8.73362445414847,-1.1437957368746394,-2.183406113537119
h5_tail_20,4,2.0,22945,1.9089126171279145,5.03270124224841,9.606986899563319,5.03270124224841,9.606986899563319,0.0,0.0
h5_tail_20,5,0.5,28198,1.2802326406128095,5.579343094578552,7.142857142857142,9.484883260783539,12.142857142857142,3.905540166204987,5.0
h5_tail_20,5,1.0,28198,1.2802326406128095,3.0577182795910924,3.9145907473309607,6.39341094823592,8.185053380782918,3.335692668644828,4.270462633451958
h5_tail_20,5,2.0,28198,1.2802326406128095,4.300950094222188,5.506216696269982,5.410872699182752,6.927175843694494,1.1099226049605644,1.4209591474245116
h6_hit_5_24h,1,0.5,16052,20.290306503862446,2.7106539760515815,55.00000000000001,2.7106539760515815,55.00000000000001,0.0,0.0
h6_hit_5_24h,1,1.0,16052,20.290306503862446,2.4642308873196193,50.0,3.018682836966534,61.25000000000001,0.5544519496469147,11.250000000000007
h6_hit_5_24h,1,2.0,16052,20.290306503862446,2.1187779591907008,42.99065420560748,2.732916498086556,55.45171339563863,0.6141385388958551,12.46105919003115
h6_hit_5_24h,2,0.5,17185,21.949374454466103,2.4119674380887033,52.94117647058824,3.055158754912357,67.05882352941175,0.6431913168236538,14.117647058823515
h6_hit_5_24h,2,1.0,17185,21.949374454466103,2.2113619591573492,48.53801169590643,2.9040777535921816,63.74269005847953,0.6927157944348323,15.204678362573105
h6_hit_5_24h,2,2.0,17185,21.949374454466103,2.0322407860280913,44.606413994169095,2.8026327179864525,61.51603498542274,0.7703919319583612,16.909620991253647
h6_hit_5_24h,3,0.5,19568,26.374693376941945,2.462529238919174,64.94845360824742,2.423441473222044,63.91752577319587,-0.03908776569713002,-1.0309278350515498
h6_hit_5_24h,3,1.0,19568,26.374693376941945,2.1388023589147402,56.41025641025641,2.2943516213812667,60.51282051282051,0.15554926246652645,4.102564102564102
h6_hit_5_24h,3,2.0,19568,26.374693376941945,2.1333322761553677,56.26598465473146,2.036362627239215,53.70843989769821,-0.0969696489161529,-2.5575447570332486
h6_hit_5_24h,4,0.5,22945,24.79407278274134,3.0072269353291823,74.56140350877193,1.9104735824444217,47.368421052631575,-1.0967533528847606,-27.192982456140356
h6_hit_5_24h,4,1.0,22945,24.79407278274134,2.2719896897483154,56.33187772925764,1.9373555493977883,48.03493449781659,-0.3346341403505271,-8.296943231441048
h6_hit_5_24h,4,2.0,22945,24.79407278274134,1.8845185798687576,46.724890829694324,1.8845185798687576,46.724890829694324,0.0,0.0
h6_hit_5_24h,5,0.5,28198,18.451663238527555,3.0968946486916886,57.14285714285714,3.2517393811262734,60.0,0.15484473243458474,2.857142857142861
h6_hit_5_24h,5,1.0,28198,18.451663238527555,3.08587367129421,56.93950177935944,3.1823072235221534,58.718861209964416,0.09643355222794359,1.779359430604977
h6_hit_5_24h,5,2.0,28198,18.451663238527555,2.810858198013238,51.865008880994665,2.878241784951912,53.108348134991125,0.06738358693867408,1.24333925399646
