date,market,regime,fold,p_lab_up_10,p_lab_dn_05,p_lab_dn_10,exp_downside,net,outcome,pump20_hit,eod_ret,up_high_ret,down_low_ret,next_close_ret,R1,policy,sort_col,p_lab_sus3,lab_sus3,rr_sus3,p_lab_sus5,lab_sus5,rr_sus5,p_lab_sus_net,lab_sus_net,rr_sus_net,p_lab_fwd1,lab_fwd1,rr_fwd1
2025-11-11,KRW-ENSO,bull_volatile,4,0.26336758230236945,0.2707066470958272,0.011847347452296078,-0.037992345971585406,-0.0315,sl,0,-0.10548025928108473,0.01060695344725926,-0.1208014142604601,0.03689064558629718,,C1_sus3_rr,rr_sus3,,0.0,0.16439505137345356,,,,,,,,,
2025-11-12,KRW-WCT,bear_volatile,4,0.09311104120792701,0.2179930795847751,0.023277760301981754,-0.034174140253415225,-0.0315,sl,0,-0.005524861878458465,0.03867403314916551,-0.0386740331491765,-0.0555555555555608,,C1_sus3_rr,rr_sus3,,0.0,0.21710861888450567,,,,,,,,,
2025-11-12,KRW-SAHARA,bear_volatile,4,0.007863283707276158,0.020549381421681695,0.00020968756552736424,-0.015758376438666562,-0.0015,eod,0,-8.548717289613705e-15,0.008547008547000079,-0.01709401709402547,-0.008547008547016954,,C1_sus3_rr,rr_sus3,,0.0,0.054413923254351015,,,,,,,,,
2025-11-12,KRW-TRX,bear_volatile,4,0.001887188089746278,0.020549381421681695,0.00020968756552736424,-0.015758376438666562,-0.0037471910112359384,eod,0,-0.00224719101123827,0.01123595505617736,-0.0067415730337101465,-2.3314683517128287e-15,,C1_sus3_rr,rr_sus3,,0.0,0.054413923254351015,,,,,,,,,
2025-11-13,KRW-MNT,bear_volatile,4,0.023275319773537428,0.05871251834766198,0.0012581253931641854,-0.02126916314231636,-0.0315,sl,0,-0.02569480859989559,0.022548505506029937,-0.05243838489774555,-0.04251883745963447,,C1_sus3_rr,rr_sus3,,0.0,0.17039516750742872,,,,,,,,,
2025-11-13,KRW-PEPE,bear_volatile,4,0.04445842508126245,0.13440972950304048,0.0030407885079165357,-0.028285123809261552,-0.0315,sl,0,-0.044083526793029626,0.03480278410269122,-0.06496519732424999,-0.09708737875035356,,C1_sus3_rr,rr_sus3,,0.0,0.09469795635205022,,,,,,,,,
2025-11-13,KRW-BCH,bear_volatile,4,0.023275319773537428,0.10401593792597252,0.0012581253931641854,-0.025624592541476508,0.007638381201044377,eod,0,0.009138381201044377,0.034595300261096584,-0.01436031331592691,-0.0575679172056921,,C1_sus3_rr,rr_sus3,,0.0,0.06784104015937925,,,,,,,,,
2025-11-14,KRW-DEEP,bear_volatile,4,0.09311104120792701,0.18106521283287902,0.011847347452296078,-0.031192044216583267,-0.0315,sl,0,-0.0770855332629452,0.005279831045396088,-0.08236536430835173,0.01716247139586935,,C1_sus3_rr,rr_sus3,,0.0,0.04804247302221168,,,,,,,,,
2025-11-14,KRW-TREE,bear_volatile,4,0.06521283287901028,0.18106521283287902,0.023277760301981754,-0.031192044216583267,-0.0315,sl,0,-0.03652968036530113,0.009132420091319648,-0.06392694063927362,0.01895734597155907,,C1_sus3_rr,rr_sus3,,0.0,0.04804247302221168,,,,,,,,,
2025-11-14,KRW-BCH,bear_volatile,4,0.03396938561543301,0.13440972950304048,0.005661564269238834,-0.028285123809261552,-0.0315,sl,0,-0.0575679172056921,0.013583441138421692,-0.06727037516170764,0.03980782429649965,,C1_sus3_rr,rr_sus3,,0.0,0.0374472485823113,,,,,,,,,
2025-11-15,KRW-DOT,bear_volatile,4,0.03396938561543301,0.2179930795847751,0.023277760301981754,-0.034174140253415225,0.004180473372781103,eod,0,0.005680473372780881,0.04473372781065077,-2.220446049250313e-16,-0.02988938573782085,,C1_sus3_rr,rr_sus3,,0.0,0.21710861888450567,,,,,,,,,
2025-11-15,KRW-INJ,bear_volatile,4,0.09311104120792701,0.2179930795847751,0.04550697284261298,-0.034174140253415225,0.001455665024630516,eod,0,0.002955665024630294,0.03842364532019693,-0.012807881773399199,-0.04911591355599232,,C1_sus3_rr,rr_sus3,,0.0,0.21710861888450567,,,,,,,,,
2025-11-15,KRW-SAND,bear_volatile,4,0.03396938561543301,0.2707066470958272,0.023277760301981754,-0.037992345971585406,0.005799270072992803,eod,0,0.007299270072989028,0.03284671532846328,-0.003649635036500065,-0.025362318840583375,,C1_sus3_rr,rr_sus3,,0.0,0.16439505137345356,,,,,,,,,
2025-11-16,KRW-ZKC,bear_volatile,4,0.09311104120792701,0.2179930795847751,0.08523799538687356,-0.034174140253415225,-0.0315,sl,0,-0.036885245901643215,0.004098360655733657,-0.07377049180328243,-0.029787234042557342,,C1_sus3_rr,rr_sus3,,0.0,0.21710861888450567,,,,,,,,,
2025-11-16,KRW-TRUST,bear_volatile,4,0.13514363598238624,0.2707066470958272,0.03250157265674145,-0.037992345971585406,-0.0315,sl,0,-0.07804878048780939,-4.884981308350689e-15,-0.10243902439024821,-0.08994708994709477,,C1_sus3_rr,rr_sus3,,0.0,0.16439505137345356,,,,,,,,,
2025-11-16,KRW-WLD,bear_volatile,4,0.007863283707276158,0.13440972950304048,0.011847347452296078,-0.028285123809261552,-0.0315,sl,0,-0.05014191106906418,0.0009460737937549979,-0.06717123935667058,-0.029880478087650375,,C1_sus3_rr,rr_sus3,,0.0,0.14279723212413503,,,,,,,,,
2025-11-17,KRW-ENS,bear_volatile,4,0.03396938561543301,0.2707066470958272,0.03250157265674145,-0.037992345971585406,-0.017603059581320413,eod,0,-0.01610305958132041,0.040257648953301084,-0.026838432635534093,0.01691216584833599,,C1_sus3_rr,rr_sus3,,0.0,0.16439505137345356,,,,,,,,,
2025-11-17,KRW-ENSO,bear_volatile,4,0.13514363598238624,0.3244206773618538,0.03250157265674145,-0.04288044451239907,0.0485,tp,0,0.0022338049143701966,0.09158600148920248,-0.029039463886821215,-0.02451708766716265,,C1_sus3_rr,rr_sus3,,0.0,0.11068102110742695,,,,,,,,,
2025-11-17,KRW-1INCH,bear_volatile,4,0.09311104120792701,0.3244206773618538,0.03250157265674145,-0.04288044451239907,0.0485,tp,0,-0.01792114695340863,0.08960573476702116,-0.08243727598566641,0.02189781021897419,,C1_sus3_rr,rr_sus3,,0.0,0.11068102110742695,,,,,,,,,
2025-11-18,KRW-APT,bear_volatile,4,0.023275319773537428,0.2179930795847751,0.023277760301981754,-0.034174140253415225,0.0485,tp,0,0.04987834549878323,0.06618004866180027,-0.015571776155718031,-0.0034762456546931775,,C1_sus3_rr,rr_sus3,,1.0,0.21710861888450567,,,,,,,,,
2025-11-18,KRW-ALGO,bear_volatile,4,0.03396938561543301,0.2707066470958272,0.023277760301981754,-0.037992345971585406,0.02493171806167399,eod,0,0.02643171806166955,0.048458149779731174,-0.013215859030841326,-0.025751072961377575,,C1_sus3_rr,rr_sus3,,0.0,0.16439505137345356,,,,,,,,,
2025-11-18,KRW-VET,bear_volatile,4,0.04445842508126245,0.2707066470958272,0.03250157265674145,-0.037992345971585406,0.021755813953488412,eod,0,0.023255813953440896,0.0465116279069282,-0.02325581395353371,-0.03181818181822571,,C1_sus3_rr,rr_sus3,,0.0,0.16439505137345356,,,,,,,,,
2025-11-19,KRW-VET,bear_volatile,4,0.03396938561543301,0.18106521283287902,0.0030407885079165357,-0.031192044216583267,-0.0315,sl,0,-0.03619909502266805,-4.518607710224387e-14,-0.07692307692311873,-0.05633802816905831,,C1_sus3_rr,rr_sus3,,0.0,0.25403648563640174,,,,,,,,,
2025-11-19,KRW-IN,bear_volatile,4,0.26336758230236945,0.18106521283287902,0.005661564269238834,-0.031192044216583267,-0.0315,sl,0,-0.04629629629630505,0.018518518518509053,-0.10462962962963784,-0.033009708737873455,,C1_sus3_rr,rr_sus3,,0.0,0.25403648563640174,,,,,,,,,
2025-11-19,KRW-F,bear_volatile,4,0.13514363598238624,0.18106521283287902,0.011847347452296078,-0.031192044216583267,-0.0315,sl,0,-0.07741935483876916,0.006451612903160875,-0.12258064516134692,-0.09090909090915456,,C1_sus3_rr,rr_sus3,,0.0,0.25403648563640174,,,,,,,,,
2025-11-20,KRW-BONK,bear_volatile,4,0.06521283287901028,0.18106521283287902,0.023277760301981754,-0.031192044216583267,-0.0315,sl,0,-0.04000000006400006,0.046666666596888895,-0.06133333339591107,-0.06944444450906628,,C1_sus3_rr,rr_sus3,,0.0,0.25403648563640174,,,,,,,,,
2025-11-20,KRW-CTC,bear_volatile,4,0.13514363598238624,0.18106521283287902,0.03250157265674145,-0.031192044216583267,-0.0315,sl,0,-0.08974358974359176,0.02136752136751907,-0.09615384615384814,-0.06807511737089422,,C1_sus3_rr,rr_sus3,,0.0,0.25403648563640174,,,,,,,,,
2025-11-20,KRW-PEPE,bear_volatile,4,0.04445842508126245,0.2179930795847751,0.023277760301981754,-0.034174140253415225,-0.0315,sl,0,-0.06329113937225161,0.03797468339831567,-0.06469760913295408,-0.06906906920884859,,C1_sus3_rr,rr_sus3,,0.0,0.21710861888450567,,,,,,,,,
2025-11-21,KRW-SHIB,bear_volatile,4,0.007863283707276158,0.2707066470958272,0.04550697284261298,-0.037992345971585406,-0.0315,sl,0,-0.04878048788221301,0.024390243819155222,-0.07317073178266909,-8.547007546155783e-11,,C1_sus3_rr,rr_sus3,,0.0,0.16439505137345356,,,,,,,,,
2025-11-21,KRW-CPOOL,bear_volatile,4,0.26336758230236945,0.3244206773618538,0.04550697284261298,-0.04288044451239907,-0.0315,sl,0,0.03529411764704382,0.044117647058808274,-0.13676470588236556,0.052556818181803244,,C1_sus3_rr,rr_sus3,,1.0,0.11068102110742695,,,,,,,,,
2025-11-21,KRW-LA,bear_volatile,4,0.13514363598238624,0.3244206773618538,0.04550697284261298,-0.04288044451239907,0.0485,tp,0,0.019867549668872497,0.13245033112582583,-0.03642384105960428,-0.09740259740259893,,C1_sus3_rr,rr_sus3,,0.0,0.11068102110742695,,,,,,,,,
2025-11-22,KRW-ME,bear_volatile,4,0.06521283287901028,0.18106521283287902,0.011847347452296078,-0.031192044216583267,0.0485,tp,0,0.02973977695167096,0.05390334572490496,-0.02788104089219512,-0.003610108303250925,,C1_sus3_rr,rr_sus3,,0.0,0.25403648563640174,,,,,,,,,
2025-11-22,KRW-BAT,bear_volatile,4,0.13514363598238624,0.2179930795847751,0.03250157265674145,-0.034174140253415225,0.0485,tp,0,0.09328358208954812,0.12686567164178664,-0.022388059701496266,-0.010238907849832835,,C1_sus3_rr,rr_sus3,,1.0,0.21710861888450567,,,,,,,,,
2025-11-22,KRW-XLM,bear_volatile,4,0.06521283287901028,0.2179930795847751,0.04550697284261298,-0.034174140253415225,-0.0043735632183908284,eod,0,-0.0028735632183937154,0.008620689655169489,-0.022988505747129295,0.08357348703169709,,C1_sus3_rr,rr_sus3,,0.0,0.21710861888450567,,,,,,,,,
2025-11-23,KRW-AAVE,bear_volatile,4,0.04445842508126245,0.13440972950304048,0.005661564269238834,-0.028285123809261552,0.0485,tp,0,0.04907216494845357,0.07505154639175249,-0.007010309278350557,0.053459119496855445,,C1_sus3_rr,rr_sus3,,1.0,0.3006919689662403,,,,,,,,,
2025-11-23,KRW-XEC,bear_volatile,4,0.09311104120792701,0.13440972950304048,0.011847347452296078,-0.028285123809261552,-0.0015,eod,0,-5.524858348593398e-11,0.016574585579194778,-0.027624309445987594,0.00552486182289913,,C1_sus3_rr,rr_sus3,,0.0,0.3006919689662403,,,,,,,,,
2025-11-23,KRW-ENS,bear_volatile,4,0.014050540002097095,0.13440972950304048,0.023277760301981754,-0.028285123809261552,0.021544269254093307,eod,0,0.023044269254093308,0.032747119466343344,-0.006670709520921747,0.02608180201541188,,C1_sus3_rr,rr_sus3,,0.0,0.3006919689662403,,,,,,,,,
2025-11-24,KRW-SEI,bear_volatile,4,0.04445842508126245,0.13440972950304048,0.0030407885079165357,-0.028285123809261552,0.018301980198019818,eod,0,0.019801980198014713,0.03465346534652958,-0.02475247524752955,0.00970873786407278,,C1_sus3_rr,rr_sus3,,0.0,0.3006919689662403,,,,,,,,,
2025-11-24,KRW-ENS,bear_volatile,4,0.03396938561543301,0.13440972950304048,0.0030407885079165357,-0.028285123809261552,0.025190391459074812,eod,0,0.026690391459074814,0.03736654804270456,-0.02135231316725983,-0.0017331022530329143,,C1_sus3_rr,rr_sus3,,0.0,0.3006919689662403,,,,,,,,,
2025-11-24,KRW-WLD,bear_volatile,4,0.06521283287901028,0.13440972950304048,0.011847347452296078,-0.028285123809261552,0.030932432432432322,eod,0,0.03243243243243121,0.046486486486485346,-0.025945945945947013,0.004188481675391653,,C1_sus3_rr,rr_sus3,,1.0,0.3006919689662403,,,,,,,,,
2025-11-25,KRW-CELO,bear_volatile,4,0.13514363598238624,0.13440972950304048,0.0030407885079165357,-0.028285123809261552,0.0485,tp,0,0.04016064257027696,0.08032128514055792,-0.012048192771088262,-0.007722007722011592,,C1_sus3_rr,rr_sus3,,1.0,0.3006919689662403,,,,,,,,,
2025-11-25,KRW-SUPER,bear_volatile,4,0.13514363598238624,0.13440972950304048,0.0030407885079165357,-0.028285123809261552,-0.0315,sl,0,-0.00952380952381271,0.00952380952380616,-0.03809523809524118,0.016025641025637638,,C1_sus3_rr,rr_sus3,,0.0,0.3006919689662403,,,,,,,,,
2025-11-25,KRW-IMX,bear_volatile,4,0.13514363598238624,0.13440972950304048,0.005661564269238834,-0.028285123809261552,-0.0315,sl,0,-0.008213552361398424,0.004106776180696103,-0.049281314168379775,0.006211180124221505,,C1_sus3_rr,rr_sus3,,0.0,0.3006919689662403,,,,,,,,,
2025-11-26,KRW-AKT,bear_volatile,4,0.04445842508126245,0.10401593792597252,0.00020968756552736424,-0.025624592541476508,0.0076863517060366555,eod,0,0.009186351706035323,0.015748031496061632,-0.028871391076116804,0.03511053315994661,,C1_sus3_rr,rr_sus3,,0.0,0.33108576054330824,,,,,,,,,
2025-11-26,KRW-VET,bear_volatile,4,0.03396938561543301,0.10401593792597252,0.0012581253931641854,-0.025624592541476508,0.01820443349753692,eod,0,0.01970443349748674,0.04433497536940667,-0.024630541871969114,-4.8183679268731794e-14,,C1_sus3_rr,rr_sus3,,0.0,0.33108576054330824,,,,,,,,,
2025-11-26,KRW-STX,bear_volatile,4,0.023275319773537428,0.10401593792597252,0.0012581253931641854,-0.025624592541476508,-0.0315,sl,0,0.008350730688933217,0.01043841336116702,-0.03340292275574319,0.012422360248445008,,C1_sus3_rr,rr_sus3,,0.0,0.33108576054330824,,,,,,,,,
2025-11-27,KRW-CELO,bear_volatile,4,0.03396938561543301,0.10401593792597252,0.0030407885079165357,-0.025624592541476508,0.02184630350194544,eod,0,0.023346303501941446,0.031128404669256593,-0.019455252918291865,-0.007604562737646425,,C1_sus3_rr,rr_sus3,,0.0,0.33108576054330824,,,,,,,,,
2025-11-27,KRW-STX,bear_volatile,4,0.023275319773537428,0.05871251834766198,0.00020968756552736424,-0.02126916314231636,0.010922360248447229,eod,0,0.012422360248445008,0.02898550724637472,-0.010351966873708096,0.0040899795501001535,,C1_sus3_rr,rr_sus3,,0.0,0.21849444327951353,,,,,,,,,
2025-11-27,KRW-ATH,bear_volatile,4,0.09311104120792701,0.2179930795847751,0.011847347452296078,-0.034174140253415225,0.0485,tp,0,0.012048192771043853,0.052208835341323256,-0.012048192771123789,-3.963496197911809e-14,,C1_sus3_rr,rr_sus3,,0.0,0.21710861888450567,,,,,,,,,
2025-11-28,KRW-BERA,bear_volatile,4,0.09311104120792701,0.13440972950304048,0.0012581253931641854,-0.028285123809261552,0.0485,tp,0,-0.028195488721805106,0.1447368421052626,-0.04824561403508831,-0.02578981302385619,,C1_sus3_rr,rr_sus3,,0.0,0.3006919689662403,,,,,,,,,
2025-11-28,KRW-MOCA,bear_volatile,4,0.13514363598238624,0.18106521283287902,0.005661564269238834,-0.031192044216583267,-0.0315,sl,0,0.015189873417695843,0.07341772151895998,-0.03291139240508778,-0.05486284289279175,,C1_sus3_rr,rr_sus3,,0.0,0.25403648563640174,,,,,,,,,
2025-11-28,KRW-HYPER,bear_volatile,4,0.13514363598238624,0.13440972950304048,0.0030407885079165357,-0.028285123809261552,0.0485,tp,1,0.11059907834100868,0.3686635944700398,-0.004608294930880108,-0.0663900414937798,,C1_sus3_rr,rr_sus3,,1.0,0.14279723212413503,,,,,,,,,
2025-11-29,KRW-MOCA,bear_volatile,4,0.09311104120792701,0.13440972950304048,0.0012581253931641854,-0.028285123809261552,-0.0315,sl,0,-0.05486284289279175,0.032418952618427976,-0.09226932668331456,-0.044854881266515934,,C1_sus3_rr,rr_sus3,,0.0,0.14279723212413503,,,,,,,,,
2025-11-29,KRW-NEWT,bear_volatile,4,0.09311104120792701,0.13440972950304048,0.005661564269238834,-0.028285123809261552,-0.0315,sl,0,-0.01621621621622149,0.01621621621621072,-0.04324324324324835,-0.01098901098901639,,C1_sus3_rr,rr_sus3,,0.0,0.14279723212413503,,,,,,,,,
2025-11-29,KRW-ATH,bear_volatile,4,0.06521283287901028,0.13440972950304048,0.011847347452296078,-0.028285123809261552,-0.0315,sl,0,-0.05577689243031647,0.003984063744979949,-0.07569721115541528,0.0126582278480587,,C1_sus3_rr,rr_sus3,,0.0,0.14279723212413503,,,,,,,,,
2025-11-30,KRW-FLOCK,bear_volatile,4,0.09311104120792701,0.2179930795847751,0.03250157265674145,-0.034174140253415225,-0.0315,sl,0,-0.025000000000004796,0.024999999999994804,-0.0450000000000047,-0.030769230769235767,,C1_sus3_rr,rr_sus3,,0.0,0.21710861888450567,,,,,,,,,
2025-11-30,KRW-BAT,bear_volatile,4,0.13514363598238624,0.3244206773618538,0.03250157265674145,-0.04288044451239907,0.0485,tp,0,0.03282828282828021,0.0833333333333306,-0.027777777777780344,-0.11002444987775284,,C1_sus3_rr,rr_sus3,,1.0,0.11068102110742695,,,,,,,,,
2025-11-30,KRW-ARB,bear_volatile,4,0.007863283707276158,0.05871251834766198,0.0030407885079165357,-0.02126916314231636,-0.013961059190031154,eod,0,-0.012461059190034263,0.028037383177566877,-0.015576323987542051,-0.0725552050473216,,C1_sus3_rr,rr_sus3,,0.0,0.09666596770811492,,,,,,,,,
2025-12-01,KRW-0G,bear_volatile,4,0.04445842508126245,0.3244206773618538,0.04550697284261298,-0.04288044451239907,0.0485,tp,0,0.00808314087759765,0.06812933025404111,-0.08140877598152474,0.014891179839632951,,C1_sus3_rr,rr_sus3,,0.0,0.11068102110742695,,,,,,,,,
2025-12-01,KRW-SHIB,bear_volatile,4,0.014050540002097095,0.05871251834766198,0.0012581253931641854,-0.02126916314231636,-0.0315,sl,0,-0.07751937991647129,-7.751943531530969e-11,-0.09302325588426175,0.05882352932278789,,C1_sus3_rr,rr_sus3,,0.0,0.07601174250366954,,,,,,,,,
2025-12-01,KRW-SEI,bear_volatile,4,0.007863283707276158,0.05871251834766198,0.0012581253931641854,-0.02126916314231636,-0.0315,sl,0,-0.10194174757281982,-4.773959005888173e-15,-0.12621359223301398,0.10270270270269677,,C1_sus3_rr,rr_sus3,,0.0,0.07601174250366954,,,,,,,,,
2025-12-02,KRW-MIRA,bear_volatile,4,0.13514363598238624,0.2707066470958272,0.2693436779198993,-0.037992345971585406,-0.0315,sl,0,0.0407239819004479,0.054298642533931796,-0.040723981900456785,0.02608695652173476,,C1_sus3_rr,rr_sus3,,1.0,0.16439505137345356,,,,,,,,,
2025-12-02,KRW-FLOCK,bear_volatile,4,0.26336758230236945,0.3244206773618538,0.04550697284261298,-0.04288044451239907,-0.0315,sl,0,0.021164021164015834,0.042328042328036775,-0.07936507936508419,0.010362694300512842,,C1_sus3_rr,rr_sus3,,0.0,0.11068102110742695,,,,,,,,,
2025-12-02,KRW-BERA,bear_volatile,4,0.13514363598238624,0.3244206773618538,0.08523799538687356,-0.04288044451239907,-0.0315,sl,0,0.010869565217390686,0.023188405797100797,-0.0717391304347832,0.01935483870967669,,C1_sus3_rr,rr_sus3,,0.0,0.11068102110742695,,,,,,,,,
2025-12-03,KRW-UNI,bear_volatile,4,0.06521283287901028,0.18106521283287902,0.0012581253931641854,-0.031192044216583267,0.027477272727272795,eod,0,0.028977272727272574,0.046590909090908905,-0.004545454545454741,-0.017117614577581652,,C1_sus3_rr,rr_sus3,,0.0,0.25403648563640174,,,,,,,,,
2025-12-03,KRW-ATH,bear_volatile,4,0.13514363598238624,0.2179930795847751,0.011847347452296078,-0.034174140253415225,0.0485,tp,0,0.023255813953440896,0.06511627906971795,-0.013953488372138834,-0.045454545454588824,,C1_sus3_rr,rr_sus3,,0.0,0.21710861888450567,,,,,,,,,
2025-12-03,KRW-BERA,bear_volatile,4,0.13514363598238624,0.2179930795847751,0.023277760301981754,-0.034174140253415225,0.0485,tp,0,0.017167381974248164,0.10157367668097206,-0.013590844062947749,-0.03516174402250416,,C1_sus3_rr,rr_sus3,,0.0,0.21710861888450567,,,,,,,,,
2025-12-04,KRW-LINEA,bear_volatile,4,0.09311104120792701,0.18106521283287902,0.011847347452296078,-0.031192044216583267,-0.0315,sl,0,-0.04347826086963469,0.021739130434708542,-0.07971014492760298,-0.07575757575764575,,C1_sus3_rr,rr_sus3,,0.0,0.25403648563640174,,,,,,,,,
2025-12-04,KRW-ATH,bear_volatile,4,0.09311104120792701,0.2179930795847751,0.005661564269238834,-0.034174140253415225,-0.0315,sl,0,-0.045454545454588824,0.004545454545409111,-0.059090909090951826,-0.023809523809570243,,C1_sus3_rr,rr_sus3,,0.0,0.21710861888450567,,,,,,,,,
2025-12-04,KRW-FIL,bear_volatile,4,0.04445842508126245,0.10401593792597252,0.00020968756552736424,-0.025624592541476508,-0.0315,sl,0,-0.03110550651534294,0.017654476670869723,-0.04833963850357326,-0.035140997830802934,,C1_sus3_rr,rr_sus3,,0.0,0.17319102370120298,,,,,,,,,
2025-12-05,KRW-MOCA,bear_volatile,4,0.09311104120792701,0.2179930795847751,0.023277760301981754,-0.034174140253415225,0.0485,tp,0,-0.01749271137029096,0.09912536443145492,-0.03206997084550911,-0.0059347181009198335,,C1_sus3_rr,rr_sus3,,0.0,0.21710861888450567,,,,,,,,,
2025-12-05,KRW-FF,bear_volatile,4,0.06521283287901028,0.2707066470958272,0.005661564269238834,-0.037992345971585406,0.0485,tp,0,-0.005780346820814963,0.05780346820808635,-0.023121387283242645,-0.0058139534883778765,,C1_sus3_rr,rr_sus3,,0.0,0.16439505137345356,,,,,,,,,
2025-12-05,KRW-AVNT,bear_volatile,4,0.09311104120792701,0.2707066470958272,0.011847347452296078,-0.037992345971585406,-0.0315,sl,0,-0.04624277456647585,0.005780346820807303,-0.06743737957610973,-0.012121212121214198,,C1_sus3_rr,rr_sus3,,0.0,0.16439505137345356,,,,,,,,,
2025-12-06,KRW-CKB,bear_volatile,4,0.09311104120792701,0.2179930795847751,0.03250157265674145,-0.034174140253415225,0.0485,tp,0,0.0024875621888054145,0.059701492537049816,-0.01741293532362742,-0.01488833746922713,,C1_sus3_rr,rr_sus3,,0.0,0.21710861888450567,,,,,,,,,
2025-12-06,KRW-GMT,bear_volatile,4,0.26336758230236945,0.3244206773618538,0.03250157265674145,-0.04288044451239907,0.010357707509881355,eod,0,0.011857707509841608,0.0316205533596432,-0.019762845849841004,-0.042968750000037415,,C1_sus3_rr,rr_sus3,,0.0,0.11068102110742695,,,,,,,,,
2025-12-06,KRW-MOCA,bear_volatile,4,0.13514363598238624,0.3244206773618538,0.03250157265674145,-0.04288044451239907,-0.004476190476190465,eod,0,-0.0029761904762202196,0.008928571428541199,-0.029761904761933744,-0.02985074626868578,,C1_sus3_rr,rr_sus3,,0.0,0.11068102110742695,,,,,,,,,
2025-12-07,KRW-HYPER,bear_volatile,4,0.26336758230236945,0.3244206773618538,0.04550697284261298,-0.04288044451239907,-0.0315,sl,0,-0.06603773584906103,-4.6629367034256575e-15,-0.08962264150943822,-0.005050505050510079,,C1_sus3_rr,rr_sus3,,0.0,0.11068102110742695,,,,,,,,,
2025-12-07,KRW-LPT,bear_volatile,4,0.09311104120792701,0.18106521283287902,0.011847347452296078,-0.031192044216583267,-0.0315,sl,0,-0.028546712802768326,0.006055363321799234,-0.04671280276816625,0.00979519145146912,,C1_sus3_rr,rr_sus3,,0.0,0.09614174879429649,,,,,,,,,
2025-12-07,KRW-LINEA,bear_volatile,4,0.03396938561543301,0.13440972950304048,0.023277760301981754,-0.028285123809261552,-0.0315,sl,0,-0.05645161290330203,-8.060219158778636e-14,-0.08064516129039667,-8.548717289613705e-14,,C1_sus3_rr,rr_sus3,,0.0,0.09469795635205022,,,,,,,,,
2025-12-08,KRW-PLUME,bear_volatile,4,0.13514363598238624,0.2707066470958272,0.03250157265674145,-0.037992345971585406,0.0485,tp,0,0.05999999999996475,0.07333333333329772,-0.02000000000003266,0.02201257861632011,,C1_sus3_rr,rr_sus3,,1.0,0.16439505137345356,,,,,,,,,
2025-12-08,KRW-SUPER,bear_volatile,4,0.09311104120792701,0.2707066470958272,0.08523799538687356,-0.037992345971585406,0.0485,tp,0,0.06849315068492845,0.15890410958903778,-0.010958904109591772,-0.015384615384617994,,C1_sus3_rr,rr_sus3,,1.0,0.16439505137345356,,,,,,,,,
2025-12-08,KRW-2Z,bear_volatile,4,0.26336758230236945,0.3244206773618538,0.03250157265674145,-0.04288044451239907,-0.0315,sl,0,-0.052631578947372915,0.043062200956932806,-0.06698564593301881,0.005050505050500087,,C1_sus3_rr,rr_sus3,,0.0,0.11068102110742695,,,,,,,,,
2025-12-09,KRW-PLUME,bear_volatile,4,0.13514363598238624,0.2179930795847751,0.005661564269238834,-0.034174140253415225,0.0485,tp,0,0.02201257861632011,0.05345911949682236,-0.012578616352232341,-0.04615384615387552,,C1_sus3_rr,rr_sus3,,0.0,0.21710861888450567,,,,,,,,,
2025-12-09,KRW-BLAST,bear_volatile,4,0.06521283287901028,0.05871251834766198,0.0030407885079165357,-0.02126916314231636,0.0485,tp,0,0.038167938930505185,0.053435114503012526,-0.022900763359524623,-0.029411764706596122,,C1_sus3_rr,rr_sus3,,1.0,0.13053050954078424,,,,,,,,,
2025-12-09,KRW-POL,bear_volatile,4,0.007863283707276158,0.020549381421681695,0.0012581253931641854,-0.015758376438666562,0.0093108108108107,eod,0,0.010810810810805371,0.043243243243237695,-0.027027027027032302,-0.016042780748668384,,C1_sus3_rr,rr_sus3,,0.0,0.11417487942964982,,,,,,,,,
2025-12-10,KRW-KITE,bear_volatile,4,0.09311104120792701,0.2707066470958272,0.04550697284261298,-0.037992345971585406,-0.0315,sl,0,-0.02459016393443414,0.016393442622942622,-0.049180327868860174,0.0336134453781427,,C1_sus3_rr,rr_sus3,,0.0,0.16439505137345356,,,,,,,,,
2025-12-10,KRW-MEW,bear_volatile,4,0.06521283287901028,0.13440972950304048,0.0030407885079165357,-0.028285123809261552,-0.0315,sl,0,-0.05747126436835792,0.01149425287298178,-0.07471264367869268,-0.042682926829851975,,C1_sus3_rr,rr_sus3,,0.0,0.14279723212413503,,,,,,,,,
2025-12-10,KRW-IP,bear_volatile,4,0.06521283287901028,0.13440972950304048,0.005661564269238834,-0.028285123809261552,-0.0315,sl,0,-0.05821395915879335,0.003352636391343866,-0.06278573605608073,-0.027831715210356323,,C1_sus3_rr,rr_sus3,,0.0,0.14279723212413503,,,,,,,,,
2025-12-11,KRW-XPL,bear_volatile,4,0.06521283287901028,0.2707066470958272,0.023277760301981754,-0.037992345971585406,-0.0315,sl,0,-0.04347826086956896,0.003952569169956455,-0.06324110671937122,-0.08264462809917728,,C1_sus3_rr,rr_sus3,,0.0,0.16439505137345356,,,,,,,,,
2025-12-11,KRW-SOL,bear_volatile,4,0.014050540002097095,0.05871251834766198,0.023277760301981754,-0.02126916314231636,-0.0315,sl,0,-0.0004933399111988201,0.010360138135175223,-0.04982733103108039,-0.02369200394866733,,C1_sus3_rr,rr_sus3,,0.0,0.07601174250366954,,,,,,,,,
