date,market,regime,fold,p_lab_up_10,p_lab_dn_05,p_lab_dn_10,exp_downside,net,outcome,pump20_hit,eod_ret,up_high_ret,down_low_ret,next_close_ret,R1,policy,sort_col,p_lab_sus3,lab_sus3,rr_sus3,p_lab_sus5,lab_sus5,rr_sus5,p_lab_sus_net,lab_sus_net,rr_sus_net,p_lab_fwd1,lab_fwd1,rr_fwd1
2024-05-02,KRW-BTC,bull_volatile,0,0.0011798017932987258,0.19395941481831053,0.0009438414346389807,-0.033676315277195557,-0.0315,sl,0,-0.005041976550617333,0.006000071857148015,-0.03470700247907166,0.07478514167408945,0.006082725060827251,R1_baseline,R1,,,,,,,,,,,,
2024-05-03,KRW-BTC,bull_quiet,0,0.0,0.06347333647947145,0.0,-0.022282631261107005,0.0485,tp,0,0.07455232502166176,0.08093049003562136,-0.0034779050736497563,0.011333729043240703,0.0,R1_baseline,R1,,,,,,,,,,,,
2024-05-04,KRW-BTC,bull_volatile,0,0.0,0.0066068900424728644,0.0,-0.015401363027692594,0.009833729043240704,eod,0,0.011333729043240703,0.02051718538262537,-0.015466284395963759,-0.0026798666710962094,0.0,R1_baseline,R1,,,,,,,,,,,,
2024-05-05,KRW-BTC,bull_volatile,0,0.0,0.0066068900424728644,0.0,-0.015401363027692594,-0.004179866671096209,eod,0,-0.0026798666710962094,0.0050496661240491125,-0.021837591220668195,-0.013957206782069909,0.0,R1_baseline,R1,,,,,,,,,,,,
2024-05-06,KRW-BTC,bull_volatile,0,0.0011798017932987258,0.0066068900424728644,0.0,-0.015401363027692594,-0.015884017758046654,eod,0,-0.014384017758046652,0.017547169811320762,-0.017758046614872347,-0.013614251610287842,0.17857142857142858,R1_baseline,R1,,,,,,,,,,,,
2024-05-07,KRW-BTC,bull_volatile,0,0.0011798017932987258,0.0066068900424728644,0.0,-0.015401363027692594,-0.01484760081099351,eod,0,-0.01334760081099351,0.015510250056318897,-0.01441766163550351,-0.019670072492722235,0.17857142857142858,R1_baseline,R1,,,,,,,,,,,,
2024-05-08,KRW-BTC,bull_volatile,0,0.0011798017932987258,0.0066068900424728644,0.0,-0.015401363027692594,-0.021170072492722236,eod,0,-0.019670072492722235,0.011085107597465615,-0.028380615331925374,0.026131917272219196,0.17857142857142858,R1_baseline,R1,,,,,,,,,,,,
2024-05-09,KRW-BTC,bull_volatile,0,0.0011798017932987258,0.0066068900424728644,0.0,-0.015401363027692594,0.024631917272219195,eod,0,0.026131917272219196,0.030603689211850194,-0.009921743991056498,-0.02580689091651911,0.17857142857142858,R1_baseline,R1,,,,,,,,,,,,
2024-05-10,KRW-BTC,bull_volatile,0,0.003540240736370073,0.0066068900424728644,0.0,-0.015401363027692594,-0.0315,sl,0,-0.02580689091651911,0.0041309183349220735,-0.034000635525897716,-0.0005941147689941806,0.5358407228834418,R1_baseline,R1,,,,,,,,,,,,
2024-05-11,KRW-BTC,bull_volatile,0,0.0,0.06347333647947145,0.0018881283927307056,-0.022282631261107005,-0.0020941147689941806,eod,0,-0.0005941147689941806,0.007665245450944713,-0.007374012721045653,0.00850905106596267,0.0,R1_baseline,R1,,,,,,,,,,,,
2024-05-12,KRW-BTC,bull_volatile,0,0.0,0.0370545197073401,0.0009438414346389807,-0.019048495931124277,0.00700905106596267,eod,0,0.00850905106596267,0.013835950157941923,-0.002016528540289775,0.01626194796638969,0.0,R1_baseline,R1,,,,,,,,,,,,
2024-05-13,KRW-BTC,bull_volatile,0,0.0,0.0370545197073401,0.0,-0.019048495931124277,0.01476194796638969,eod,0,0.01626194796638969,0.02269969140439887,-0.012840813212977142,-0.01624056045855704,0.0,R1_baseline,R1,,,,,,,,,,,,
2024-05-14,KRW-BTC,bull_volatile,0,0.0011798017932987258,0.0219443133553563,0.0009438414346389807,-0.017021176676591924,-0.017807685309436605,eod,0,-0.016307685309436604,0.0033093001569359792,-0.0242568289853754,0.06486705202312137,0.053763440860215055,R1_baseline,R1,,,,,,,,,,,,
2024-05-15,KRW-BTC,bull_volatile,0,0.0,0.0219443133553563,0.0,-0.017021176676591924,0.0485,tp,0,0.06457167953400211,0.06842032268503528,-0.003744625768572929,-0.014232827783869473,0.0,R1_baseline,R1,,,,,,,,,,,,
2024-05-16,KRW-BTC,bull_volatile,0,0.03469435921642672,0.1149126946672959,0.0,-0.026504115725095406,-0.015732827783869474,eod,0,-0.014232827783869473,0.008131493524117683,-0.02020388444376897,0.02033039647577084,0.3019192902653315,R1_baseline,R1,,,,,,,,,,,,
2024-05-17,KRW-BTC,bull_volatile,0,0.003540240736370073,0.0370545197073401,0.0,-0.019048495931124277,0.01839233699182069,eod,0,0.01989233699182069,0.02514338555025919,-0.0015301797686015917,0.004533385143449253,0.09554140127388536,R1_baseline,R1,,,,,,,,,,,,
2024-05-18,KRW-BTC,bull_volatile,0,0.0,0.0219443133553563,0.0,-0.017021176676591924,0.0031852059763364817,eod,0,0.004685205976336482,0.009370411952672963,-0.003184644615251697,-0.009466400189113156,0.0,R1_baseline,R1,,,,,,,,,,,,
2024-05-19,KRW-BTC,bull_volatile,0,0.0,0.0066068900424728644,0.0,-0.015401363027692594,-0.010966400189113155,eod,0,-0.009466400189113156,0.009928437882792851,-0.013141211613263759,0.05505234040245166,0.0,R1_baseline,R1,,,,,,,,,,,,
2024-05-20,KRW-BTC,bull_volatile,0,0.0,0.0066068900424728644,0.0,-0.015401363027692594,0.0485,tp,0,0.05505234040245166,0.055095731409665394,-0.0027553289580733997,-0.005757762697923052,0.0,R1_baseline,R1,,,,,,,,,,,,
2024-05-21,KRW-BTC,bull_volatile,0,0.003540240736370073,0.0370545197073401,0.0,-0.019048495931124277,-0.007257762697923052,eod,0,-0.005757762697923052,0.009150730002056351,-0.017365823565700156,-0.013226473629782798,0.09554140127388536,R1_baseline,R1,,,,,,,,,,,,
2024-05-22,KRW-BTC,bull_volatile,0,0.0011798017932987258,0.0370545197073401,0.0,-0.019048495931124277,-0.014899919352337197,eod,0,-0.013399919352337197,0.0029157231924066274,-0.021475025073151577,-0.005460014043030315,0.03183961909685797,R1_baseline,R1,,,,,,,,,,,,
