date,market,regime,fold,p_lab_up_10,p_lab_dn_05,p_lab_up_05,p_lab_dn_10,exp_downside,R1,f_rsi_14,f_ret_7d,f_ret_14d,f_bounce_off_7d_low,f_drawdown_7d,net,outcome,eod_net,pump20_hit,up_high_ret,down_low_ret,policy
2026-04-21,KRW-AXL,bear_volatile,5,0.27122858721679866,0.3481624758220503,0.38846933136857614,0.04973749654600718,-0.04467248638489783,0.7790287755060272,56.05234460195436,0.15307582260371944,0.15971223021582737,0.21752265861025344,-0.2867256637168205,0.0485,tp,0.019644278606965104,0,0.1455223880596872,-1.2323475573339238e-14,R1_champion
2026-04-22,KRW-OPEN,bear_volatile,5,0.27122858721679866,0.28218824829618716,0.5546141094124148,0.03683919690550746,-0.039052202266584374,0.9611618798955612,67.60563380281246,0.09771986970684043,0.2862595419847329,0.15807560137456633,-0.045325779036829994,0.0485,tp,-0.02820623145400597,0,0.0563798219584537,-0.026706231454008855,R1_champion
2026-04-22,KRW-FLOCK,bear_volatile,5,0.27122858721679866,0.3481624758220503,0.5546141094124148,0.04973749654600718,-0.04467248638489783,0.7790287755060272,68.81188118809499,0.12293144208037843,0.19047619047619047,0.16279069767440446,-0.04330312185298035,-0.0315,sl,-0.034165964172813534,0,0.00948366701790282,-0.03898840885143262,R1_champion
2026-04-22,KRW-BIRB,bear_volatile,5,0.14173881009393996,0.18649843433413152,0.3191489361702128,0.009762387179959477,-0.03183935626514153,0.76,50.89285714285078,0.03608247422680422,0.01005025125628145,0.08064516129031674,-0.13362068965517615,0.0485,tp,0.013351485148514865,0,0.07920792079207395,-0.00495049504950984,R1_champion
2026-04-23,KRW-BCH,bear_volatile,5,0.015473887814313346,0.022840302081414625,0.07717811751703813,0.0014735678762202984,-0.016119668388004445,0.6774817495476384,60.39215686274509,0.05076923076923068,0.04036557501904037,0.06138306138306149,-0.024285714285714244,0.001428257686676483,eod,0.001428257686676483,0,0.002928257686676483,-0.013177159590043952,R1_champion
2026-04-23,KRW-AERO,bear_volatile,5,0.27122858721679866,0.44437281267268375,0.5546141094124148,0.04973749654600718,-0.05331002450496487,0.610362694300518,65.10067114093755,0.1374321880650995,0.27327935222672073,0.1478102189781001,-0.09235209235209374,-0.0315,sl,0.025484126984126887,0,0.06825396825396646,-0.057142857142858716,R1_champion
2026-04-23,KRW-AVNT,bear_volatile,5,0.27122858721679866,0.44437281267268375,0.5546141094124148,0.04973749654600718,-0.05331002450496487,0.610362694300518,57.894736842098155,0.1071428571428572,0.09045226130653261,0.11855670103092208,-0.13545816733068072,-0.0315,sl,-0.015324884792626779,0,-4.551914400963142e-15,-0.04147465437788456,R1_champion
2026-04-24,KRW-RED,bear_volatile,5,0.27122858721679866,0.28218824829618716,0.38846933136857614,0.04973749654600718,-0.039052202266584374,0.9611618798955612,29.921259842516392,-0.07798165137614677,-0.20238095238095233,0.06914893617020712,-0.1026785714285754,0.0485,tp,0.04327611940298498,1,0.22885572139302868,-0.004975124378114426,R1_champion
2026-04-24,KRW-PLUME,bear_volatile,5,0.27122858721679866,0.3481624758220503,0.5546141094124148,0.02864511375149673,-0.04467248638489783,0.7790287755060272,82.10526315777375,0.15340909090909083,0.4295774647887325,0.23030303030295585,-0.01932367149763181,-0.0315,sl,-0.040908866995073956,0,0.04433497536940667,-0.05911330049265706,R1_champion
2026-04-24,KRW-CHZ,bear_volatile,5,0.27122858721679866,0.3481624758220503,0.5546141094124148,0.03683919690550746,-0.04467248638489783,0.7790287755060272,72.89972899726232,0.18354430379746822,0.2918825561312608,0.26351351351349206,-0.0013351134846595336,-0.0315,sl,-0.03898326639892896,0,0.034805890227563197,-0.05220883534137821,R1_champion
2026-04-25,KRW-AZTEC,bear_volatile,5,0.27122858721679866,0.23330570139080778,0.38846933136857614,0.016946030576533433,-0.035302800968270924,1.1625459026501315,58.94039735093874,0.0029069767441860517,0.08490566037735836,0.10576923076919531,-0.06250000000002542,-0.0315,sl,-0.05657246376811592,0,0.014492753623158938,-0.06956521739133137,R1_champion
2026-04-25,KRW-FLOCK,bear_volatile,5,0.27122858721679866,0.28218824829618716,0.5546141094124148,0.02864511375149673,-0.039052202266584374,0.9611618798955612,72.92817679556131,0.17318435754189943,0.3108614232209739,0.263537906137169,-0.009433962264160267,-0.0315,sl,-0.03959523809523807,0,0.028571428571418922,-0.05428571428572326,R1_champion
2026-04-25,KRW-BIRB,bear_volatile,5,0.27122858721679866,0.3481624758220503,0.5546141094124148,0.03683919690550746,-0.04467248638489783,0.7790287755060272,61.53846153845491,0.08372093023255811,0.14778325123152714,0.2526881720430041,-0.06800000000000372,-0.0315,sl,-0.05729399141630903,0,0.025751072961369026,-0.07296137339056186,R1_champion
2026-04-26,KRW-AUCTION,bear_quiet,5,0.04946117712075159,0.022840302081414625,0.14671210167618345,0.004052684903748734,-0.016119668388004445,2.165522020875487,60.94890510948843,0.03169014084507049,0.04270462633451966,0.05547550432276638,-0.03618421052631593,-0.011738907849829392,eod,-0.011738907849829392,0,0.03003412969283259,-0.029351535836177556,R1_champion
2026-04-26,KRW-AWE,bear_quiet,5,0.27122858721679866,0.28218824829618716,0.38846933136857614,0.02864511375149673,-0.039052202266584374,0.9611618798955612,59.911894273090816,0.013749999999999929,0.0587467362924281,0.11401098901097373,-0.13997879109226785,0.0485,tp,0.008364364981504448,0,0.15782983970405495,-0.023427866831084665,R1_champion
2026-04-26,KRW-FLOCK,bear_quiet,5,0.27122858721679866,0.3481624758220503,0.38846933136857614,0.02864511375149673,-0.04467248638489783,0.7790287755060272,67.36474694588233,0.11849390919158354,0.24537607891491997,0.21540312876051493,-0.06481481481482343,-0.0315,sl,-0.024272277227722794,0,0.039603960396029425,-0.039603960396049076,R1_champion
2026-04-27,KRW-SKR,bear_quiet,5,0.27122858721679866,0.3481624758220503,0.3191489361702128,0.02864511375149673,-0.04467248638489783,0.7790287755060272,54.210526315749526,0.09913793103448287,0.06694560669456062,0.19158878504667354,-0.23652694610780733,-0.0315,sl,-0.0642450980392158,0,0.01568627450976412,-0.09411764705885894,R1_champion
2026-04-27,KRW-ZKP,bear_quiet,5,0.27122858721679866,0.3481624758220503,0.5546141094124148,0.02864511375149673,-0.04467248638489783,0.7790287755060272,74.07407407405486,0.27450980392156854,0.25,0.2871287128712745,-0.02255639097745088,-0.0315,sl,-0.06256870229007633,0,-7.549516567451064e-15,-0.10687022900764032,R1_champion
2026-04-27,KRW-ELSA,bear_quiet,5,0.27122858721679866,0.3481624758220503,0.38846933136857614,0.03683919690550746,-0.04467248638489783,0.7790287755060272,61.34751773048122,0.10885045778229907,0.13305613305613306,0.11794871794870665,-0.16153846153846796,-0.0315,sl,-0.04737155963302747,0,-9.103828801926284e-15,-0.08256880733945793,R1_champion
2026-04-28,KRW-MANTRA,bear_quiet,5,0.07321790384969608,0.1161462650824353,0.21009486966933774,0.009762387179959477,-0.026995488907912524,0.6303939588391358,49.99999999984782,0.05228758169934644,0.0,0.08053691275160535,-0.012269938650367185,-0.0315,sl,-0.013922360248447228,0,-6.206146707654625e-14,-0.043478260869624585,R1_champion
2026-04-28,KRW-OPEN,bear_quiet,5,0.27122858721679866,0.44437281267268375,0.38846933136857614,0.04973749654600718,-0.05331002450496487,0.610362694300518,73.61111111110634,0.26058631921824094,0.35789473684210527,0.28145695364237966,-0.005141388174809802,0.0485,tp,0.014003875968992276,0,0.09302325581395054,-0.07751937984496371,R1_champion
2026-04-28,KRW-CHZ,bear_quiet,5,0.14173881009393996,0.23330570139080778,0.3191489361702128,0.02864511375149673,-0.035302800968270924,0.6075239878365204,78.24858757059053,0.0841799709724238,0.36563071297989036,0.11326378539491655,-0.033635187580866144,-0.0315,sl,-0.09386947791164663,0,0.00803212851404278,-0.10575635876841893,R1_champion
2026-04-29,KRW-WET,bear_quiet,5,0.09615915998894722,0.1161462650824353,0.38846933136857614,0.016946030576533433,-0.026995488907912524,0.8279143536875496,11.111111111109395,-0.053333333333333344,-0.33018867924528306,0.0757575757575677,-0.07189542483660738,-0.0315,sl,-0.015486013986013956,0,0.006993006992999984,-0.034965034965041664,R1_champion
2026-04-29,KRW-VANA,bear_quiet,5,0.27122858721679866,0.3481624758220503,0.38846933136857614,0.03683919690550746,-0.04467248638489783,0.7790287755060272,73.2824427480903,0.07432110528823244,0.19375330862890427,0.10322896281800342,-0.09072580645161321,-0.0315,sl,-0.04546092362344584,0,0.0013321492007101199,-0.05728241563055103,R1_champion
2026-04-29,KRW-HYPER,bear_quiet,5,0.27122858721679866,0.3481624758220503,0.38846933136857614,0.04973749654600718,-0.04467248638489783,0.7790287755060272,60.540540540535964,0.2857142857142858,0.27659574468085113,0.29496402877696926,-0.3430656934306594,0.0485,tp,-0.01825977653631289,0,0.10055865921787088,-0.03910614525140199,R1_champion
2026-04-30,KRW-RAY,bear_quiet,5,0.27122858721679866,0.3481624758220503,0.38846933136857614,0.04973749654600718,-0.04467248638489783,0.7790287755060272,75.1842751842726,0.20406091370558377,0.20897043832823647,0.22394220846233104,-0.11952487008166357,-0.0315,sl,0.015377637130801704,0,0.016877637130800816,-0.054008438818566096,R1_champion
2026-04-30,KRW-HYPER,bear_quiet,5,0.27122858721679866,0.3481624758220503,0.3191489361702128,0.0960582059311107,-0.04467248638489783,0.7790287755060272,57.69230769230325,0.22222222222222232,0.18918918918918926,0.26618705035970325,-0.3576642335766448,0.0485,tp,0.049636363636363534,0,0.09659090909090295,-0.017045454545460137,R1_champion
2026-04-30,KRW-OPEN,bear_quiet,5,0.27122858721679866,0.44437281267268375,0.5546141094124148,0.04973749654600718,-0.05331002450496487,0.610362694300518,73.73271889400446,0.25914634146341453,0.33225806451612905,0.2866043613707123,-0.04618937644342025,-0.0315,sl,-0.03297699757869249,0,0.043583535108956184,-0.06779661016949379,R1_champion
2026-05-01,KRW-AWE,bear_quiet,5,0.27122858721679866,0.18649843433413152,0.38846933136857614,0.02864511375149673,-0.03183935626514153,1.4543209876543208,66.41509433958755,0.18393782383419688,0.10519951632406288,0.20105124835740895,-0.030752916224824567,-0.0315,sl,-0.055287047200878014,0,0.01207464324916585,-0.0570801317233911,R1_champion
2026-05-01,KRW-SOMI,bear_quiet,5,0.27122858721679866,0.23330570139080778,0.38846933136857614,0.016946030576533433,-0.035302800968270924,1.1625459026501315,56.77966101694241,0.1195219123505975,0.060377358490566024,0.12399999999999545,-0.272020725388603,-0.0315,sl,-0.0372142857142857,0,0.010714285714282124,-0.03571428571428925,R1_champion
2026-05-01,KRW-ZKP,bear_quiet,5,0.27122858721679866,0.3481624758220503,0.26505802173512616,0.04973749654600718,-0.04467248638489783,0.7790287755060272,52.380952380945395,0.13207547169811318,0.04347826086956519,0.15384615384614286,-0.2682926829268337,0.0485,tp,0.04850000000000004,0,0.13333333333332398,-0.00833333333334152,R1_champion
2026-05-02,KRW-FLUID,bear_quiet,5,0.27122858721679866,0.3481624758220503,0.38846933136857614,0.04973749654600718,-0.04467248638489783,0.7790287755060272,46.10169491525388,-0.026440410418311022,-0.05297504798464492,0.11983658647299089,-0.13559915907498277,-0.0315,sl,-0.03757620591811922,0,0.0032428050263473285,-0.05066882853668453,R1_champion
2026-05-02,KRW-HYPER,bear_quiet,5,0.27122858721679866,0.3481624758220503,0.3191489361702128,0.04973749654600718,-0.04467248638489783,0.7790287755060272,57.591623036645,0.23972602739726034,0.19078947368421062,0.2482758620689569,-0.339416058394163,-0.0315,sl,-0.03464917127071826,0,0.033149171270712596,-0.0386740331491765,R1_champion
2026-05-02,KRW-ZKP,bear_quiet,5,0.27122858721679866,0.3481624758220503,0.38846933136857614,0.04973749654600718,-0.04467248638489783,0.7790287755060272,54.95495495494802,0.07692307692307687,0.09565217391304337,0.10526315789472718,-0.23170731707317538,-0.0315,sl,0.030500000000000027,0,0.03999999999999182,-0.03200000000000769,R1_champion
2026-05-03,KRW-ARKM,bear_quiet,5,0.27122858721679866,0.28218824829618716,0.38846933136857614,0.04973749654600718,-0.039052202266584374,0.9611618798955612,39.13043478260075,0.016759776536312776,-0.07614213197969544,0.13749999999999285,-0.037037037037042086,-0.0315,sl,-0.023478021978022012,0,0.005494505494499924,-0.049450549450554604,R1_champion
2026-05-03,KRW-AKT,bear_quiet,5,0.14173881009393996,0.18649843433413152,0.38846933136857614,0.009762387179959477,-0.03183935626514153,0.76,85.13513513512977,0.1781206171107994,0.22807017543859653,0.21387283236994037,-0.014084507042254724,0.0485,tp,0.09838109393579081,1,0.20808561236622913,-0.013079667063021438,R1_champion
2026-05-03,KRW-INJ,bear_quiet,5,0.14173881009393996,0.18649843433413152,0.38846933136857614,0.009762387179959477,-0.03183935626514153,0.76,73.37559429476966,0.06710775047258988,0.18592436974789917,0.1123152709359605,-0.12480620155038769,-0.017443312666076183,eod,-0.017443312666076183,0,0.0008857395925596645,-0.025686448184234045,R1_champion
2026-05-04,KRW-BAT,bear_quiet,5,0.27122858721679866,0.23330570139080778,0.38846933136857614,0.016946030576533433,-0.035302800968270924,1.1625459026501315,61.53846153844496,0.006369426751592355,0.08219178082191791,0.10489510489509724,-0.04242424242424825,-0.0315,sl,-0.03923584905660377,0,0.018867924528295443,-0.04402515723271039,R1_champion
2026-05-04,KRW-ELSA,bear_quiet,5,0.27122858721679866,0.28218824829618716,0.5546141094124148,0.03683919690550746,-0.039052202266584374,0.9611618798955612,68.97880539497176,0.08256880733944949,0.20040691759918627,0.17999999999998817,-0.03278688524590956,-0.0315,sl,-0.0438728813559322,0,0.00847457627117798,-0.06779661016949934,R1_champion
2026-05-04,KRW-IN,bear_quiet,5,0.09615915998894722,0.14523853379996315,0.3191489361702128,0.0014735678762202984,-0.02896287311793709,0.6620774630057,67.09677419351809,0.054216867469879526,0.11228813559322037,0.12299465240640517,-0.018691588785055835,-0.0315,sl,-0.0015,0,0.009523809523799942,-0.047619047619056665,R1_champion
2026-05-05,KRW-WLFI,bear_quiet,5,0.27122858721679866,0.44437281267268375,0.5546141094124148,0.04973749654600718,-0.05331002450496487,0.610362694300518,30.091743119258325,-0.13486238532110095,-0.1870689655172414,0.23591087811269684,-0.15045045045045813,0.01970890774125139,eod,0.01970890774125139,0,0.045599151643679336,-0.018027571580074064,R1_champion
2026-05-05,KRW-ELSA,bear_quiet,5,0.14173881009393996,0.23330570139080778,0.3191489361702128,0.02864511375149673,-0.035302800968270924,0.6075239878365204,61.070110701091245,0.08653846153846145,0.11881188118811892,0.11881188118810782,-0.07377049180328621,-0.0315,sl,-0.04574778761061943,0,-8.770761894538737e-15,-0.05309734513275166,R1_champion
2026-05-05,KRW-HOLO,bear_quiet,5,0.09615915998894722,0.18649843433413152,0.3191489361702128,0.004052684903748734,-0.03183935626514153,0.5156030415604884,63.92251815978462,0.08886389201349831,0.13481828839390397,0.09626274065683926,-0.005138746145950557,0.010935233160621895,eod,0.010935233160621895,0,0.02590673575128477,-0.007253886010372912,R1_champion
2026-05-06,KRW-ADA,bear_quiet,5,0.025511143857063916,0.022840302081414625,0.21009486966933774,0.0003683919690550746,-0.016119668388004445,1.1169354838709677,73.68421052628864,0.05722070844686655,0.048648648648648596,0.08379888268156122,-0.012722646310435182,0.0036546391752577136,eod,0.0036546391752577136,0,0.030927835051543617,-0.015463917525775805,R1_champion
2026-05-06,KRW-ETC,bear_quiet,5,0.025511143857063916,0.022840302081414625,0.17793332105360102,0.0003683919690550746,-0.016119668388004445,1.1169354838709677,76.2820512820506,0.06976744186046502,0.06549520766773154,0.09254709254709237,-0.004477611940298609,0.03228378378378377,eod,0.03228378378378377,0,0.04879879879879856,-0.0037537537537538634,R1_champion
2026-05-06,KRW-LINK,bear_quiet,5,0.025511143857063916,0.022840302081414625,0.17793332105360102,0.0003683919690550746,-0.016119668388004445,1.1169354838709677,61.90476190476149,0.051711580480699126,0.03586800573888094,0.08002991772625268,-0.008241758241758323,0.01234083044982698,eod,0.01234083044982698,0,0.0352941176470587,-0.006228373702422241,R1_champion
2026-05-07,KRW-ETC,bear_quiet,5,0.035273531037023395,0.022840302081414625,0.17793332105360102,0.0003683919690550746,-0.016119668388004445,1.5443548387096775,81.21827411167455,0.10336538461538458,0.09808612440191378,0.11588330632090749,-0.01431639226914827,-0.0315,sl,-0.014571895424836554,0,0.000726216412490821,-0.030501089324618813,R1_champion
2026-05-07,KRW-APT,bear_quiet,5,0.025511143857063916,0.022840302081414625,0.14671210167618345,0.0014735678762202984,-0.016119668388004445,1.1169354838709677,65.12345679012064,0.012137559002022957,0.06985032074126862,0.05481377371749763,-0.035966602440591466,0.00515778961384822,eod,0.00515778961384822,0,0.01398135818908064,-0.02529960053262381,R1_champion
2026-05-07,KRW-ZORA,bear_quiet,5,0.025511143857063916,0.022840302081414625,0.14671210167618345,0.004052684903748734,-0.016119668388004445,1.1169354838709677,27.777777777705765,0.02659574468085113,-0.11059907834101379,0.05464480874311195,-0.049261083743889156,0.008862694300518172,eod,0.008862694300518172,0,0.020725388600983496,-0.025906735751345722,R1_champion
2026-05-08,KRW-0G,bear_quiet,5,0.025511143857063916,0.022840302081414625,0.10665929814865985,0.0003683919690550746,-0.016119668388004445,1.1169354838709677,37.313432835817,0.03544303797468351,-0.039906103286385,0.055483870967740545,-0.00848484848484976,0.024172371638141732,eod,0.024172371638141732,0,0.026894865525671108,-0.0036674816625928974,R1_champion
2026-05-08,KRW-MANTRA,bear_quiet,5,0.025511143857063916,0.022840302081414625,0.10665929814865985,0.0014735678762202984,-0.016119668388004445,1.1169354838709677,47.9166666665269,0.041095890410958846,-0.012987012987013102,0.06293706293698853,-0.11111111111116312,0.0485,tp,0.044552631578947344,0,0.06578947368414045,-0.00657894736848641,R1_champion
2026-05-08,KRW-JST,bear_quiet,5,0.14173881009393996,0.14523853379996315,0.3191489361702128,0.0014735678762202984,-0.02896287311793709,0.9759036144578315,57.49999999997988,-0.037878787878787845,0.04958677685950419,0.12389380530972471,-0.05925925925926623,-0.0315,sl,-0.04911904761904767,0,0.007936507936499915,-0.04761904761905511,R1_champion
2026-05-09,KRW-ADA,bear_quiet,5,0.035273531037023395,0.022840302081414625,0.14671210167618345,0.0003683919690550746,-0.016119668388004445,1.5443548387096775,76.7857142856951,0.08943089430894302,0.08064516129032251,0.09836065573770192,-0.01711491442543034,-0.011425558312655069,eod,-0.011425558312655069,0,0.019851116625307474,-0.014888337468985102,R1_champion
2026-05-09,KRW-ANKR,bear_quiet,5,0.035273531037023395,0.022840302081414625,0.14671210167618345,0.0003683919690550746,-0.016119668388004445,1.5443548387096775,51.02040816277941,0.06713286713286704,0.003947368421052699,0.07920792079192651,-0.0948991696323731,-0.011984927916120545,eod,-0.011984927916120545,0,0.010484927915988207,-0.020969855832369544,R1_champion
2026-05-09,KRW-AVAX,bear_quiet,5,0.035273531037023395,0.022840302081414625,0.17793332105360102,0.0003683919690550746,-0.016119668388004445,1.5443548387096775,62.93103448275824,0.0822222222222222,0.04282655246252687,0.09438202247190985,-0.008819538670285065,0.0032912388774811187,eod,0.0032912388774811187,0,0.021902806297056765,-0.00958247775496246,R1_champion
2026-05-10,KRW-EDGE,bear_quiet,5,0.09615915998894722,0.1161462650824353,0.26505802173512616,0.004052684903748734,-0.026995488907912524,0.8279143536875496,53.65853658534753,0.07051282051282048,0.018292682926829285,0.10596026490065502,-0.26106194690265816,-0.007488023952095855,eod,-0.007488023952095855,0,0.005988023952089749,-0.02994011976048483,R1_champion
2026-05-10,KRW-LAYER,bear_quiet,5,0.27122858721679866,0.3481624758220503,0.5546141094124148,0.016946030576533433,-0.04467248638489783,0.7790287755060272,69.04761904759604,0.14960629921259838,0.12307692307692308,0.19672131147540006,-0.05806451612903829,0.0485,tp,0.24339795918367352,1,0.6054421768707374,-0.027210884353748077,R1_champion
2026-05-10,KRW-AERO,bear_quiet,5,0.27122858721679866,0.3481624758220503,0.5546141094124148,0.02864511375149673,-0.04467248638489783,0.7790287755060272,69.12280701754047,0.10252600297176828,0.17219589257503953,0.13978494623655724,-0.0363636363636376,0.0485,tp,0.03747849462365599,0,0.07123655913978344,-0.02553763440860346,R1_champion
