date,market,regime,fold,p_lab_up_10,p_lab_dn_05,R1,net,outcome,pump20_hit,up_high_ret,down_low_ret,variant
2026-05-13,KRW-FF,bear_quiet,5,0.26984711733284217,0.27712285872167985,0.9737454303755402,-0.0315,sl,0,0.13675213675212716,-0.051282051282059316,LIQ
2026-05-13,KRW-BLUR,bear_quiet,5,0.09606705351386202,0.14680419966844724,0.6543890006609245,-0.0315,sl,0,0.014705882352916255,-0.0637254901961013,LIQ
2026-05-13,KRW-ASTR,bear_quiet,5,0.07082335605083809,0.11126462190291977,0.6365307753675076,-0.0315,sl,0,0.029850746268579975,-0.037313432835892724,LIQ
2026-05-14,KRW-SKR,bear_quiet,5,0.09606705351386202,0.14680419966844724,0.6543890006609245,0.002684100418409997,eod,0,0.012552301255187803,-0.029288702928910837,LIQ
2026-05-14,KRW-AKT,bear_quiet,5,0.26984711733284217,0.44437281267268375,0.6072538860103627,-0.0315,sl,0,0.03445575567736814,-0.11276429130775323,LIQ
2026-05-14,KRW-TIA,bear_quiet,5,0.26984711733284217,0.44437281267268375,0.6072538860103627,0.0485,tp,0,0.05497771173848287,-0.01931649331352303,LIQ
2026-05-15,KRW-XRP,bear_quiet,5,0.01602652666482454,0.02394547798857985,0.6692924097179417,-0.0315,sl,0,0.012762078395623933,-0.03099361896080255,LIQ
2026-05-15,KRW-PENDLE,bear_quiet,5,0.14385706391600664,0.23514783089251173,0.6117728722820541,-0.0315,sl,0,0.0354633656741381,-0.03579792572766838,LIQ
2026-05-15,KRW-HYPER,bear_quiet,5,0.14385706391600664,0.23514783089251173,0.6117728722820541,-0.0315,sl,0,0.011834319526621284,-0.04733727810651445,LIQ
2026-05-16,KRW-DRIFT,bear_quiet,5,0.26984711733284217,0.35147830892511744,0.7677489918455627,-0.0315,sl,0,0.01214574898784071,-0.06072874493928382,LIQ
2026-05-16,KRW-SAHARA,bear_quiet,5,0.26984711733284217,0.44437281267268375,0.6072538860103627,0.0485,tp,0,0.050632911392386015,-0.08860759493672532,LIQ
2026-05-16,KRW-ORCA,bear_quiet,5,0.14385706391600664,0.27712285872167985,0.5191093386507146,0.0485,tp,0,0.14726184997698977,-0.012425218591809006,LIQ
2026-05-17,KRW-DKA,bear_quiet,5,0.26984711733284217,0.35147830892511744,0.7677489918455627,-0.0315,sl,0,0.020856201975738786,-0.05708013172348436,LIQ
2026-05-17,KRW-BIO,bear_quiet,5,0.26984711733284217,0.35147830892511744,0.7677489918455627,-0.0315,sl,0,0.00665557404324435,-0.1098169717138252,LIQ
2026-05-17,KRW-FF,bear_quiet,5,0.26984711733284217,0.44437281267268375,0.6072538860103627,-0.0315,sl,0,0.04511278195487933,-0.060150375939856615,LIQ
2026-05-18,KRW-KAITO,bear_quiet,5,0.26984711733284217,0.27712285872167985,0.9737454303755402,-0.0315,sl,0,-1.4432899320127035e-15,-0.06976744186046646,LIQ
2026-05-18,KRW-AKT,bear_quiet,5,0.26984711733284217,0.35147830892511744,0.7677489918455627,-0.0315,sl,0,0.08532110091743039,-0.044954128440367724,LIQ
2026-05-18,KRW-LAYER,bear_quiet,5,0.14385706391600664,0.23514783089251173,0.6117728722820541,-0.0015,eod,0,0.007462686567156762,-0.029850746268663908,LIQ
2026-05-19,KRW-NEAR,bear_quiet,5,0.14385706391600664,0.23514783089251173,0.6117728722820541,-0.011851966873705986,eod,0,0.04182194616977197,-0.023602484472050045,LIQ
2026-05-19,KRW-STORJ,bear_quiet,5,0.14385706391600664,0.23514783089251173,0.6117728722820541,0.0485,tp,0,0.15662650602408945,-0.006024096385548128,LIQ
2026-05-19,KRW-AKT,bear_quiet,5,0.26984711733284217,0.44437281267268375,0.6072538860103627,-0.0315,sl,0,0.0426985482493587,-0.050384286934245015,LIQ
2026-05-20,KRW-COMP,bear_quiet,5,0.14385706391600664,0.18705102228771414,0.7690792712949286,-0.013264705882352899,eod,0,0.004999999999999893,-0.020882352941176463,LIQ
2026-05-20,KRW-SKR,bear_quiet,5,0.14385706391600664,0.18705102228771414,0.7690792712949286,0.01719158878504673,eod,0,0.02336448598126073,-0.02336448598135399,LIQ
2026-05-20,KRW-OPEN,bear_quiet,5,0.26984711733284217,0.44437281267268375,0.6072538860103627,-0.0315,sl,0,0.04049844236759803,-0.049844236760127614,LIQ
2026-05-21,KRW-HYPER,bear_quiet,5,0.14385706391600664,0.18705102228771414,0.7690792712949286,-0.0315,sl,0,0.034090909090903176,-0.03977272727273273,LIQ
2026-05-21,KRW-KAITO,bear_quiet,5,0.09606705351386202,0.14680419966844724,0.6543890006609245,0.0485,tp,0,0.11773049645389899,-1.4432899320127035e-15,LIQ
2026-05-21,KRW-PROVE,bear_quiet,5,0.09606705351386202,0.14680419966844724,0.6543890006609245,0.0485,tp,1,0.6588921282798785,-2.9976021664879227e-15,LIQ
2026-05-22,KRW-SOMI,bear_quiet,5,0.26984711733284217,0.23514783089251173,1.1475637104906649,-0.0315,sl,0,0.011904761904757866,-0.047619047619051336,LIQ
2026-05-22,KRW-AXS,bear_quiet,5,0.02366918401178854,0.02394547798857985,0.9884615384615384,-0.0315,sl,0,0.025195968645016276,-0.040313549832027396,LIQ
2026-05-22,KRW-INJ,bear_quiet,5,0.26984711733284217,0.27712285872167985,0.9737454303755402,-0.0315,sl,0,0.08269230769230762,-0.03333333333333344,LIQ
2026-05-23,KRW-2Z,bear_quiet,5,0.26984711733284217,0.35147830892511744,0.7677489918455627,-0.0015,eod,0,0.043749999999993516,-0.01875000000000615,LIQ
2026-05-23,KRW-OPEN,bear_quiet,5,0.26984711733284217,0.35147830892511744,0.7677489918455627,-0.0315,sl,0,0.041666666666662966,-0.0520833333333367,LIQ
2026-05-23,KRW-ZKP,bear_quiet,5,0.09606705351386202,0.14680419966844724,0.6543890006609245,-0.0315,sl,0,0.026785714285705087,-0.044642857142865644,LIQ
2026-05-24,KRW-ZORA,bear_quiet,5,0.26984711733284217,0.23514783089251173,1.1475637104906649,-0.0315,sl,0,0.029239766081811336,-0.07017543859654551,LIQ
2026-05-24,KRW-BIO,bear_quiet,5,0.26984711733284217,0.23514783089251173,1.1475637104906649,-0.0315,sl,0,0.001941747572796082,-0.05048543689322238,LIQ
2026-05-24,KRW-T,bear_quiet,5,0.07082335605083809,0.06502118253822067,1.0892351274787533,-0.0315,sl,0,0.006180469715574066,-0.050679851668844145,LIQ
2026-05-25,KRW-PROVE,bear_quiet,5,0.26984711733284217,0.35147830892511744,0.7677489918455627,-0.014158227848101222,eod,0,0.03797468354430111,-0.015189873417724042,LIQ
2026-05-25,KRW-RED,bear_quiet,5,0.09606705351386202,0.14680419966844724,0.6543890006609245,0.0485,tp,0,0.10204081632652495,-0.010204081632658069,LIQ
2026-05-25,KRW-AWE,bear_quiet,5,0.07082335605083809,0.11126462190291977,0.6365307753675076,0.0485,tp,0,0.12617449664428038,-0.005369127516791861,LIQ
2026-05-26,KRW-LA,bear_quiet,5,0.14385706391600664,0.18705102228771414,0.7690792712949286,-0.0315,sl,0,0.00568181818181257,-0.06250000000000533,LIQ
2026-05-26,KRW-RENDER,bear_quiet,5,0.26984711733284217,0.35147830892511744,0.7677489918455627,0.0485,tp,0,0.1084077610101628,-0.020634431783184803,LIQ
2026-05-26,KRW-INJ,bear_quiet,5,0.26984711733284217,0.35147830892511744,0.7677489918455627,-0.0315,sl,0,0.06927175843694466,-0.04085257548845489,LIQ
2026-05-27,KRW-JTO,bear_quiet,5,0.26984711733284217,0.35147830892511744,0.7677489918455627,-0.0315,sl,0,0.14099216710182616,-0.03524804177545826,LIQ
2026-05-27,KRW-ATH,bear_quiet,5,0.14385706391600664,0.23514783089251173,0.6117728722820541,-0.0315,sl,0,0.04145601617785233,-0.08291203235600786,LIQ
2026-05-27,KRW-ARKM,bear_quiet,5,0.26984711733284217,0.44437281267268375,0.6072538860103627,-0.0315,sl,0,0.017621145374444813,-0.07488986784141372,LIQ
2026-05-28,KRW-ALT,bear_quiet,5,0.26984711733284217,0.44437281267268375,0.6072538860103627,-0.0315,sl,0,0.008928571428481469,-0.09821428571436619,LIQ
2026-05-28,KRW-ICP,bear_quiet,5,0.26984711733284217,0.44437281267268375,0.6072538860103627,-0.0315,sl,0,0.008139813263107198,-0.08905913334929394,LIQ
2026-05-28,KRW-JTO,bear_quiet,5,0.26984711733284217,0.44437281267268375,0.6072538860103627,-0.0315,sl,0,0.029925187032417533,-0.14837905236907845,LIQ
2026-05-29,KRW-BAT,bear_quiet,5,0.26984711733284217,0.35147830892511744,0.7677489918455627,0.0485,tp,0,0.1595092024539806,-0.04907975460123282,LIQ
2026-05-29,KRW-AZTEC,bear_quiet,5,0.26984711733284217,0.35147830892511744,0.7677489918455627,-0.0315,sl,0,0.030470914127395332,-0.0858725761773107,LIQ
2026-05-29,KRW-XPL,bear_quiet,5,0.26984711733284217,0.35147830892511744,0.7677489918455627,0.0485,tp,0,0.0567375886524748,-0.07092198581560938,LIQ
