date,coin,crowd_q,btc_regime,net_eod_d1,has_path,net_tp5_sl3,oc_tp5_sl3,net_eod15,oc_eod15,net_tp5_sl5,oc_tp5_sl5,net_tp10_sl3,oc_tp10_sl3,net_noSL_eod,oc_noSL_eod
2023-12-28,KRW-QTUM,low,bull_volatile,-0.034557851239669424,False,,,,,,,,,,
2023-12-31,KRW-QTUM,low,bull_volatile,0.054230809674027436,False,,,,,,,,,,
2024-01-01,KRW-QTUM,mid,bull_volatile,-0.019428286852589627,False,,,,,,,,,,
2023-11-26,KRW-SAND,low,bull_volatile,-0.0067264808362368905,False,,,,,,,,,,
2023-12-10,KRW-SAND,mid,bull_volatile,0.03942769440654842,False,,,,,,,,,,
2023-12-25,KRW-SAND,low,bull_volatile,0.06446306068601576,False,,,,,,,,,,
2023-12-26,KRW-SAND,mid,bull_volatile,0.039341584158415766,False,,,,,,,,,,
2023-12-27,KRW-SAND,mid,bull_volatile,-0.04549524375743158,False,,,,,,,,,,
2024-01-11,KRW-SAND,low,bull_volatile,0.036528169014084455,False,,,,,,,,,,
2023-11-01,KRW-SC,mid,bull_quiet,-0.017436254980079557,False,,,,,,,,,,
2023-11-09,KRW-SC,low,bull_volatile,-0.00873327305605792,False,,,,,,,,,,
2023-11-14,KRW-SC,low,bull_volatile,-0.017044041450777148,False,,,,,,,,,,
2023-11-18,KRW-SC,mid,bull_volatile,0.02723563218390806,False,,,,,,,,,,
2023-11-21,KRW-SC,high,bull_volatile,-0.205526845637584,False,,,,,,,,,,
2023-11-29,KRW-SC,low,bull_volatile,0.05830066445182719,False,,,,,,,,,,
2023-11-30,KRW-SC,mid,bull_volatile,0.01574137931034497,False,,,,,,,,,,
2023-12-02,KRW-SC,high,bull_volatile,0.005027415143603,False,,,,,,,,,,
2023-12-04,KRW-SC,high,bull_quiet,0.035767080745341455,False,,,,,,,,,,
2023-12-06,KRW-SC,high,bull_volatile,-0.05737229190421894,False,,,,,,,,,,
2023-12-08,KRW-SC,low,bull_volatile,0.06286781609195408,False,,,,,,,,,,
2023-12-09,KRW-SC,low,bull_volatile,0.07608620689655182,False,,,,,,,,,,
2023-12-10,KRW-SC,mid,bull_volatile,0.04850000000000004,False,,,,,,,,,,
2023-12-11,KRW-SC,mid,bull_volatile,-0.02054761904761898,False,,,,,,,,,,
2023-12-13,KRW-SC,mid,bull_volatile,0.026022935779816347,False,,,,,,,,,,
2024-01-07,KRW-SC,high,bull_quiet,0.1257727272727272,False,,,,,,,,,,
2024-01-08,KRW-SC,high,bull_quiet,0.03882258064516125,False,,,,,,,,,,
2024-01-14,KRW-SC,mid,bull_volatile,-0.008907407407407418,False,,,,,,,,,,
2024-01-16,KRW-SC,mid,bull_volatile,0.04779577464788748,False,,,,,,,,,,
2024-01-17,KRW-SC,high,bull_volatile,0.012013513513513376,False,,,,,,,,,,
2024-01-21,KRW-SC,high,bull_volatile,0.07681325301204806,False,,,,,,,,,,
2024-01-22,KRW-SC,high,bull_volatile,-0.012673184357541887,False,,,,,,,,,,
2024-01-30,KRW-SC,low,bull_volatile,-0.03859677419354851,False,,,,,,,,,,
2024-02-14,KRW-SC,mid,bull_quiet,0.028385057471264356,False,,,,,,,,,,
2024-02-16,KRW-SC,high,bull_quiet,0.17020418006430865,False,,,,,,,,,,
2024-02-17,KRW-SC,high,bull_quiet,0.08636381109280604,False,,,,,,,,,,
2023-09-16,KRW-SEI,low,bear_quiet,0.1294523809523809,False,,,,,,,,,,
2023-09-17,KRW-SEI,mid,bear_quiet,-0.12781578947368416,False,,,,,,,,,,
2023-11-14,KRW-SEI,mid,bull_volatile,0.028803030303030278,False,,,,,,,,,,
2023-11-21,KRW-SEI,mid,bull_volatile,-0.09695454545454549,False,,,,,,,,,,
2023-11-23,KRW-SEI,high,bull_volatile,0.1340932203389831,False,,,,,,,,,,
2023-11-24,KRW-SEI,high,bull_volatile,0.21864925373134322,False,,,,,,,,,,
2023-11-25,KRW-SEI,high,bull_volatile,-0.07771951219512191,False,,,,,,,,,,
2023-11-29,KRW-SEI,high,bull_volatile,-0.10704089709762538,False,,,,,,,,,,
2023-12-03,KRW-SEI,mid,bull_volatile,-0.012611111111111071,False,,,,,,,,,,
2023-12-06,KRW-SEI,mid,bull_volatile,-0.10315484633569744,False,,,,,,,,,,
2023-12-19,KRW-SEI,high,bull_volatile,0.2240639097744362,False,,,,,,,,,,
2023-12-20,KRW-SEI,high,bull_volatile,0.06612295081967218,False,,,,,,,,,,
2023-12-21,KRW-SEI,high,bull_volatile,-0.018774472168905983,False,,,,,,,,,,
2023-12-26,KRW-SEI,low,bull_volatile,0.28666793893129766,False,,,,,,,,,,
2023-12-27,KRW-SEI,high,bull_volatile,-0.13187037037037036,False,,,,,,,,,,
2023-12-29,KRW-SEI,high,bull_volatile,0.2096292962356792,False,,,,,,,,,,
2023-12-30,KRW-SEI,high,bull_volatile,0.07002496626180826,False,,,,,,,,,,
2023-12-31,KRW-SEI,high,bull_volatile,-0.049419293820933186,False,,,,,,,,,,
2024-01-02,KRW-SEI,high,bull_volatile,0.00802380952380949,False,,,,,,,,,,
2024-01-04,KRW-SEI,high,bull_volatile,-0.015718009478673023,False,,,,,,,,,,
2024-01-14,KRW-SEI,low,bull_volatile,-0.04471608040201008,False,,,,,,,,,,
2024-01-16,KRW-SEI,mid,bull_volatile,-0.04674886877828049,False,,,,,,,,,,
2024-01-18,KRW-SEI,high,bull_volatile,-0.10193668122270744,False,,,,,,,,,,
2024-01-24,KRW-SEI,low,bull_volatile,-0.00038143176733779097,False,,,,,,,,,,
2024-01-27,KRW-SEI,low,bull_volatile,-0.03946095444685466,False,,,,,,,,,,
2024-02-10,KRW-SEI,high,bull_volatile,-0.01997160650200552,False,,,,,,,,,,
2024-02-13,KRW-SEI,mid,bull_quiet,0.005396551724137945,False,,,,,,,,,,
2024-02-15,KRW-SEI,high,bull_quiet,0.0697489522212909,False,,,,,,,,,,
2024-02-16,KRW-SEI,high,bull_quiet,0.011019561815336422,False,,,,,,,,,,
2023-12-04,KRW-SHIB,mid,bull_quiet,0.023090163934426144,False,,,,,,,,,,
2023-12-17,KRW-SHIB,high,bull_volatile,-0.12025000000000002,False,,,,,,,,,,
2023-10-07,KRW-SNT,low,bull_quiet,-0.016470059880239474,False,,,,,,,,,,
2023-11-01,KRW-SNT,high,bull_quiet,0.016357142857142792,False,,,,,,,,,,
2023-11-05,KRW-SNT,mid,bull_volatile,-0.10062170639899631,False,,,,,,,,,,
2023-11-25,KRW-SNT,low,bull_volatile,-0.010210801393728262,False,,,,,,,,,,
2023-12-06,KRW-SNT,low,bull_volatile,-0.031141185647425795,False,,,,,,,,,,
2023-12-31,KRW-SNT,mid,bull_volatile,-0.01770745542949753,False,,,,,,,,,,
2024-01-27,KRW-SNT,low,bull_volatile,-0.01395551601423489,False,,,,,,,,,,
2023-10-01,KRW-SOL,mid,bear_quiet,0.11322011057360064,False,,,,,,,,,,
2023-10-02,KRW-SOL,high,bull_quiet,-0.016994267121165196,False,,,,,,,,,,
2023-10-17,KRW-SOL,low,bull_quiet,-0.000271121351766489,False,,,,,,,,,,
2023-10-20,KRW-SOL,mid,bull_quiet,0.08089810986414643,False,,,,,,,,,,
2023-10-22,KRW-SOL,high,bull_quiet,-0.014139029322548012,False,,,,,,,,,,
2023-10-24,KRW-SOL,mid,bull_quiet,-0.04935362420830398,False,,,,,,,,,,
2023-10-26,KRW-SOL,mid,bull_quiet,0.009247770409329949,False,,,,,,,,,,
2023-11-01,KRW-SOL,mid,bull_quiet,0.07309252157238727,False,,,,,,,,,,
2023-11-02,KRW-SOL,mid,bull_quiet,0.01188807568725464,False,,,,,,,,,,
2023-11-10,KRW-SOL,low,bull_volatile,0.23877981129006012,False,,,,,,,,,,
2023-11-11,KRW-SOL,mid,bull_volatile,-0.003729800629590772,False,,,,,,,,,,
2023-11-15,KRW-SOL,mid,bull_volatile,0.14542752100840334,False,,,,,,,,,,
2023-11-16,KRW-SOL,mid,bull_volatile,-0.07602776187750432,False,,,,,,,,,,
2023-12-03,KRW-SOL,mid,bull_volatile,-0.0049157832744404755,False,,,,,,,,,,
2023-12-08,KRW-SOL,low,bull_volatile,0.09889857804589026,False,,,,,,,,,,
2023-12-09,KRW-SOL,mid,bull_volatile,-0.028505870841487313,False,,,,,,,,,,
2023-12-15,KRW-SOL,low,bull_volatile,-0.02814728682170548,False,,,,,,,,,,
2023-12-21,KRW-SOL,mid,bull_volatile,0.1381598030438676,False,,,,,,,,,,
2023-12-22,KRW-SOL,high,bull_volatile,0.04170502749410848,False,,,,,,,,,,
2023-12-23,KRW-SOL,high,bull_volatile,0.09947965335342884,False,,,,,,,,,,
2023-12-24,KRW-SOL,high,bull_volatile,0.036487679671458,False,,,,,,,,,,
2023-12-26,KRW-SOL,high,bull_volatile,-0.065125077591558,False,,,,,,,,,,
2024-01-18,KRW-SOL,low,bull_volatile,-0.06911565836298933,False,,,,,,,,,,
2024-01-30,KRW-SOL,high,bull_volatile,0.00174324324324321,False,,,,,,,,,,
2023-10-22,KRW-STEEM,mid,bull_quiet,0.08097422680412363,False,,,,,,,,,,
2023-10-23,KRW-STEEM,high,bull_quiet,-0.026977707006369422,False,,,,,,,,,,
2023-10-25,KRW-STEEM,high,bull_quiet,-0.1671976744186046,False,,,,,,,,,,
2023-11-08,KRW-STEEM,low,bull_volatile,0.1374728096676737,False,,,,,,,,,,
2023-11-09,KRW-STEEM,mid,bull_volatile,0.022309523809523724,False,,,,,,,,,,
2023-11-27,KRW-STEEM,low,bull_volatile,-0.04820329670329664,False,,,,,,,,,,
2024-01-20,KRW-STEEM,mid,bull_volatile,-0.01973708206686925,False,,,,,,,,,,
2023-09-16,KRW-STORJ,high,bear_quiet,-0.09071933085501854,False,,,,,,,,,,
2023-09-20,KRW-STORJ,high,bear_quiet,-0.06333745583038869,False,,,,,,,,,,
2023-09-26,KRW-STORJ,low,bear_quiet,0.0638465346534654,False,,,,,,,,,,
2023-09-27,KRW-STORJ,low,bear_quiet,0.01336988847583648,False,,,,,,,,,,
2023-09-30,KRW-STORJ,high,bear_quiet,-0.07422727272727275,False,,,,,,,,,,
2023-10-02,KRW-STORJ,high,bull_quiet,-0.016358841010401137,False,,,,,,,,,,
2023-10-06,KRW-STORJ,low,bear_quiet,0.006723684210526328,False,,,,,,,,,,
2023-10-08,KRW-STORJ,low,bull_quiet,-0.024470903522205212,False,,,,,,,,,,
2023-10-10,KRW-STORJ,high,bull_quiet,-0.11973361823361822,False,,,,,,,,,,
2023-10-26,KRW-STORJ,low,bull_quiet,-0.05859342560553631,False,,,,,,,,,,
2023-10-30,KRW-STORJ,low,bull_quiet,0.03980808950086062,False,,,,,,,,,,
2023-11-09,KRW-STORJ,high,bull_volatile,0.15150546448087426,False,,,,,,,,,,
2023-11-10,KRW-STORJ,high,bull_volatile,0.026936018957346042,False,,,,,,,,,,
2023-11-18,KRW-STORJ,low,bull_volatile,0.06728306878306885,False,,,,,,,,,,
2023-11-19,KRW-STORJ,low,bull_volatile,-0.015430348258706426,False,,,,,,,,,,
2023-11-28,KRW-STORJ,mid,bull_volatile,-0.02542344497607657,False,,,,,,,,,,
2023-12-06,KRW-STORJ,low,bull_volatile,-0.0836917808219178,False,,,,,,,,,,
2023-12-13,KRW-STORJ,low,bull_volatile,0.09494670050761415,False,,,,,,,,,,
2023-12-14,KRW-STORJ,mid,bull_volatile,0.086462962962963,False,,,,,,,,,,
2023-12-15,KRW-STORJ,mid,bull_volatile,0.10866949152542368,False,,,,,,,,,,
2023-12-16,KRW-STORJ,high,bull_volatile,-0.03952281368821292,False,,,,,,,,,,
2023-12-18,KRW-STORJ,high,bull_volatile,-0.018741379310344863,False,,,,,,,,,,
2024-01-27,KRW-STORJ,mid,bull_volatile,0.09688107098381066,False,,,,,,,,,,
2024-01-28,KRW-STORJ,high,bull_volatile,-0.04231632653061229,False,,,,,,,,,,
2024-01-30,KRW-STORJ,high,bull_volatile,-0.03683976510067116,False,,,,,,,,,,
2023-09-15,KRW-STRAX,high,bear_quiet,0.03141536050156751,False,,,,,,,,,,
2023-09-24,KRW-STRAX,low,bear_quiet,-0.08379813664596275,False,,,,,,,,,,
2023-09-28,KRW-STRAX,low,bear_quiet,0.07690000000000001,False,,,,,,,,,,
2023-09-29,KRW-STRAX,mid,bear_quiet,-0.05217064083457518,False,,,,,,,,,,
2023-10-07,KRW-STRAX,high,bull_quiet,0.0005040080160321767,False,,,,,,,,,,
2023-10-11,KRW-STRAX,high,bear_quiet,-0.039777511961722474,False,,,,,,,,,,
2023-10-16,KRW-STRAX,high,bear_quiet,0.06734057971014501,False,,,,,,,,,,
2023-10-17,KRW-STRAX,high,bull_quiet,0.015449152542372837,False,,,,,,,,,,
2023-10-25,KRW-STRAX,low,bull_quiet,0.11292786069651746,False,,,,,,,,,,
2023-10-26,KRW-STRAX,low,bull_quiet,0.011952914798206317,False,,,,,,,,,,
2023-10-29,KRW-STRAX,mid,bull_quiet,-0.0056666666666666515,False,,,,,,,,,,
2023-11-01,KRW-STRAX,mid,bull_quiet,-0.009192307692307665,False,,,,,,,,,,
2023-11-11,KRW-STRAX,low,bull_volatile,-0.02927777777777779,False,,,,,,,,,,
2023-11-15,KRW-STRAX,mid,bull_volatile,0.039698501872659275,False,,,,,,,,,,
2023-11-24,KRW-STRAX,high,bull_volatile,-0.02530952380952384,False,,,,,,,,,,
2023-12-18,KRW-STRAX,high,bull_volatile,0.08360638297872329,False,,,,,,,,,,
2023-12-19,KRW-STRAX,high,bull_volatile,-0.023846368715083773,False,,,,,,,,,,
2024-01-03,KRW-STRAX,low,bull_volatile,0.2640172413793103,False,,,,,,,,,,
2024-01-04,KRW-STRAX,high,bull_volatile,-0.07506948228882832,False,,,,,,,,,,
2024-01-16,KRW-STRAX,mid,bull_volatile,-0.011146302250803871,False,,,,,,,,,,
2024-02-17,KRW-STRAX,mid,bull_quiet,-0.03386914600550956,False,,,,,,,,,,
2023-09-19,KRW-STX,low,bear_quiet,0.0170185185185186,False,,,,,,,,,,
2023-09-29,KRW-STX,low,bear_quiet,-0.018242770167427758,False,,,,,,,,,,
2023-10-02,KRW-STX,low,bull_quiet,0.01148701298701288,False,,,,,,,,,,
2023-10-17,KRW-STX,mid,bull_quiet,0.01749592944369055,False,,,,,,,,,,
2023-10-21,KRW-STX,mid,bull_quiet,-0.022552631578947324,False,,,,,,,,,,
2023-10-24,KRW-STX,mid,bull_quiet,-0.07350811359026371,False,,,,,,,,,,
2023-11-27,KRW-STX,mid,bull_volatile,-0.04793628509719222,False,,,,,,,,,,
2023-11-29,KRW-STX,high,bull_volatile,-0.00046480331262949105,False,,,,,,,,,,
2023-12-02,KRW-STX,mid,bull_volatile,0.01810784313725483,False,,,,,,,,,,
2023-12-04,KRW-STX,high,bull_quiet,0.4354369369369369,False,,,,,,,,,,
2023-12-05,KRW-STX,high,bull_volatile,0.011039184952978122,False,,,,,,,,,,
2023-12-14,KRW-STX,low,bull_volatile,0.05987184115523464,False,,,,,,,,,,
2023-12-15,KRW-STX,mid,bull_volatile,-0.07632993197278909,False,,,,,,,,,,
2023-12-19,KRW-STX,high,bull_volatile,-0.057218475073313735,False,,,,,,,,,,
2023-12-21,KRW-STX,high,bull_volatile,-0.02417002518891692,False,,,,,,,,,,
2023-12-27,KRW-STX,mid,bull_volatile,-0.047266590389015976,False,,,,,,,,,,
2024-01-01,KRW-STX,low,bull_volatile,0.04812779156327546,False,,,,,,,,,,
2024-01-05,KRW-STX,mid,bull_quiet,-0.062237527114967495,False,,,,,,,,,,
2024-01-08,KRW-STX,mid,bull_quiet,0.2155022371364653,False,,,,,,,,,,
2024-01-09,KRW-STX,high,bull_volatile,-0.09708823529411764,False,,,,,,,,,,
2024-01-25,KRW-STX,mid,bull_volatile,-0.01378501228501233,False,,,,,,,,,,
2024-02-08,KRW-STX,high,bull_volatile,0.08002414709791757,False,,,,,,,,,,
2024-02-09,KRW-STX,high,bull_volatile,-0.000270995493650116,False,,,,,,,,,,
2024-02-13,KRW-STX,high,bull_quiet,0.07847010463378173,False,,,,,,,,,,
2024-02-14,KRW-STX,high,bull_quiet,0.20161418685121096,False,,,,,,,,,,
2024-02-15,KRW-STX,high,bull_quiet,-0.00034925201380903094,False,,,,,,,,,,
2023-09-30,KRW-SUI,mid,bear_quiet,-0.016932098765432058,False,,,,,,,,,,
2023-10-02,KRW-SUI,mid,bull_quiet,-0.0759525547445255,False,,,,,,,,,,
2023-11-07,KRW-SUI,low,bull_volatile,-0.012799435028248594,False,,,,,,,,,,
2023-11-09,KRW-SUI,mid,bull_volatile,-0.009302340702210641,False,,,,,,,,,,
2023-11-16,KRW-SUI,low,bull_volatile,-0.07543939393939397,False,,,,,,,,,,
2023-11-24,KRW-SUI,mid,bull_volatile,0.06440621039290245,False,,,,,,,,,,
2023-11-26,KRW-SUI,mid,bull_volatile,-0.03225170842824604,False,,,,,,,,,,
2023-12-08,KRW-SUI,low,bull_volatile,0.03758794788273618,False,,,,,,,,,,
2023-12-20,KRW-SUI,mid,bull_volatile,0.007111410118406937,False,,,,,,,,,,
2023-12-24,KRW-SUI,mid,bull_volatile,-0.056401960784313754,False,,,,,,,,,,
2023-12-26,KRW-SUI,mid,bull_volatile,0.09066589861751156,False,,,,,,,,,,
2023-12-27,KRW-SUI,mid,bull_volatile,-0.0687268907563025,False,,,,,,,,,,
2024-01-02,KRW-SUI,low,bull_volatile,0.08332142857142862,False,,,,,,,,,,
2024-01-03,KRW-SUI,low,bull_volatile,-0.050882716049382715,False,,,,,,,,,,
2024-01-06,KRW-SUI,mid,bull_quiet,-0.07588016528925617,False,,,,,,,,,,
2024-01-12,KRW-SUI,high,bull_volatile,0.07850000000000007,False,,,,,,,,,,
2024-01-13,KRW-SUI,high,bull_volatile,0.09109259259259256,False,,,,,,,,,,
2024-01-14,KRW-SUI,high,bull_volatile,-0.035302816901408414,False,,,,,,,,,,
2024-01-16,KRW-SUI,high,bull_volatile,-0.07842307692307687,False,,,,,,,,,,
2024-01-24,KRW-SUI,high,bull_volatile,0.07728787878787885,False,,,,,,,,,,
2024-01-25,KRW-SUI,high,bull_volatile,-0.0885786516853933,False,,,,,,,,,,
2024-01-27,KRW-SUI,high,bull_volatile,-0.041300995024875664,False,,,,,,,,,,
2024-01-30,KRW-SUI,high,bull_volatile,-0.008990636704119868,False,,,,,,,,,,
2024-02-06,KRW-SUI,high,bull_volatile,-0.04429797514956285,False,,,,,,,,,,
2024-02-10,KRW-SUI,high,bull_volatile,-0.017900336417157325,False,,,,,,,,,,
2024-02-14,KRW-SUI,high,bull_quiet,0.02635515320334264,False,,,,,,,,,,
2023-09-15,KRW-T,low,bear_quiet,0.023604602510460208,False,,,,,,,,,,
2023-09-20,KRW-T,low,bear_quiet,0.026612449799196913,False,,,,,,,,,,
2023-10-07,KRW-T,mid,bull_quiet,0.0023022813688212142,False,,,,,,,,,,
2023-10-13,KRW-T,high,bear_quiet,0.09887174721189611,False,,,,,,,,,,
2023-10-14,KRW-T,high,bear_quiet,0.03904054054054057,False,,,,,,,,,,
2023-10-17,KRW-T,mid,bull_quiet,0.026891167192429066,False,,,,,,,,,,
2023-12-05,KRW-T,mid,bull_volatile,0.017730769230769383,False,,,,,,,,,,
2024-01-04,KRW-T,mid,bull_volatile,0.077655672823219,False,,,,,,,,,,
2024-01-05,KRW-T,high,bull_quiet,0.0667926829268291,False,,,,,,,,,,
2024-01-06,KRW-T,high,bull_quiet,-0.07684246575342463,False,,,,,,,,,,
2024-01-09,KRW-T,high,bull_volatile,-0.16077419354838698,False,,,,,,,,,,
2024-01-11,KRW-T,mid,bull_volatile,0.013783842794759917,False,,,,,,,,,,
2024-01-15,KRW-T,high,bull_volatile,-0.09207301293900177,False,,,,,,,,,,
2024-02-15,KRW-T,low,bull_quiet,0.07258376963350771,False,,,,,,,,,,
2024-02-16,KRW-T,mid,bull_quiet,0.014825536062378188,False,,,,,,,,,,
2023-11-30,KRW-TFUEL,mid,bull_volatile,0.18122425249169438,False,,,,,,,,,,
2023-12-01,KRW-TFUEL,high,bull_volatile,-0.08845652173913049,False,,,,,,,,,,
2024-01-04,KRW-TFUEL,mid,bull_volatile,-0.05713480741797422,False,,,,,,,,,,
2023-09-24,KRW-THETA,low,bear_quiet,-0.031385057471264355,False,,,,,,,,,,
2023-11-10,KRW-THETA,mid,bull_volatile,0.09810159362549792,False,,,,,,,,,,
2023-11-11,KRW-THETA,mid,bull_volatile,-0.005123188405797117,False,,,,,,,,,,
2023-11-25,KRW-THETA,low,bull_volatile,0.024815789473684288,False,,,,,,,,,,
2023-12-03,KRW-THETA,mid,bull_volatile,0.0019364261168384757,False,,,,,,,,,,
2023-12-09,KRW-THETA,low,bull_volatile,0.007963722397476282,False,,,,,,,,,,
2023-12-25,KRW-THETA,mid,bull_volatile,0.09791520467836252,False,,,,,,,,,,
2023-12-26,KRW-THETA,high,bull_volatile,0.0065000000000000075,False,,,,,,,,,,
2024-01-02,KRW-THETA,low,bull_volatile,0.023710084033613358,False,,,,,,,,,,
2024-01-09,KRW-THETA,low,bull_volatile,-0.0729285714285714,False,,,,,,,,,,
2024-01-11,KRW-THETA,low,bull_volatile,0.052554054054053945,False,,,,,,,,,,
2024-01-12,KRW-THETA,low,bull_volatile,-0.07201282051282049,False,,,,,,,,,,
2023-10-01,KRW-TOKAMAK,mid,bear_quiet,0.08793089430894302,False,,,,,,,,,,
2023-10-02,KRW-TOKAMAK,high,bull_quiet,0.07063930348258701,False,,,,,,,,,,
2023-10-03,KRW-TOKAMAK,high,bull_quiet,-0.09662761020881666,False,,,,,,,,,,
2023-10-23,KRW-TOKAMAK,low,bull_quiet,0.021816062176165885,False,,,,,,,,,,
2023-11-03,KRW-TOKAMAK,low,bull_volatile,-0.02902293577981646,False,,,,,,,,,,
2023-11-05,KRW-TOKAMAK,high,bull_volatile,-0.06269162640901776,False,,,,,,,,,,
2023-11-07,KRW-TOKAMAK,high,bull_volatile,-0.041738450074515654,False,,,,,,,,,,
2023-11-11,KRW-TOKAMAK,high,bull_volatile,-0.2194353493222106,False,,,,,,,,,,
2023-11-23,KRW-TOKAMAK,low,bull_volatile,0.0699285714285714,False,,,,,,,,,,
2023-11-24,KRW-TOKAMAK,mid,bull_volatile,0.00485930047694755,False,,,,,,,,,,
2023-11-28,KRW-TOKAMAK,high,bull_volatile,-0.06473529411764706,False,,,,,,,,,,
2023-12-09,KRW-TOKAMAK,low,bull_volatile,-0.013732415902140636,False,,,,,,,,,,
2023-12-30,KRW-TOKAMAK,low,bull_volatile,-0.021236842105263165,False,,,,,,,,,,
2024-01-07,KRW-TOKAMAK,mid,bull_quiet,-0.13556940063091488,False,,,,,,,,,,
2023-09-15,KRW-TT,low,bear_quiet,0.012727642276422925,False,,,,,,,,,,
2023-09-21,KRW-TT,mid,bear_quiet,-0.03819724770642202,False,,,,,,,,,,
2023-09-23,KRW-TT,high,bear_quiet,0.03904054054054057,False,,,,,,,,,,
2023-09-28,KRW-TT,high,bear_quiet,0.0858015873015872,False,,,,,,,,,,
2023-09-29,KRW-TT,high,bear_quiet,-0.07303284671532834,False,,,,,,,,,,
2023-10-24,KRW-TT,low,bull_quiet,0.00669672131147553,False,,,,,,,,,,
2023-11-14,KRW-TT,low,bull_volatile,-0.05122375690607745,False,,,,,,,,,,
2023-11-23,KRW-TT,low,bull_volatile,-0.003094896331738371,False,,,,,,,,,,
2024-02-17,KRW-TT,mid,bull_quiet,-0.015574074074074016,False,,,,,,,,,,
2023-12-02,KRW-VET,low,bull_volatile,0.01174503311258285,False,,,,,,,,,,
2023-12-09,KRW-VET,low,bull_volatile,0.017573569482288776,False,,,,,,,,,,
2023-12-13,KRW-VET,mid,bull_volatile,0.0476400491400491,False,,,,,,,,,,
2023-12-14,KRW-VET,mid,bull_volatile,-0.01789344262295084,False,,,,,,,,,,
2023-12-19,KRW-VET,mid,bull_volatile,0.03298275862068972,False,,,,,,,,,,
2023-12-21,KRW-VET,mid,bull_volatile,0.000618644067796493,False,,,,,,,,,,
2023-12-26,KRW-VET,low,bull_volatile,-0.011361932938856066,False,,,,,,,,,,
2024-01-11,KRW-VET,low,bull_volatile,0.01877027027027017,False,,,,,,,,,,
2024-02-15,KRW-VET,high,bull_quiet,0.3000873015873016,False,,,,,,,,,,
2024-02-16,KRW-VET,high,bull_quiet,0.01370912547528508,False,,,,,,,,,,
2023-10-25,KRW-WAVES,mid,bull_quiet,0.021464509394572062,False,,,,,,,,,,
2023-11-06,KRW-WAVES,low,bull_volatile,-0.010590909090909038,False,,,,,,,,,,
2023-11-16,KRW-WAVES,low,bull_volatile,-0.05913239875389403,False,,,,,,,,,,
2023-12-18,KRW-WAVES,mid,bull_volatile,-0.03317420814479638,False,,,,,,,,,,
2023-12-21,KRW-WAVES,mid,bull_volatile,-8.156028368805314e-05,False,,,,,,,,,,
2024-01-03,KRW-WAVES,low,bull_volatile,-0.09423182957393489,False,,,,,,,,,,
2023-10-01,KRW-WAXP,high,bear_quiet,-0.035100000000000076,False,,,,,,,,,,
2023-10-11,KRW-WAXP,high,bear_quiet,0.0206870047543582,False,,,,,,,,,,
2023-10-17,KRW-WAXP,low,bull_quiet,0.20228457059679758,False,,,,,,,,,,
2023-10-18,KRW-WAXP,high,bull_quiet,0.06016868198307118,False,,,,,,,,,,
2023-10-19,KRW-WAXP,high,bull_quiet,-0.1404521640091117,False,,,,,,,,,,
2023-10-27,KRW-WAXP,low,bull_quiet,-0.05318269230769229,False,,,,,,,,,,
2023-10-31,KRW-WAXP,low,bull_quiet,0.015186531585220488,False,,,,,,,,,,
2023-11-07,KRW-WAXP,low,bull_volatile,-0.02122157772621808,False,,,,,,,,,,
2023-11-19,KRW-WAXP,low,bull_volatile,-0.019779569892473144,False,,,,,,,,,,
2023-12-15,KRW-WAXP,low,bull_volatile,-0.006591649694501043,False,,,,,,,,,,
2023-09-19,KRW-XEC,mid,bear_quiet,0.03662316715542519,False,,,,,,,,,,
2023-10-03,KRW-XEC,mid,bull_quiet,-0.06486088154269959,False,,,,,,,,,,
2023-10-24,KRW-XEC,low,bull_quiet,-0.029705128205128106,False,,,,,,,,,,
2023-12-07,KRW-XEC,high,bull_volatile,-0.06843711967545635,False,,,,,,,,,,
2023-12-11,KRW-XEC,low,bull_volatile,-0.011662601626016232,False,,,,,,,,,,
2023-12-28,KRW-XEC,mid,bull_volatile,-0.05354460966542756,False,,,,,,,,,,
2024-02-09,KRW-XEC,mid,bull_volatile,0.03108145363408516,False,,,,,,,,,,
2023-10-20,KRW-XRP,mid,bull_quiet,-0.011415014164305957,False,,,,,,,,,,
2023-11-07,KRW-XRP,mid,bull_volatile,-0.04032476390346279,False,,,,,,,,,,
2023-10-11,KRW-XTZ,mid,bear_quiet,-0.04622843450479235,False,,,,,,,,,,
2023-12-15,KRW-XTZ,low,bull_volatile,-0.05747014925373135,False,,,,,,,,,,
2023-12-23,KRW-XTZ,low,bull_volatile,-0.008907407407407418,False,,,,,,,,,,
2023-12-28,KRW-XTZ,mid,bull_volatile,-0.052005050505050505,False,,,,,,,,,,
2024-01-02,KRW-XTZ,low,bull_volatile,-0.025390784982935177,False,,,,,,,,,,
2024-01-12,KRW-XTZ,mid,bull_volatile,-0.041904040404040444,False,,,,,,,,,,
2024-01-14,KRW-XTZ,high,bull_volatile,0.03217003367003374,False,,,,,,,,,,
2023-09-23,KRW-ZIL,mid,bear_quiet,-0.026090163934426147,False,,,,,,,,,,
2024-01-17,KRW-ZIL,low,bull_volatile,0.008054140127388644,False,,,,,,,,,,
2023-09-16,KRW-ZRX,mid,bear_quiet,0.0063125,False,,,,,,,,,,
2023-10-09,KRW-ZRX,high,bull_quiet,-0.09333673469387754,False,,,,,,,,,,
