rule,cost_pct,n_trades,n_days,avg_alerts_per_day,avg_per_trade_net_pct,median_per_trade_net_pct,pos_trades_pct,cum_return_pct,annualized_sharpe,mdd_pct,n_months,best_month_pct,worst_month_pct
TP3,0.15,4871,752,6.477393617021277,0.46192131307567186,2.8499999999999996,70.56045986450421,552.4682189118819,2.0632103240102495,-52.60984405389566,27,43.78439173661881,-31.44792083616802
TP3,0.2,4871,752,6.477393617021277,0.4119213130756717,2.8,70.49887086840485,348.3014626261271,1.7021906198976668,-55.965423081747204,27,41.73926820113274,-32.38125550622794
TP5,0.15,4871,752,6.477393617021277,0.5842667805767415,3.486363636363637,60.377745842742755,866.4316365426967,2.0367841481151836,-48.1631219873886,27,58.12499386735202,-26.794917405199037
TP5,0.2,4871,752,6.477393617021277,0.5342667805767416,3.4363636363636374,60.21350851981113,564.0931003030413,1.754605658983879,-50.75948111060509,27,55.882515757886296,-27.789326373044087
TP20,0.15,4871,752,6.477393617021277,0.21016749906292692,-0.873981900452486,45.26791213303223,-88.15733769440574,-0.6118304172652035,-95.23769909192798,27,56.70997347719027,-44.21218836950614
TP20,0.2,4871,752,6.477393617021277,0.16016749906292688,-0.9239819004524861,44.95996715253541,-91.8821035776326,-0.8040630006083928,-96.43581145630792,27,54.40882381833387,-44.97795563081808
tiered,0.15,4871,752,6.477393617021277,2.3981110509511865,3.294505194095115,67.66577704783413,295475827.26777923,9.795670008281652,-31.658441853573173,27,257.2094343574762,-2.1953746007628117
tiered,0.2,4871,752,6.477393617021277,2.348111050951187,3.2445051940951153,67.54259905563539,204297812.51643267,9.560401424667795,-33.52706388227754,27,252.10613711132206,-3.5102147810760043
