entry_date,market,n_hold,variant,p1,p2,entry_open,net,gross,outcome,hold_days,mkt_window_ret,btc_window_ret,excess_mkt
2024-04-15,KRW-BTC,1,holdN,,,98931000.0,-0.025799764482315968,-0.024299764482315966,holdN,1,-0.0259022302624744,-0.024299764482315966,0.00010246578015843388
2024-04-16,KRW-BTC,1,holdN,,,96530000.0,-0.011165388998238877,-0.009665388998238877,holdN,1,-0.016220549492764302,-0.009665388998238877,0.005055160494525425
2024-04-17,KRW-BTC,1,holdN,,,95597000.0,-0.04520430034415307,-0.04370430034415307,holdN,1,-0.03518695979547659,-0.04370430034415307,-0.010017340548676479
2024-04-18,KRW-BTC,1,holdN,,,91439000.0,0.01946479620293312,0.020964796202933123,holdN,1,0.031672189593173306,0.020964796202933123,-0.012207393390240184
2024-04-19,KRW-BTC,1,holdN,,,93392000.0,-0.001521415110502021,-2.141511050202105e-05,holdN,1,0.000550502529230501,-2.141511050202105e-05,-0.002071917639732522
2024-04-20,KRW-BTC,1,holdN,,,93390000.0,0.013651515151515138,0.015151515151515138,holdN,1,0.06734467379159081,0.015151515151515138,-0.05369315864007568
2024-04-21,KRW-BTC,1,holdN,,,94840000.0,-0.0012047659215521076,0.0002952340784478924,holdN,1,-0.0025993560979628016,0.0002952340784478924,0.001394590176410694
2024-04-22,KRW-BTC,1,holdN,,,94911000.0,0.02253304148096641,0.02403304148096641,holdN,1,0.031049300532318025,0.02403304148096641,-0.008516259051351616
2024-04-23,KRW-BTC,1,holdN,,,97239000.0,-0.013779023848455916,-0.012279023848455917,holdN,1,0.00023086686599449457,-0.012279023848455917,-0.01400989071445041
2024-04-24,KRW-BTC,1,holdN,,,96071000.0,-0.027907552747447217,-0.026407552747447216,holdN,1,-0.04034128461534703,-0.026407552747447216,0.012433731867899811
2024-04-25,KRW-BTC,1,holdN,,,93520000.0,-0.00978699743370398,-0.00828699743370398,holdN,1,-0.013387103489628571,-0.00828699743370398,0.003600106055924592
2024-04-26,KRW-BTC,1,holdN,,,92761000.0,-0.01023211802373841,-0.008732118023738411,holdN,1,-0.01188471461096885,-0.008732118023738411,0.0016525965872304389
2024-04-27,KRW-BTC,1,holdN,,,91955000.0,-0.006458947311184847,-0.004958947311184847,holdN,1,0.0075097807514883375,-0.004958947311184847,-0.013968728062673184
2024-04-28,KRW-BTC,1,holdN,,,91499000.0,-0.012090279675187663,-0.010590279675187664,holdN,1,-0.017630888383297405,-0.010590279675187664,0.005540608708109742
2024-04-29,KRW-BTC,1,holdN,,,90533000.0,0.008076618470612975,0.009576618470612974,holdN,1,-0.008015744192440555,0.009576618470612974,0.016092362663053528
2024-04-30,KRW-BTC,1,holdN,,,91400000.0,-0.048141137855579885,-0.046641137855579884,holdN,1,-0.05945217067255615,-0.046641137855579884,0.011311032816976263
2024-05-01,KRW-BTC,1,holdN,,,87152000.0,-0.043415274463007136,-0.041915274463007135,holdN,1,-0.000530924704957525,-0.041915274463007135,-0.04288434975804961
2024-05-02,KRW-BTC,1,holdN,,,83499000.0,-0.006541976550617333,-0.005041976550617333,holdN,1,-0.005260012798625424,-0.005041976550617333,-0.0012819637519919085
2024-05-03,KRW-BTC,1,holdN,,,83096000.0,0.07305232502166176,0.07455232502166176,holdN,1,0.05544148832856277,0.07455232502166176,0.017610836693098986
2024-05-04,KRW-BTC,1,holdN,,,89291000.0,0.009833729043240704,0.011333729043240703,holdN,1,0.005900922458873525,0.011333729043240703,0.003932806584367178
2024-05-05,KRW-BTC,1,holdN,,,90303000.0,-0.004179866671096209,-0.0026798666710962094,holdN,1,0.0073029060273650526,-0.0026798666710962094,-0.011482772698461262
2024-05-06,KRW-BTC,1,holdN,,,90100000.0,-0.015884017758046654,-0.014384017758046652,holdN,1,-0.015942636273434285,-0.014384017758046652,5.861851538763174e-05
2024-05-07,KRW-BTC,1,holdN,,,88780000.0,-0.01484760081099351,-0.01334760081099351,holdN,1,-0.019863035051082223,-0.01334760081099351,0.005015434240088714
2024-05-08,KRW-BTC,1,holdN,,,87595000.0,-0.021170072492722236,-0.019670072492722235,holdN,1,-0.014687862444437205,-0.019670072492722235,-0.006482210048285031
2024-05-09,KRW-BTC,1,holdN,,,85872000.0,0.024631917272219195,0.026131917272219196,holdN,1,0.029942486927336365,0.026131917272219196,-0.00531056965511717
2024-05-10,KRW-BTC,1,holdN,,,88116000.0,-0.02730689091651911,-0.02580689091651911,holdN,1,-0.027627242313171263,-0.02580689091651911,0.00032035139665215207
2024-05-11,KRW-BTC,1,holdN,,,85842000.0,-0.0020941147689941806,-0.0005941147689941806,holdN,1,-0.006348229399509742,-0.0005941147689941806,0.0042541146305155614
2024-05-12,KRW-BTC,1,holdN,,,85791000.0,0.00700905106596267,0.00850905106596267,holdN,1,-0.007270214643496864,0.00850905106596267,0.014279265709459534
2024-05-13,KRW-BTC,1,holdN,,,86521000.0,0.01476194796638969,0.01626194796638969,holdN,1,-0.013000526857536499,0.01626194796638969,0.027762474823926186
2024-05-14,KRW-BTC,1,holdN,,,87934000.0,-0.017807685309436605,-0.016307685309436604,holdN,1,-0.02131248202023517,-0.016307685309436604,0.0035047967107985634
2024-05-15,KRW-BTC,1,holdN,,,86524000.0,0.06307167953400211,0.06457167953400211,holdN,1,0.05700146110026161,0.06457167953400211,0.006070218433740504
2024-05-16,KRW-BTC,1,holdN,,,92111000.0,-0.015732827783869474,-0.014232827783869473,holdN,1,-0.0042714533359664575,-0.014232827783869473,-0.011461374447903017
2024-05-17,KRW-BTC,1,holdN,,,90839000.0,0.01839233699182069,0.01989233699182069,holdN,1,0.02490920172787514,0.01989233699182069,-0.006516864736054451
2024-05-18,KRW-BTC,1,holdN,,,92632000.0,0.0031852059763364817,0.004685205976336482,holdN,1,0.004132171766442427,0.004685205976336482,-0.0009469657901059456
2024-05-19,KRW-BTC,1,holdN,,,93066000.0,-0.010966400189113155,-0.009466400189113156,holdN,1,-0.03681148213369745,-0.009466400189113156,0.02584508194458429
2024-05-20,KRW-BTC,1,holdN,,,92185000.0,0.05355234040245166,0.05505234040245166,holdN,1,0.06326864298506085,0.05505234040245166,-0.009716302582609193
2024-05-21,KRW-BTC,1,holdN,,,97260000.0,-0.007257762697923052,-0.005757762697923052,holdN,1,0.005235712312120944,-0.005757762697923052,-0.012493475010043996
2024-05-22,KRW-BTC,1,holdN,,,96717000.0,-0.014899919352337197,-0.013399919352337197,holdN,1,-0.01879734475521677,-0.013399919352337197,0.0038974254028795747
2024-05-23,KRW-BTC,1,holdN,,,95421000.0,-0.006960014043030314,-0.005460014043030315,holdN,1,-0.008341966719509819,-0.005460014043030315,0.0013819526764795049
2024-05-24,KRW-BTC,1,holdN,,,94897000.0,0.001840463871355226,0.003340463871355226,holdN,1,0.002160070012209525,0.003340463871355226,-0.0003196061408542992
2024-05-25,KRW-BTC,1,holdN,,,95214000.0,0.009275726258743568,0.010775726258743568,holdN,1,0.012003565768523128,0.010775726258743568,-0.00272783950977956
2024-05-26,KRW-BTC,1,holdN,,,96240000.0,-0.00804613466334164,-0.006546134663341641,holdN,1,-0.012253391528934232,-0.006546134663341641,0.004207256865592592
2024-05-27,KRW-BTC,1,holdN,,,95634000.0,0.0028499173933956303,0.00434991739339563,holdN,1,0.013012518838595,0.00434991739339563,-0.010162601445199369
2024-05-28,KRW-BTC,1,holdN,,,96050000.0,-0.016596304008328955,-0.015096304008328953,holdN,1,-0.013671543617783666,-0.015096304008328953,-0.002924760390545289
2024-05-29,KRW-BTC,1,holdN,,,94654000.0,-0.009360206647368306,-0.007860206647368306,holdN,1,-0.005233931087373356,-0.007860206647368306,-0.00412627555999495
2024-05-30,KRW-BTC,1,holdN,,,93910000.0,0.009499893515067694,0.010999893515067694,holdN,1,-0.01797845631930506,0.010999893515067694,0.02747834983437275
2024-05-31,KRW-BTC,1,holdN,,,95000000.0,-0.006710526315789443,-0.005210526315789443,holdN,1,-0.0005823440949845882,-0.005210526315789443,-0.006128182220804855
2024-06-01,KRW-BTC,1,holdN,,,94504000.0,0.0007856175399983414,0.0022856175399983414,holdN,1,0.0005627692149567931,0.0022856175399983414,0.00022284832504154825
2024-06-02,KRW-BTC,1,holdN,,,94762000.0,0.001011555264768539,0.002511555264768539,holdN,1,-0.010632367914174767,0.002511555264768539,0.011643923178943307
2024-06-03,KRW-BTC,1,holdN,,,95000000.0,0.008963157894736952,0.010463157894736952,holdN,1,-0.014259288782882407,0.010463157894736952,0.023222446677619357
2024-06-04,KRW-BTC,1,holdN,,,95994000.0,0.014188480530033023,0.015688480530033022,holdN,1,0.0071476637731886505,0.015688480530033022,0.007040816756844372
2024-06-05,KRW-BTC,1,holdN,,,97490000.0,0.007680428761924376,0.009180428761924375,holdN,1,0.01725134898600622,0.009180428761924375,-0.009570920224081845
2024-06-06,KRW-BTC,1,holdN,,,98385000.0,-0.0020183717030035062,-0.0005183717030035062,holdN,1,-0.009813558462456462,-0.0005183717030035062,0.007795186759452956
2024-06-07,KRW-BTC,1,holdN,,,98321000.0,-0.005588648406749273,-0.0040886484067492734,holdN,1,-0.03648772206547468,-0.0040886484067492734,0.030899073658725407
2024-06-08,KRW-BTC,1,holdN,,,97919000.0,0.0006037796546123921,0.002103779654612392,holdN,1,-0.03204006126074488,0.002103779654612392,0.03264384091535727
2024-06-09,KRW-BTC,1,holdN,,,98137000.0,-0.003069234845165468,-0.001569234845165468,holdN,1,0.011423940747147698,-0.001569234845165468,-0.014493175592313166
2024-06-10,KRW-BTC,1,holdN,,,97983000.0,-0.008715537389138937,-0.007215537389138937,holdN,1,-0.024572042177973485,-0.007215537389138937,0.015856504788834547
2024-06-11,KRW-BTC,1,holdN,,,97279000.0,-0.02154543632233058,-0.02004543632233058,holdN,1,-0.03393424881499996,-0.02004543632233058,0.012388812492669377
2024-06-12,KRW-BTC,1,holdN,,,95329000.0,0.004846442320804835,0.006346442320804835,holdN,1,0.029330744010715115,0.006346442320804835,-0.02448430168991028
2024-06-13,KRW-BTC,1,holdN,,,95934000.0,-0.015259459628494563,-0.013759459628494564,holdN,1,-0.03700633275768905,-0.013759459628494564,0.02174687312919449
2024-06-14,KRW-BTC,1,holdN,,,94614000.0,-0.00822204959096967,-0.00672204959096967,holdN,1,-0.02416013953928453,-0.00672204959096967,0.01593808994831486
2024-06-15,KRW-BTC,1,holdN,,,93979000.0,-0.002234206578065333,-0.0007342065780653328,holdN,1,0.003632219995575392,-0.0007342065780653328,-0.0058664265736407244
2024-06-16,KRW-BTC,1,holdN,,,93913000.0,0.0017583348418215862,0.0032583348418215863,holdN,1,-0.020236914431670527,0.0032583348418215863,0.021995249273492112
2024-06-17,KRW-BTC,1,holdN,,,94219000.0,-0.008197162992602368,-0.006697162992602368,holdN,1,-0.09276209493298893,-0.006697162992602368,0.08456493194038656
2024-06-18,KRW-BTC,1,holdN,,,93589000.0,-0.022228931818910336,-0.020728931818910334,holdN,1,-0.0580744911602008,-0.020728931818910334,0.03584555934129047
2024-06-19,KRW-BTC,1,holdN,,,91649000.0,-0.0025256522166089966,-0.0010256522166089965,holdN,1,0.029577931921694,-0.0010256522166089965,-0.032103584138303
2024-06-20,KRW-BTC,1,holdN,,,91549000.0,0.001023238921233517,0.002523238921233517,holdN,1,0.017595874180406756,0.002523238921233517,-0.01657263525917324
2024-06-21,KRW-BTC,1,holdN,,,91779000.0,-0.01752763159328391,-0.01602763159328391,holdN,1,-0.009439510423839947,-0.01602763159328391,-0.008088121169443963
2024-06-22,KRW-BTC,1,holdN,,,90308000.0,0.004767440315365303,0.0062674403153653024,holdN,1,0.002733206020397727,0.0062674403153653024,0.0020342342949675758
2024-06-23,KRW-BTC,1,holdN,,,90874000.0,-0.021615764685168515,-0.020115764685168513,holdN,1,-0.030635408834396416,-0.020115764685168513,0.009019644149227901
2024-06-24,KRW-BTC,1,holdN,,,89100000.0,-0.041948933782267106,-0.040448933782267105,holdN,1,0.015456541275756575,-0.040448933782267105,-0.05740547505802368
2024-06-25,KRW-BTC,1,holdN,,,85495000.0,0.021366834317796457,0.02286683431779646,holdN,1,0.03275665566206731,0.02286683431779646,-0.011389821344270856
2024-06-26,KRW-BTC,1,holdN,,,87463000.0,-0.017918371196963323,-0.01641837119696332,holdN,1,-0.012122297303724161,-0.01641837119696332,-0.005796073893239162
2024-06-27,KRW-BTC,1,holdN,,,86092000.0,0.007699461041676349,0.009199461041676349,holdN,1,0.01426293524122868,0.009199461041676349,-0.006563474199552331
2024-06-28,KRW-BTC,1,holdN,,,86875000.0,-0.021264028776978472,-0.01976402877697847,holdN,1,-0.020205064896212988,-0.01976402877697847,-0.0010589638807654844
2024-06-29,KRW-BTC,1,holdN,,,85157000.0,0.005639753631527635,0.007139753631527634,holdN,1,-0.013345064210301572,0.007139753631527634,0.018984817841829205
2024-06-30,KRW-BTC,1,holdN,,,85765000.0,0.023626799976680435,0.025126799976680436,holdN,1,0.027944357417929,0.025126799976680436,-0.004317557441248565
2024-07-01,KRW-BTC,1,holdN,,,87920000.0,0.0022875341219291147,0.0037875341219291148,holdN,1,-0.005106867123648939,0.0037875341219291148,0.0073944012455780545
2024-07-02,KRW-BTC,1,holdN,,,88259000.0,-0.012954922444170012,-0.011454922444170013,holdN,1,0.0019055712051772034,-0.011454922444170013,-0.014860493649347216
2024-07-03,KRW-BTC,1,holdN,,,87270000.0,-0.02371840265841646,-0.02221840265841646,holdN,1,-0.03927390891909055,-0.02221840265841646,0.01555550626067409
2024-07-04,KRW-BTC,1,holdN,,,85331000.0,-0.04428632618860667,-0.04278632618860667,holdN,1,-0.08962340038188654,-0.04278632618860667,0.04533707419327987
2024-07-05,KRW-BTC,1,holdN,,,81680000.0,-0.008380509304603377,-0.006880509304603377,holdN,1,-0.015574005481027275,-0.006880509304603377,0.007193496176423899
2024-07-06,KRW-BTC,1,holdN,,,81118000.0,0.019555745950343983,0.021055745950343985,holdN,1,0.059992403898768254,0.021055745950343985,-0.04043665794842427
2024-07-07,KRW-BTC,1,holdN,,,82850000.0,-0.04317773083886539,-0.04167773083886539,holdN,1,-0.05757965042788549,-0.04167773083886539,0.014401919589020096
2024-07-08,KRW-BTC,1,holdN,,,79397000.0,0.012820440318903671,0.014320440318903671,holdN,1,0.03525525596401069,0.014320440318903671,-0.02243481564510702
2024-07-09,KRW-BTC,1,holdN,,,80499000.0,0.017680362488975032,0.019180362488975033,holdN,1,0.02859635678350836,0.019180362488975033,-0.010915994294533327
2024-07-10,KRW-BTC,1,holdN,,,82043000.0,-0.0032917433540948214,-0.0017917433540948213,holdN,1,0.0275218457337556,-0.0017917433540948213,-0.030813589087850424
2024-07-11,KRW-BTC,1,holdN,,,81926000.0,-0.011948453482410968,-0.010448453482410969,holdN,1,-0.016350822452504965,-0.010448453482410969,0.004402368970093997
2024-07-12,KRW-BTC,1,holdN,,,81070000.0,0.004297458986061433,0.005797458986061432,holdN,1,0.015463797178030925,0.005797458986061432,-0.011166338191969492
2024-07-13,KRW-BTC,1,holdN,,,81548000.0,0.015091455339186823,0.016591455339186822,holdN,1,0.019196147989115175,0.016591455339186822,-0.0041046926499283525
2024-07-14,KRW-BTC,1,holdN,,,82901000.0,0.02900626651065724,0.030506266510657243,holdN,1,0.021380921525686603,0.030506266510657243,0.007625344984970639
2024-07-15,KRW-BTC,1,holdN,,,85430000.0,0.06559586796207412,0.06709586796207412,holdN,1,0.05261251575830994,0.06709586796207412,0.012983352203764176
2024-07-16,KRW-BTC,1,holdN,,,91162000.0,-0.005394166428994538,-0.003894166428994539,holdN,1,-0.002343522391727526,-0.003894166428994539,-0.0030506440372670123
2024-07-17,KRW-BTC,1,holdN,,,90825000.0,-0.016451830443159954,-0.014951830443159952,holdN,1,-0.0056854983921440505,-0.014951830443159952,-0.010766332051015903
2024-07-18,KRW-BTC,1,holdN,,,89464000.0,0.0028145846373959795,0.0043145846373959795,holdN,1,0.008925914414271263,0.0043145846373959795,-0.006111329776875283
2024-07-19,KRW-BTC,1,holdN,,,89850000.0,0.03360294936004454,0.035102949360044544,holdN,1,0.03373714305684228,0.035102949360044544,-0.0001341936967977353
2024-07-20,KRW-BTC,1,holdN,,,93004000.0,0.009908111479076278,0.011408111479076277,holdN,1,0.019241735329877274,0.011408111479076277,-0.009333623850800997
2024-07-21,KRW-BTC,1,holdN,,,94073000.0,0.008354049514738561,0.009854049514738561,holdN,1,0.004135098446748753,0.009854049514738561,0.0042189510679898085
2024-07-22,KRW-BTC,1,holdN,,,95000000.0,-0.008268421052631534,-0.006768421052631535,holdN,1,-0.032690263702289,-0.006768421052631535,0.024421842649657466
2024-07-23,KRW-BTC,1,holdN,,,94284000.0,-0.02328524458020448,-0.021785244580204477,holdN,1,-0.01886171083408128,-0.021785244580204477,-0.004423533746123198
2024-07-24,KRW-BTC,1,holdN,,,92224000.0,-0.009339607911172774,-0.007839607911172775,holdN,1,-0.015925593755912626,-0.007839607911172775,0.006585985844739852
2024-07-25,KRW-BTC,1,holdN,,,91501000.0,0.009035403984655912,0.010535403984655911,holdN,1,-0.023341854940798545,0.010535403984655911,0.032377258925454455
2024-07-26,KRW-BTC,1,holdN,,,92475000.0,0.022852527710191917,0.024352527710191918,holdN,1,0.04588550221257415,0.024352527710191918,-0.02303297450238223
2024-07-27,KRW-BTC,1,holdN,,,94639000.0,-0.005166564524139048,-0.0036665645241390488,holdN,1,0.007137596874404961,-0.0036665645241390488,-0.01230416139854401
2024-07-28,KRW-BTC,1,holdN,,,94341000.0,0.009333041837589264,0.010833041837589263,holdN,1,0.0014810970074208285,0.010833041837589263,0.007851944830168435
2024-07-29,KRW-BTC,1,holdN,,,95363000.0,-0.01979850151526269,-0.01829850151526269,holdN,1,-0.0025830739277337145,-0.01829850151526269,-0.017215427587528975
2024-07-30,KRW-BTC,1,holdN,,,93605000.0,-0.010228166230436373,-0.008728166230436374,holdN,1,-0.021806175850833998,-0.008728166230436374,0.011578009620397624
2024-07-31,KRW-BTC,1,holdN,,,92790000.0,-0.02784982217911408,-0.02634982217911408,holdN,1,-0.02540030820518191,-0.02634982217911408,-0.0024495139739321714
2024-08-01,KRW-BTC,1,holdN,,,90346000.0,0.014471930135257884,0.015971930135257884,holdN,1,-0.010850675825719525,0.015971930135257884,0.025322605960977407
2024-08-02,KRW-BTC,1,holdN,,,91789000.0,-0.05704042423384065,-0.055540424233840646,holdN,1,-0.0632959118108396,-0.055540424233840646,0.006255487576998953
2024-08-03,KRW-BTC,1,holdN,,,86691000.0,-0.009966853537276053,-0.008466853537276053,holdN,1,-0.0395961846819749,-0.008466853537276053,0.029629331144698845
2024-08-04,KRW-BTC,1,holdN,,,85954000.0,-0.049002152314028435,-0.047502152314028434,holdN,1,-0.061810833546455,-0.047502152314028434,0.012808681232426566
2024-08-05,KRW-BTC,1,holdN,,,81871000.0,-0.0508214935691515,-0.0493214935691515,holdN,1,-0.046752380199956534,-0.0493214935691515,-0.0040691133691949655
2024-08-06,KRW-BTC,1,holdN,,,77786000.0,0.029842400946185788,0.03134240094618579,holdN,1,0.045825538421599754,0.03134240094618579,-0.015983137475413967
2024-08-07,KRW-BTC,1,holdN,,,80166000.0,-0.0236789786193648,-0.022178978619364798,holdN,1,-0.0237911333779095,-0.022178978619364798,0.00011215475854470247
2024-08-13,KRW-BTC,1,holdN,,,83207000.0,0.015241379931976886,0.016741379931976885,holdN,1,0.00669204629942266,0.016741379931976885,0.008549333632554225
2024-08-14,KRW-BTC,1,holdN,,,84587000.0,-0.026681174412143738,-0.025181174412143736,holdN,1,-0.012676443018595052,-0.025181174412143736,-0.014004731393548686
2024-08-15,KRW-BTC,1,holdN,,,82440000.0,-0.01891872877244055,-0.01741872877244055,holdN,1,-0.022747486782395465,-0.01741872877244055,0.0038287580099549134
2024-08-16,KRW-BTC,1,holdN,,,81044000.0,0.012874907457677333,0.014374907457677333,holdN,1,-0.012717675028059428,0.014374907457677333,0.02559258248573676
2024-08-17,KRW-BTC,1,holdN,,,82185000.0,0.006579333211656659,0.008079333211656659,holdN,1,0.010462340025097161,0.008079333211656659,-0.003883006813440502
2024-08-18,KRW-BTC,1,holdN,,,82821000.0,-0.017450060974873505,-0.015950060974873503,holdN,1,-0.004648520977385551,-0.015950060974873503,-0.012801539997487954
2024-08-19,KRW-BTC,1,holdN,,,81500000.0,0.0007085889570551131,0.002208588957055113,holdN,1,0.009774962047895741,0.002208588957055113,-0.009066373090840628
2024-08-20,KRW-BTC,1,holdN,,,81678000.0,-0.012849445383089684,-0.011349445383089685,holdN,1,0.007261751087347612,-0.011349445383089685,-0.020111196470437298
2024-08-21,KRW-BTC,1,holdN,,,80751000.0,0.02511267352726293,0.02661267352726293,holdN,1,0.024661559485763762,0.02661267352726293,0.00045111404149916767
2024-08-22,KRW-BTC,1,holdN,,,82900000.0,-0.012320265379975824,-0.010820265379975824,holdN,1,0.013001928551137576,-0.010820265379975824,-0.0253221939311134
2024-08-23,KRW-BTC,1,holdN,,,82012000.0,0.04224969516656102,0.04374969516656102,holdN,1,0.04629826370686674,0.04374969516656102,-0.004048568540305719
2024-08-24,KRW-BTC,1,holdN,,,85600000.0,0.0004509345794392896,0.0019509345794392896,holdN,1,0.014781437977371636,0.0019509345794392896,-0.014330503397932346
2024-08-25,KRW-BTC,1,holdN,,,85807000.0,0.003709365203305172,0.005209365203305172,holdN,1,-0.01656410554237997,0.005209365203305172,0.02027347074568514
2024-08-26,KRW-BTC,1,holdN,,,86240000.0,-0.022743042671614144,-0.021243042671614143,holdN,1,-0.04121474466766917,-0.021243042671614143,0.018471701996055023
2024-08-27,KRW-BTC,1,holdN,,,84408000.0,-0.04246768078855084,-0.04096768078855084,holdN,1,-0.04355862043055592,-0.04096768078855084,0.0010909396420050732
2024-08-28,KRW-BTC,1,holdN,,,80947000.0,-0.006169722163885059,-0.0046697221638850595,holdN,1,-0.005900644763680907,-0.0046697221638850595,-0.0002690774002041523
2024-08-29,KRW-BTC,1,holdN,,,80618000.0,0.0006335185690540825,0.0021335185690540825,holdN,1,-0.0036286524581331525,0.0021335185690540825,0.0042621710271872355
2024-08-30,KRW-BTC,1,holdN,,,80745000.0,-0.005289708341073727,-0.0037897083410737276,holdN,1,-0.0017381185845277702,-0.0037897083410737276,-0.003551589756545957
2024-08-31,KRW-BTC,1,holdN,,,80439000.0,-0.003700425166896669,-0.002200425166896669,holdN,1,-0.013443277689463184,-0.002200425166896669,0.009742852522566516
2024-09-01,KRW-BTC,1,holdN,,,80300000.0,-0.026394146948941433,-0.02489414694894143,holdN,1,-0.044140032873775104,-0.02489414694894143,0.01774588592483367
2024-09-02,KRW-BTC,1,holdN,,,78303000.0,0.022790257078272813,0.024290257078272814,holdN,1,0.034510674065848734,0.024290257078272814,-0.011720416987575921
2024-09-03,KRW-BTC,1,holdN,,,80247000.0,-0.02611151195683331,-0.02461151195683331,holdN,1,-0.04702454638659248,-0.02461151195683331,0.02091303442975917
2024-09-04,KRW-BTC,1,holdN,,,78270000.0,0.004492078701929194,0.005992078701929193,holdN,1,0.020097733728063227,0.005992078701929193,-0.015605655026134034
2024-09-05,KRW-BTC,1,holdN,,,78739000.0,-0.03209474974282117,-0.03059474974282117,holdN,1,-0.026904983665471782,-0.03059474974282117,-0.005189766077349389
2024-09-06,KRW-BTC,1,holdN,,,76330000.0,-0.036689309576837414,-0.03518930957683741,holdN,1,-0.019818067630440916,-0.03518930957683741,-0.016871241946396498
2024-09-07,KRW-BTC,1,holdN,,,73644000.0,-0.001554315354950818,-5.431535495081796e-05,holdN,1,0.013637828902772098,-5.431535495081796e-05,-0.015192144257722915
2024-09-08,KRW-BTC,1,holdN,,,73640000.0,0.009322922324823514,0.010822922324823514,holdN,1,0.02435483560569618,0.010822922324823514,-0.015031913280872665
2024-09-09,KRW-BTC,1,holdN,,,74439000.0,0.036598308682276814,0.038098308682276816,holdN,1,0.03561868799811618,0.038098308682276816,0.0009796206841606314
2024-09-10,KRW-BTC,1,holdN,,,77275000.0,0.009033807829181452,0.010533807829181452,holdN,1,0.015758432730800687,0.010533807829181452,-0.006724624901619234
2024-09-11,KRW-BTC,1,holdN,,,78091000.0,-0.01161640265843694,-0.01011640265843694,holdN,1,-0.01539556461432301,-0.01011640265843694,0.0037791619558860696
2024-09-12,KRW-BTC,1,holdN,,,77361000.0,0.010237180232933797,0.011737180232933797,holdN,1,0.027047221353953876,0.011737180232933797,-0.01681004112102008
2024-09-13,KRW-BTC,1,holdN,,,78269000.0,0.032498134638234755,0.033998134638234756,holdN,1,0.017835744085381133,0.033998134638234756,0.014662390552853621
2024-09-14,KRW-BTC,1,holdN,,,80930000.0,-0.006516681082416929,-0.0050166810824169294,holdN,1,-0.006118807813973781,-0.0050166810824169294,-0.0003978732684431479
2024-09-15,KRW-BTC,1,holdN,,,80524000.0,-0.01185716059808256,-0.01035716059808256,holdN,1,-0.0172061014030106,-0.01035716059808256,0.005348940804928039
2024-09-16,KRW-BTC,1,holdN,,,79691000.0,-0.016834228457416722,-0.015334228457416721,holdN,1,-0.0100437541446452,-0.015334228457416721,-0.006790474312771522
2024-09-17,KRW-BTC,1,holdN,,,78468000.0,0.032246240505683865,0.03374624050568387,holdN,1,0.025514394804114326,0.03374624050568387,0.006731845701569539
2024-09-18,KRW-BTC,1,holdN,,,81116000.0,0.016844099807682922,0.018344099807682923,holdN,1,0.02502631405703659,0.018344099807682923,-0.00818221424935367
2024-09-19,KRW-BTC,1,holdN,,,82603000.0,0.014104760117671202,0.015604760117671201,holdN,1,0.03555965545356354,0.015604760117671201,-0.021454895335892343
2024-09-20,KRW-BTC,1,holdN,,,83891000.0,0.004388593532083375,0.005888593532083375,holdN,1,0.03904482605379034,0.005888593532083375,-0.034656232521706964
