scope,fold,policy,n,dates,safe_up10_rate,up10_rate,dn5_rate,eod_net_mean,mfe_mean,mae_mean,matched_atr_safe_up10,safe_up10_lift_within_atr,matched_atr_up10,up10_lift_within_atr,matched_atr_dn5,dn5_delta_within_atr,path_complete_pick_rate,path_n,path_dates,path_net_mean,path_tp_first,path_sl_first,path_eod,path_hit,path_up10_before_dn5,path_safe_up10,path_up10,path_dn5,path_cumulative,path_max_drawdown,path_net_ci95_lo,path_net_ci95_hi,path_net_p_gt_zero,path_sharpe_ann,path_sortino_ann,path_calmar
discovery_oof,4,up10_control,351,117,0.15384615384615385,0.31054131054131057,0.6837606837606838,-0.015308540748471324,0.10142198971937741,-0.08259612018961451,0.10540023667231681,1.459637650762138,0.1315572365439325,2.3605034485321355,0.36672310941276465,0.3170375743479191,0.9601139601139601,303,101,-0.0006151059108107443,0.37293729372937295,0.594059405940594,0.033003300330033,0.38943894389438943,0.2376237623762376,0.1848184818481848,0.29042904290429045,0.6006600660066007,-0.08975765551852666,-0.2531093601248605,-0.005326946309205793,0.004444837974595448,0.3824,-0.46395446647300104,-0.699980473286808,-1.1383714410798407
locked_holdout,-1,up10_control,540,180,0.14444444444444443,0.32037037037037036,0.7166666666666667,-0.0235824885090464,0.10449397565199631,-0.08432081721478371,0.10035655253417053,1.4393125391116077,0.1319230012741467,2.4284648414313645,0.3455352712577836,0.37113139540888307,0.9888888888888889,510,170,-0.0034631768337240066,0.3431372549019608,0.6411764705882353,0.01568627450980392,0.35294117647058826,0.23333333333333334,0.1627450980392157,0.3058823529411765,0.6647058823529411,-0.4717939825538435,-0.4805694869283078,-0.006988751717469197,8.164476888464266e-05,0.028,-2.7618907937089348,-3.7135739901689027,-1.552314281056562
discovery_oof,0,R1_repaired,348,116,0.07471264367816093,0.08333333333333333,0.25287356321839083,-0.0013230615978823798,0.04160188832454898,-0.03625413466255265,0.051775723618707886,1.4430053016422806,0.05439022760408894,1.53213797779858,0.19959108073259105,0.05328248248579978,0.014367816091954023,0,0,,,,,,,,,,,,,,,,,
discovery_oof,1,R1_repaired,348,116,0.11781609195402298,0.1810344827586207,0.4454022988505747,0.006238920729954832,0.06890547351832821,-0.057738870828928444,0.09505007148430987,1.2395160794115883,0.12044662606794852,1.50302659915515,0.3914824867246693,0.05391981212590541,0.011494252873563218,0,0,,,,,,,,,,,,,,,,,
discovery_oof,2,R1_repaired,348,116,0.13218390804597702,0.1867816091954023,0.39655172413793105,-0.002693236850140608,0.0674384692312933,-0.05245842712576599,0.08326472948190909,1.5875138112914495,0.10035407552950378,1.8612259463292957,0.3224048192025728,0.07414690493535825,0.3132183908045977,102,34,-0.0013063236113839045,0.2647058823529412,0.49019607843137253,0.24509803921568626,0.4019607843137255,0.14705882352941177,0.11764705882352941,0.16666666666666666,0.35294117647058826,-0.04989647131468622,-0.17184792040544827,-0.007939453777630542,0.005284417599058018,0.3536,-1.2336210186359078,-1.786782048232557,-2.4600203503784592
discovery_oof,3,R1_repaired,348,116,0.09195402298850575,0.11494252873563218,0.28735632183908044,-0.0027166645948407298,0.04202418373119128,-0.037054211165521544,0.05359406170435284,1.7157502168013021,0.05890685821418683,1.9512588554239005,0.20111468848262845,0.08624163335645199,0.9913793103448276,345,115,-0.002632256746858649,0.19420289855072465,0.4057971014492754,0.4,0.4144927536231884,0.10434782608695652,0.09855072463768116,0.11014492753623188,0.25507246376811593,-0.2789383538786463,-0.2789383538786463,-0.006430062157335204,0.0010609324084634123,0.0816,-2.4594756131259077,-3.1871480296937205,-2.3152999360183135
discovery_oof,4,R1_repaired,351,117,0.10256410256410256,0.15384615384615385,0.3646723646723647,-0.007828448020424912,0.05507850553058145,-0.0466283879171278,0.08103289378911066,1.2657094886803277,0.09987119577660127,1.5404456975791847,0.29967105248145226,0.06500131219091243,0.9686609686609686,303,101,-0.0011597972423721,0.25742574257425743,0.4389438943894389,0.30363036303630364,0.40924092409240925,0.1419141914191419,0.11551155115511551,0.1617161716171617,0.3333333333333333,-0.13342667670227315,-0.32252516218022464,-0.00558383644427201,0.0032860648282276852,0.3092,-0.9704258939501101,-1.3984795283027545,-1.2526547126145695
locked_holdout,-1,R1_repaired,540,180,0.10185185185185185,0.15555555555555556,0.37962962962962965,-0.008557371442406047,0.05501423637617088,-0.048517617224339754,0.07376044463109283,1.3808465006041657,0.0952933574793514,1.6323861355106735,0.26166887391344773,0.11796075571618192,0.987037037037037,510,170,-0.003168742674714637,0.2372549019607843,0.492156862745098,0.27058823529411763,0.3862745098039216,0.13529411764705881,0.11372549019607843,0.1568627450980392,0.3411764705882353,-0.43800388501064313,-0.44955147872472734,-0.0061236520083090456,-6.914528823068879e-05,0.0228,-2.9058201266600077,-3.8308028936449072,-1.5789586365561612
discovery_oof,0,R1_frozen_pattern,348,116,0.06321839080459771,0.06609195402298851,0.21264367816091953,-0.0018730806792810243,0.038054411883588546,-0.034277493240126036,0.050332303444170494,1.2560202191962204,0.0525640474206671,1.2573604443748088,0.1971434816365534,0.015500196524366128,0.0,0,0,,,,,,,,,,,,,,,,,
discovery_oof,1,R1_frozen_pattern,348,116,0.14367816091954022,0.1781609195402299,0.41954022988505746,0.003923445529406828,0.06108868366082221,-0.052142240484808235,0.09509490438117843,1.510892322301736,0.12027670089372114,1.4812587825937826,0.3847479293168339,0.03479230056822358,0.0,0,0,,,,,,,,,,,,,,,,,
