scope,cohort,primary,comparator,metric,n_paired_dates,delta_primary_minus_comparator,ci95_lo,ci95_hi,p_delta_gt_zero,p_preferred_direction,preferred_direction,bootstrap_draws,seed,stream_seed
locked_holdout,common_0915_complete_dates,safeup_pareto_rank,safeup_head,path_net_mean,170,-0.0024930022315100392,-0.006869550111000315,0.0019479233199194098,0.1302,0.1302,higher,5000,42,10299811164296951581
locked_holdout,common_0915_complete_dates,safeup_pareto_rank,safeup_head,path_sl_first,170,-0.1411764705882353,-0.20588235294117646,-0.07647058823529412,0.0,1.0,lower,5000,42,8012882311458537738
locked_holdout,common_0915_complete_dates,safeup_pareto_rank,safeup_head,path_safe_up10,170,-0.07647058823529411,-0.1196078431372549,-0.03720588235294188,0.0,0.0,higher,5000,42,12860634373241517017
locked_holdout,common_0915_complete_dates,safeup_pareto_rank,safeup_head,path_up10,170,-0.12745098039215685,-0.17450980392156862,-0.08039215686274509,0.0,0.0,higher,5000,42,6697104792413382832
locked_holdout,common_0915_complete_dates,safeup_pareto_rank,safeup_head,path_dn5,170,-0.31176470588235294,-0.3666666666666667,-0.2568627450980392,0.0,1.0,lower,5000,42,5121868698952744615
locked_holdout,common_0915_complete_dates,safeup_pareto_rank,up10_control,safe_up10_rate,170,-0.050980392156862744,-0.09019607843137255,-0.00980392156862745,0.0058,0.0058,higher,5000,42,11950360565286782101
locked_holdout,common_0915_complete_dates,safeup_pareto_rank,up10_control,up10_rate,170,-0.20588235294117646,-0.2549019607843137,-0.1568137254901968,0.0,0.0,higher,5000,42,17410446132138959038
locked_holdout,common_0915_complete_dates,safeup_pareto_rank,up10_control,dn5_rate,170,-0.4607843137254902,-0.5176470588235295,-0.40392156862745093,0.0,1.0,lower,5000,42,15955974085509792945
locked_holdout,common_0915_complete_dates,safeup_pareto_rank,up10_control,path_net_mean,170,0.0001770534314671383,-0.004467878733356357,0.0049137146988243304,0.5258,0.5258,higher,5000,42,12177974693737307884
locked_holdout,common_0915_complete_dates,safeup_pareto_rank,up10_control,path_sl_first,170,-0.18627450980392155,-0.2529411764705882,-0.1196078431372549,0.0,1.0,lower,5000,42,17725585964567237939
locked_holdout,common_0915_complete_dates,safeup_pareto_rank,up10_control,path_safe_up10,170,-0.07647058823529412,-0.11568627450980391,-0.03725490196078431,0.0002,0.0002,higher,5000,42,2765380534594661368
locked_holdout,common_0915_complete_dates,safeup_pareto_rank,up10_control,path_up10,170,-0.2,-0.24705882352941178,-0.15098039215686276,0.0,0.0,higher,5000,42,14771913279966077697
locked_holdout,common_0915_complete_dates,safeup_pareto_rank,up10_control,path_dn5,170,-0.40392156862745093,-0.4588725490196079,-0.34705882352941175,0.0,1.0,lower,5000,42,3317496310953518433
locked_holdout,common_0915_complete_dates,safeup_pareto_rank,R1_repaired,safe_up10_rate,170,-0.00980392156862745,-0.0392156862745098,0.0196078431372549,0.239,0.239,higher,5000,42,6744778645721360455
locked_holdout,common_0915_complete_dates,safeup_pareto_rank,R1_repaired,up10_rate,170,-0.04901960784313725,-0.08431372549019608,-0.01372549019607843,0.0032,0.0032,higher,5000,42,10147855184049343713
locked_holdout,common_0915_complete_dates,safeup_pareto_rank,R1_repaired,dn5_rate,170,-0.13137254901960785,-0.17647058823529413,-0.08823529411764706,0.0,1.0,lower,5000,42,16053244433479158635
locked_holdout,common_0915_complete_dates,safeup_pareto_rank,R1_repaired,path_net_mean,170,-0.00011738072754223187,-0.003318314585636852,0.003196699195796168,0.4834,0.4834,higher,5000,42,9614094142708061326
locked_holdout,common_0915_complete_dates,safeup_pareto_rank,R1_repaired,path_sl_first,170,-0.03725490196078432,-0.08431372549019607,0.007892156862744396,0.0586,0.9406,lower,5000,42,6718709339227248670
locked_holdout,common_0915_complete_dates,safeup_pareto_rank,R1_repaired,path_safe_up10,170,-0.02745098039215686,-0.056862745098039215,-0.0019607843137254884,0.0196,0.0196,higher,5000,42,14683936543331467049
