regime_subset,T,C,DD,H,n_total,n_hit,n_success,base_rate_pct,hit_rate_pct,avg_no_hit_eod_pct,worst5_no_hit_eod_pct,avg_post_hit_fail_eod_pct,avg_hit_time_h,avg_pre_hit_dd_pct_when_success
all,3,0,5,4,163546,25872,16654,10.183067760752326,15.819402492265173,-0.5410099505464525,-6.689310880348616,-3.1871140457755973,4.0,-1.03133255939497
bull_quiet_bull_volatile,3,0,5,4,90861,14219,9216,10.142965628817645,15.649178415381737,-0.4747438861617946,-6.973522913925034,-3.458002702343842,4.0,-1.1092784954191643
all,3,0,5,8,163546,35825,23935,14.635026231152093,21.905152067308283,-0.8129036891201582,-6.836964688204361,-2.8317713323942835,5.216795487779403,-1.1160691890136185
bull_quiet_bull_volatile,3,0,5,8,90861,20093,13501,14.858960390046336,22.1139983051034,-0.769465690249126,-7.166198548722745,-3.026036058300505,5.269535589956299,-1.202544014000858
all,3,0,5,12,163546,44292,30590,18.704217773592752,27.08228877502354,-1.0738276491724643,-6.976744186046506,-2.6002048733731598,6.692513893429226,-1.182527489062264
bull_quiet_bull_volatile,3,0,5,12,90861,24872,17304,19.044474527024796,27.373680677078177,-1.0562121211914512,-7.314312581617803,-2.753615127795694,6.748728617660657,-1.2688778724072658
all,3,0,5,24,163546,62855,46143,28.214080442199744,38.43261223142113,-1.8560576436278675,-7.426052226512303,-1.9509423601306464,10.86396636542921,-1.360900560631358
bull_quiet_bull_volatile,3,0,5,24,90861,36136,26645,29.325012931840945,39.770638667855295,-1.980618947733519,-7.856322406239251,-1.8302892462016458,11.067742540814411,-1.4545914132594333
all,3,2,2,4,163546,25872,10002,6.115710564611791,15.819402492265173,-0.5410099505464525,-6.689310880348616,-0.5950462472914481,4.0,-0.6415221653458831
bull_quiet_bull_volatile,3,2,2,4,90861,14219,5649,6.217188892924357,15.649178415381737,-0.4747438861617946,-6.973522913925034,-0.621283652204063,4.0,-0.6745292355939576
all,3,2,2,8,163546,35825,14124,8.636102380981498,21.905152067308283,-0.8129036891201582,-6.836964688204361,-0.14375422294140291,5.167374681393373,-0.6972314428386694
bull_quiet_bull_volatile,3,2,2,8,90861,20093,8066,8.877296089631415,22.1139983051034,-0.769465690249126,-7.166198548722745,-0.10403831130106109,5.198611455492189,-0.7326236886167403
all,3,2,2,12,163546,44292,17809,10.88929108629988,27.08228877502354,-1.0738276491724643,-6.976744186046506,0.13610856412890054,6.581166825762255,-0.7387601534175913
bull_quiet_bull_volatile,3,2,2,12,90861,24872,10248,11.278766467461288,27.373680677078177,-1.0562121211914512,-7.314312581617803,0.23277815292952553,6.646760343481655,-0.7721569613151236
all,3,2,2,24,163546,62855,25812,15.782715566262704,38.43261223142113,-1.8560576436278675,-7.426052226512303,0.8085907140054435,10.486440415310708,-0.8123040632775413
bull_quiet_bull_volatile,3,2,2,24,90861,36136,14967,16.472413906956778,39.770638667855295,-1.980618947733519,-7.856322406239251,1.066201209440057,10.598516736821006,-0.8436011747923032
all,3,2,3,4,163546,25872,11191,6.84272314822741,15.819402492265173,-0.5410099505464525,-6.689310880348616,-1.2662598673079644,4.0,-0.8310946049630272
bull_quiet_bull_volatile,3,2,3,4,90861,14219,6374,7.015110993715676,15.649178415381737,-0.4747438861617946,-6.973522913925034,-1.3644466041077892,4.0,-0.8723001059916422
all,3,2,3,8,163546,35825,15962,9.759945214190504,21.905152067308283,-0.8129036891201582,-6.836964688204361,-0.8399536524525667,5.195589525122165,-0.8976362345343236
bull_quiet_bull_volatile,3,2,3,8,90861,20093,9248,10.17818425947326,22.1139983051034,-0.769465690249126,-7.166198548722745,-0.89670024181198,5.243079584775087,-0.9500092313585966
all,3,2,3,12,163546,44292,20311,12.419135900602889,27.08228877502354,-1.0738276491724643,-6.976744186046506,-0.5681809995259407,6.652552803899365,-0.9479876677686708
bull_quiet_bull_volatile,3,2,3,12,90861,24872,11862,13.05510615115396,27.373680677078177,-1.0562121211914512,-7.314312581617803,-0.5776306363182893,6.732085651660766,-0.9983294632070695
all,3,2,3,24,163546,62855,30540,18.67364533525736,38.43261223142113,-1.8560576436278675,-7.426052226512303,0.08696256214968885,10.865749836280289,-1.0651541205267088
bull_quiet_bull_volatile,3,2,3,24,90861,36136,18030,19.843497210024104,39.770638667855295,-1.980618947733519,-7.856322406239251,0.2751833515883614,10.995230171935663,-1.1163400884417596
all,3,2,5,4,163546,25872,11871,7.258508309588739,15.819402492265173,-0.5410099505464525,-6.689310880348616,-1.763073031940496,4.0,-0.9983981301240294
bull_quiet_bull_volatile,3,2,5,4,90861,14219,6824,7.510372987310287,15.649178415381737,-0.4747438861617946,-6.973522913925034,-2.012631703226471,4.0,-1.0653957285321738
all,3,2,5,8,163546,35825,17175,10.50163256820711,21.905152067308283,-0.8129036891201582,-6.836964688204361,-1.444943892993144,5.23528384279476,-1.1006711406715668
bull_quiet_bull_volatile,3,2,5,8,90861,20093,10032,11.041040710535874,22.1139983051034,-0.769465690249126,-7.166198548722745,-1.6321502713920597,5.279106858054226,-1.1741168551048982
all,3,2,5,12,163546,44292,22051,13.483056754674525,27.08228877502354,-1.0738276491724643,-6.976744186046506,-1.2140592708459184,6.7311233050655295,-1.1702505369616152
bull_quiet_bull_volatile,3,2,5,12,90861,24872,12981,14.28665764189256,27.373680677078177,-1.0562121211914512,-7.314312581617803,-1.37658495506878,6.8059471535320855,-1.241083178821116
all,3,2,5,24,163546,62855,34247,20.94028591344331,38.43261223142113,-1.8560576436278675,-7.426052226512303,-0.6992267897467107,11.204835460040295,-1.359161640246031
bull_quiet_bull_volatile,3,2,5,24,90861,36136,20549,22.61586379194594,39.770638667855295,-1.980618947733519,-7.856322406239251,-0.6910306398899854,11.397926906418803,-1.4461356810336878
all,3,3,2,4,163546,25872,8100,4.952735010333484,15.819402492265173,-0.5410099505464525,-6.689310880348616,-0.2644756392825924,4.0,-0.6424667903095952
bull_quiet_bull_volatile,3,3,2,4,90861,14219,4669,5.138618329096092,15.649178415381737,-0.4747438861617946,-6.973522913925034,-0.3014128001954482,4.0,-0.6724317165308252
all,3,3,2,8,163546,35825,11340,6.933829014466878,21.905152067308283,-0.8129036891201582,-6.836964688204361,0.15591195436828284,5.142857142857143,-0.7021997909928684
bull_quiet_bull_volatile,3,3,2,8,90861,20093,6597,7.260540826097005,22.1139983051034,-0.769465690249126,-7.166198548722745,0.1782490242979937,5.1690162194937095,-0.7330581275447856
all,3,3,2,12,163546,44292,14145,8.648942805082362,27.08228877502354,-1.0738276491724643,-6.976744186046506,0.4224012698255985,6.502651113467657,-0.742708592844264
bull_quiet_bull_volatile,3,3,2,12,90861,24872,8324,9.161246299292326,27.373680677078177,-1.0562121211914512,-7.314312581617803,0.4962530105384626,6.586256607400288,-0.7724347651739798
all,3,3,2,24,163546,62855,19421,11.874946498232914,38.43261223142113,-1.8560576436278675,-7.426052226512303,1.0595213830758903,9.867463055455435,-0.8114361947718828
bull_quiet_bull_volatile,3,3,2,24,90861,36136,11498,12.65449422744632,39.770638667855295,-1.980618947733519,-7.856322406239251,1.271131109098025,9.98608453644112,-0.8404210333499245
all,3,3,3,4,163546,25872,9089,5.557457840607535,15.819402492265173,-0.5410099505464525,-6.689310880348616,-0.7955670069949772,4.0,-0.8360076158677544
bull_quiet_bull_volatile,3,3,3,4,90861,14219,5263,5.792364160640979,15.649178415381737,-0.4747438861617946,-6.973522913925034,-0.8856906292222115,4.0,-0.8686515215370862
all,3,3,3,8,163546,35825,12870,7.86934562752987,21.905152067308283,-0.8129036891201582,-6.836964688204361,-0.3913790413911912,5.175135975135976,-0.9083587121168296
bull_quiet_bull_volatile,3,3,3,8,90861,20093,7569,8.330306732261366,22.1139983051034,-0.769465690249126,-7.166198548722745,-0.4428214358012527,5.218655040295944,-0.9517175028445006
all,3,3,3,12,163546,44292,16185,9.896298289166351,27.08228877502354,-1.0738276491724643,-6.976744186046506,-0.11930061266526011,6.57299969107198,-0.955919835241528
bull_quiet_bull_volatile,3,3,3,12,90861,24872,9639,10.608511902796579,27.373680677078177,-1.0562121211914512,-7.314312581617803,-0.1290108804538153,6.67496628280942,-0.9991715126619876
all,3,3,3,24,163546,62855,23026,14.079219302214668,38.43261223142113,-1.8560576436278675,-7.426052226512303,0.5446026300393116,10.243377052028142,-1.066896524785358
bull_quiet_bull_volatile,3,3,3,24,90861,36136,13870,15.265075224793916,39.770638667855295,-1.980618947733519,-7.856322406239251,0.6946309407479571,10.408940158615717,-1.1150091501740764
all,3,3,5,4,163546,25872,9652,5.901703496264048,15.819402492265173,-0.5410099505464525,-6.689310880348616,-1.1811064869033228,4.0,-1.0062338510296465
bull_quiet_bull_volatile,3,3,5,4,90861,14219,5637,6.2039819064285,15.649178415381737,-0.4747438861617946,-6.973522913925034,-1.389084727026838,4.0,-1.0631418588359955
all,3,3,5,8,163546,35825,13893,8.494857715871987,21.905152067308283,-0.8129036891201582,-6.836964688204361,-0.85613735407111,5.221046570215217,-1.119767918467454
bull_quiet_bull_volatile,3,3,5,8,90861,20093,8233,9.061093318365415,22.1139983051034,-0.769465690249126,-7.166198548722745,-1.0068180072028248,5.261265638284951,-1.1835506909690197
all,3,3,5,12,163546,44292,17627,10.778007410759052,27.08228877502354,-1.0738276491724643,-6.976744186046506,-0.5996271855296542,6.657060191751291,-1.1867388367996632
bull_quiet_bull_volatile,3,3,5,12,90861,24872,10582,11.646360924929287,27.373680677078177,-1.0562121211914512,-7.314312581617803,-0.7261854641006217,6.757134757134757,-1.2512591731314755
all,3,3,5,24,163546,62855,25898,15.835300160199578,38.43261223142113,-1.8560576436278675,-7.426052226512303,0.026206340243905352,10.597420650243262,-1.368198220452167
bull_quiet_bull_volatile,3,3,5,24,90861,36136,15854,17.448630325442156,39.770638667855295,-1.980618947733519,-7.856322406239251,0.0523028012597921,10.827551406585089,-1.4522084545854113
all,3,5,2,4,163546,25872,5146,3.146515353478532,15.819402492265173,-0.5410099505464525,-6.689310880348616,0.33253832229792524,4.0,-0.6489913095990373
bull_quiet_bull_volatile,3,5,2,4,90861,14219,3066,3.3743850496912864,15.649178415381737,-0.4747438861617946,-6.973522913925034,0.30775920679745455,4.0,-0.6670869743595188
all,3,5,2,8,163546,35825,6847,4.186589705648563,21.905152067308283,-0.8129036891201582,-6.836964688204361,0.7406037491839884,4.993719877318534,-0.7088163051739326
bull_quiet_bull_volatile,3,5,2,8,90861,20093,4107,4.520091128206821,22.1139983051034,-0.769465690249126,-7.166198548722745,0.7642480022780384,5.0138787436084735,-0.7312873502676278
all,3,5,2,12,163546,44292,8025,4.9068763528303965,27.08228877502354,-1.0738276491724643,-6.976744186046506,1.012812497402951,6.022180685358255,-0.7428146931786483
bull_quiet_bull_volatile,3,5,2,12,90861,24872,4831,5.316912646790152,27.373680677078177,-1.0562121211914512,-7.314312581617803,1.0954075995708803,6.060856965431587,-0.7677473406355292
all,3,5,2,24,163546,62855,9593,5.865628019028286,38.43261223142113,-1.8560576436278675,-7.426052226512303,1.5776973178358418,7.920775565516522,-0.7929506830105663
bull_quiet_bull_volatile,3,5,2,24,90861,36136,5824,6.409790779322261,39.770638667855295,-1.980618947733519,-7.856322406239251,1.759272905296188,8.039835164835164,-0.8229508284798502
all,3,5,3,4,163546,25872,5803,3.548237193205581,15.819402492265173,-0.5410099505464525,-6.689310880348616,-0.022162415685533666,4.0,-0.8498331447987308
bull_quiet_bull_volatile,3,5,3,4,90861,14219,3449,3.795908035350701,15.649178415381737,-0.4747438861617946,-6.973522913925034,-0.07267624231405688,4.0,-0.8607950720547628
all,3,5,3,8,163546,35825,7824,4.783975150722121,21.905152067308283,-0.8129036891201582,-6.836964688204361,0.38759369076860073,5.033231083844581,-0.9248638849351377
bull_quiet_bull_volatile,3,5,3,8,90861,20093,4715,5.189245110663541,22.1139983051034,-0.769465690249126,-7.166198548722745,0.37170513488224843,5.074019088016967,-0.9512853110664292
all,3,5,3,12,163546,44292,9260,5.662015579714576,27.08228877502354,-1.0738276491724643,-6.976744186046506,0.6800434113598539,6.113606911447084,-0.9688114330397695
bull_quiet_bull_volatile,3,5,3,12,90861,24872,5616,6.180869680060752,27.373680677078177,-1.0562121211914512,-7.314312581617803,0.7212003416324939,6.185185185185185,-1.0009338590247383
all,3,5,3,24,163546,62855,11372,6.953395375001528,38.43261223142113,-1.8560576436278675,-7.426052226512303,1.2974387236238505,8.268378473443546,-1.050719587875712
bull_quiet_bull_volatile,3,5,3,24,90861,36136,6996,7.699673127084228,39.770638667855295,-1.980618947733519,-7.856322406239251,1.4468783081796748,8.4568324757004,-1.0937854635037672
all,3,5,5,4,163546,25872,6179,3.778141929487728,15.819402492265173,-0.5410099505464525,-6.689310880348616,-0.2801830880692582,4.0,-1.0267116511954186
bull_quiet_bull_volatile,3,5,5,4,90861,14219,3697,4.068852422931731,15.649178415381737,-0.4747438861617946,-6.973522913925034,-0.4065060885494261,4.0,-1.0591828179287859
all,3,5,5,8,163546,35825,8521,5.210154941117484,21.905152067308283,-0.8129036891201582,-6.836964688204361,0.08607053681404712,5.099401478699683,-1.1593568812469208
bull_quiet_bull_volatile,3,5,5,8,90861,20093,5158,5.676803028802237,22.1139983051034,-0.769465690249126,-7.166198548722745,0.01340097225586303,5.132997285769678,-1.200042993533336
all,3,5,5,12,163546,44292,10185,6.227605688919326,27.08228877502354,-1.0738276491724643,-6.976744186046506,0.38763332791971244,6.22680412371134,-1.2263252483441958
bull_quiet_bull_volatile,3,5,5,12,90861,24872,6227,6.853325409141436,27.373680677078177,-1.0562121211914512,-7.314312581617803,0.36406413376109625,6.311867673036775,-1.2820429037109993
all,3,5,5,24,163546,62855,12913,7.895637924498307,38.43261223142113,-1.8560576436278675,-7.426052226512303,1.0260108272873933,8.672190815457292,-1.3792451217610546
bull_quiet_bull_volatile,3,5,5,24,90861,36136,8086,8.899307733791176,39.770638667855295,-1.980618947733519,-7.856322406239251,1.1137028938512161,8.946821667078902,-1.4640697468200305
all,5,0,2,4,163546,12743,7201,4.403042569063138,7.791691634157974,-0.3738793862274455,-6.688082413418808,-0.7380330644405395,4.0,-0.6211467007454268
bull_quiet_bull_volatile,5,0,2,4,90861,6991,3934,4.329690406224893,7.694170216044287,-0.3167195615969322,-6.986139469722939,-0.5144150761631285,4.0,-0.6431973642460367
all,5,0,2,8,163546,18026,10279,6.285081872989862,11.02197546867548,-0.5567724151568487,-6.760856417611522,0.2937855513851614,5.197781885397412,-0.6850308983764777
bull_quiet_bull_volatile,5,0,2,8,90861,10080,5683,6.254608687995949,11.093868656519298,-0.50977186855328,-7.0866141732283445,0.5362647862371765,5.231039943691712,-0.7150399485985037
all,5,0,2,12,163546,22906,13165,8.049723013708682,14.005845450209728,-0.7291803555261648,-6.834532374100721,0.8693317180872665,6.688947968097228,-0.726747039489817
bull_quiet_bull_volatile,5,0,2,12,90861,12679,7169,7.890073849066156,13.954281815080178,-0.6876013935917004,-7.154460759468294,1.1466530977233944,6.634119124006138,-0.7588790985023705
all,5,0,2,24,163546,35313,20107,12.29440035219449,21.59209029875387,-1.3050751030437493,-7.071476111243169,2.350551955588306,10.979062018202615,-0.798738897195303
bull_quiet_bull_volatile,5,0,2,24,90861,20317,11180,12.304509085306128,22.360528719692716,-1.3570632253337647,-7.443273055164405,2.8241265468645347,11.197495527728085,-0.830738738858351
all,5,0,3,4,163546,12743,8043,4.9178824306311375,7.791691634157974,-0.3738793862274455,-6.688082413418808,-2.0778756808105046,4.0,-0.8115943439868111
bull_quiet_bull_volatile,5,0,3,4,90861,6991,4408,4.851366372811217,7.694170216044287,-0.3167195615969322,-6.986139469722939,-1.8916117732335063,4.0,-0.8344443485469443
all,5,0,3,8,163546,18026,11683,7.143555941447666,11.02197546867548,-0.5567724151568487,-6.760856417611522,-1.1159798258159457,5.2462552426602755,-0.8960754713829001
bull_quiet_bull_volatile,5,0,3,8,90861,10080,6523,7.179097742705891,11.093868656519298,-0.50977186855328,-7.0866141732283445,-0.924722356271059,5.296949256477081,-0.9357761516847177
all,5,0,3,12,163546,22906,15134,9.253665635356413,14.005845450209728,-0.7291803555261648,-6.834532374100721,-0.5569510735509954,6.7863089731729875,-0.9501127595618202
bull_quiet_bull_volatile,5,0,3,12,90861,12679,8346,9.185459107868061,13.954281815080178,-0.6876013935917004,-7.154460759468294,-0.3481145718659523,6.761083153606518,-0.995595227029784
all,5,0,3,24,163546,35313,23948,14.642975065119293,21.59209029875387,-1.3050751030437493,-7.071476111243169,1.106917526034234,11.335727409387005,-1.06385953744643
bull_quiet_bull_volatile,5,0,3,24,90861,20317,13575,14.94040347343745,22.360528719692716,-1.3570632253337647,-7.443273055164405,1.6322480246445847,11.615764272559852,-1.1170884171097686
all,5,0,5,4,163546,12743,8659,5.294534870923165,7.791691634157974,-0.3738793862274455,-6.688082413418808,-3.431175649031414,4.0,-1.0230123006866554
bull_quiet_bull_volatile,5,0,5,4,90861,6991,4799,5.281694016134535,7.694170216044287,-0.3167195615969322,-6.986139469722939,-3.5389063163190793,4.0,-1.0778283123139127
all,5,0,5,8,163546,18026,12727,7.781908453890648,11.02197546867548,-0.5567724151568487,-6.760856417611522,-2.7822595618856303,5.278541683036065,-1.1335325319180352
bull_quiet_bull_volatile,5,0,5,8,90861,10080,7192,7.91538723984988,11.093868656519298,-0.50977186855328,-7.0866141732283445,-2.9257584526284535,5.330923248053392,-1.2050370055350963
all,5,0,5,12,163546,22906,16661,10.187347902119281,14.005845450209728,-0.7291803555261648,-6.834532374100721,-2.365956380954444,6.865614308865014,-1.2107243566605446
bull_quiet_bull_volatile,5,0,5,12,90861,12679,9306,10.242018027536567,13.954281815080178,-0.6876013935917004,-7.154460759468294,-2.514243615074892,6.845905867182463,-1.288214502191751
all,5,0,5,24,163546,35313,27229,16.649138468687706,21.59209029875387,-1.3050751030437493,-7.071476111243169,-1.0553135943549583,11.654486025928238,-1.3930324718152227
bull_quiet_bull_volatile,5,0,5,24,90861,20317,15738,17.320962789315548,22.360528719692716,-1.3570632253337647,-7.443273055164405,-0.771827419261149,11.984241962129877,-1.4894488423699297
all,5,2,2,4,163546,12743,5635,3.4455138003986647,7.791691634157974,-0.3738793862274455,-6.688082413418808,-0.3570495525161743,4.0,-0.6014959892080116
bull_quiet_bull_volatile,5,2,2,4,90861,6991,3174,3.4932479281539934,7.694170216044287,-0.3167195615969322,-6.986139469722939,-0.20608794377161227,4.0,-0.6285211701310621
all,5,2,2,8,163546,18026,8144,4.9796387560686295,11.02197546867548,-0.5567724151568487,-6.760856417611522,0.44761484478479413,5.232318271119843,-0.672929094191908
bull_quiet_bull_volatile,5,2,2,8,90861,10080,4614,5.078086307656751,11.093868656519298,-0.50977186855328,-7.0866141732283445,0.6361469742745475,5.248374512353706,-0.706971268416201
all,5,2,2,12,163546,22906,10524,6.434886820833283,14.005845450209728,-0.7291803555261648,-6.834532374100721,0.9012182326244825,6.762827822120866,-0.7158277170929579
bull_quiet_bull_volatile,5,2,2,12,90861,12679,5896,6.489032698297399,13.954281815080178,-0.6876013935917004,-7.154460759468294,1.1282032142256708,6.7164179104477615,-0.7504147000016096
all,5,2,2,24,163546,35313,16945,10.360999351864306,21.59209029875387,-1.3050751030437493,-7.071476111243169,2.126112124069367,11.50073768073178,-0.796196356995777
bull_quiet_bull_volatile,5,2,2,24,90861,20317,9682,10.655836937740064,22.360528719692716,-1.3570632253337647,-7.443273055164405,2.578303321079113,11.697170006197068,-0.8282489893506394
all,5,2,3,4,163546,12743,6250,3.8215547919239845,7.791691634157974,-0.3738793862274455,-6.688082413418808,-1.2343370612798765,4.0,-0.7811543873579424
bull_quiet_bull_volatile,5,2,3,4,90861,6991,3541,3.897161598485599,7.694170216044287,-0.3167195615969322,-6.986139469722939,-1.158433565498602,4.0,-0.8137544730578554
all,5,2,3,8,163546,18026,9208,5.630220243845768,11.02197546867548,-0.5567724151568487,-6.760856417611522,-0.5249253224957026,5.284969591659427,-0.8762790042053985
bull_quiet_bull_volatile,5,2,3,8,90861,10080,5285,5.816576969216715,11.093868656519298,-0.50977186855328,-7.0866141732283445,-0.4196279340249801,5.319962157048249,-0.9246869970189959
all,5,2,3,12,163546,22906,12063,7.375906472796645,14.005845450209728,-0.7291803555261648,-6.834532374100721,-0.11438261160472941,6.874243554671309,-0.9353881719824813
bull_quiet_bull_volatile,5,2,3,12,90861,12679,6853,7.542289871341939,13.954281815080178,-0.6876013935917004,-7.154460759468294,0.0069728764478840565,6.848387567488691,-0.9851198825420291
all,5,2,3,24,163546,35313,20162,12.32803003436342,21.59209029875387,-1.3050751030437493,-7.071476111243169,1.0897647021560564,11.869259002083126,-1.059940610996828
bull_quiet_bull_volatile,5,2,3,24,90861,20317,11743,12.924136868403385,22.360528719692716,-1.3570632253337647,-7.443273055164405,1.5122048799506296,12.11104487779954,-1.1133863226542269
all,5,2,5,4,163546,12743,6651,4.066745747373828,7.791691634157974,-0.3738793862274455,-6.688082413418808,-1.9781932523349748,4.0,-0.9610266216884995
bull_quiet_bull_volatile,5,2,5,4,90861,6991,3802,4.184413554770473,7.694170216044287,-0.3167195615969322,-6.986139469722939,-2.111374336614809,4.0,-1.017891425660062
all,5,2,5,8,163546,18026,9953,6.085749575043107,11.02197546867548,-0.5567724151568487,-6.760856417611522,-1.4865047328086007,5.32703707424897,-1.0938466853671462
bull_quiet_bull_volatile,5,2,5,8,90861,10080,5771,6.351459922298897,11.093868656519298,-0.50977186855328,-7.0866141732283445,-1.6213401727569372,5.364754808525386,-1.1687202299209287
all,5,2,5,12,163546,22906,13200,8.071123720543456,14.005845450209728,-0.7291803555261648,-6.834532374100721,-1.163082205710994,6.968484848484849,-1.181160185791049
bull_quiet_bull_volatile,5,2,5,12,90861,12679,7575,8.336910225509294,13.954281815080178,-0.6876013935917004,-7.154460759468294,-1.3088179360500911,6.944950495049505,-1.2562765629026054
all,5,2,5,24,163546,35313,22903,14.004011103909603,21.59209029875387,-1.3050751030437493,-7.071476111243169,-0.3249073591171114,12.219709208400646,-1.387420446567715
bull_quiet_bull_volatile,5,2,5,24,90861,20317,13598,14.965716864221173,22.360528719692716,-1.3570632253337647,-7.443273055164405,-0.18526290879832383,12.525371378143845,-1.4840150731240132
all,5,3,2,4,163546,12743,4772,2.917833514729801,7.791691634157974,-0.3738793862274455,-6.688082413418808,-0.047040759350583855,4.0,-0.5966828716880075
bull_quiet_bull_volatile,5,3,2,4,90861,6991,2729,3.003488845599322,7.694170216044287,-0.3167195615969322,-6.986139469722939,0.07685678800804842,4.0,-0.6265607586077598
all,5,3,2,8,163546,18026,6910,4.225110977951157,11.02197546867548,-0.5567724151568487,-6.760856417611522,0.6760490319523315,5.237626628075254,-0.6701555235461027
bull_quiet_bull_volatile,5,3,2,8,90861,10080,3970,4.369311365712462,11.093868656519298,-0.50977186855328,-7.0866141732283445,0.8324943271608796,5.250377833753149,-0.703103626270566
all,5,3,2,12,163546,22906,8963,5.480415296002348,14.005845450209728,-0.7291803555261648,-6.834532374100721,1.0808321020799274,6.786566997657035,-0.7143982994991304
bull_quiet_bull_volatile,5,3,2,12,90861,12679,5109,5.6228745006108225,13.954281815080178,-0.6876013935917004,-7.154460759468294,1.2709396767954075,6.755137991779213,-0.745796130324906
all,5,3,2,24,163546,35313,14826,9.0653394152104,21.59209029875387,-1.3050751030437493,-7.071476111243169,2.166123707187724,11.781734790233374,-0.7981850327776546
bull_quiet_bull_volatile,5,3,2,24,90861,20317,8636,9.50462794818459,22.360528719692716,-1.3570632253337647,-7.443273055164405,2.5722261627239362,11.990273274664196,-0.82768557620236
all,5,3,3,4,163546,12743,5298,3.2394555660181235,7.791691634157974,-0.3738793862274455,-6.688082413418808,-0.7564938991737743,4.0,-0.7777803120640817
bull_quiet_bull_volatile,5,3,3,4,90861,6991,3035,3.3402670012436584,7.694170216044287,-0.3167195615969322,-6.986139469722939,-0.6902599427289967,4.0,-0.8067813823476935
all,5,3,3,8,163546,18026,7821,4.7821408044219975,11.02197546867548,-0.5567724151568487,-6.760856417611522,-0.11360069128044274,5.290372075182201,-0.8751207412615862
bull_quiet_bull_volatile,5,3,3,8,90861,10080,4530,4.985637402185756,11.093868656519298,-0.50977186855328,-7.0866141732283445,-0.023103501366618318,5.320088300220751,-0.9153932779055539
all,5,3,3,12,163546,22906,10285,6.288750565590109,14.005845450209728,-0.7291803555261648,-6.834532374100721,0.2541947737130652,6.897812348079728,-0.9352909659282862
bull_quiet_bull_volatile,5,3,3,12,90861,12679,5926,6.522050164537039,13.954281815080178,-0.6876013935917004,-7.154460759468294,0.3489666193244192,6.893688828889639,-0.9777762256476678
all,5,3,3,24,163546,35313,17698,10.82142027319531,21.59209029875387,-1.3050751030437493,-7.071476111243169,1.288503779504118,12.154367725166685,-1.0657975305972613
bull_quiet_bull_volatile,5,3,3,24,90861,20317,10485,11.53960445075445,22.360528719692716,-1.3570632253337647,-7.443273055164405,1.6398815622469094,12.418884120171674,-1.114197410907241
all,5,3,5,4,163546,12743,5631,3.4430680053318334,7.791691634157974,-0.3738793862274455,-6.688082413418808,-1.3361305964998997,4.0,-0.954469441469404
bull_quiet_bull_volatile,5,3,5,4,90861,6991,3251,3.577992758169071,7.694170216044287,-0.3167195615969322,-6.986139469722939,-1.431806528306836,4.0,-1.0039706341827443
all,5,3,5,8,163546,18026,8456,5.170410771281475,11.02197546867548,-0.5567724151568487,-6.760856417611522,-0.8630972440354588,5.336329233680227,-1.0938960265153985
bull_quiet_bull_volatile,5,3,5,8,90861,10080,4947,5.444580182916763,11.093868656519298,-0.50977186855328,-7.0866141732283445,-0.9601414369050537,5.3713361633313115,-1.1604805642623948
all,5,3,5,12,163546,22906,11254,6.881244420530004,14.005845450209728,-0.7291803555261648,-6.834532374100721,-0.5512282429287769,6.993069130975653,-1.1812546618366095
bull_quiet_bull_volatile,5,3,5,12,90861,12679,6551,7.2099140445295555,13.954281815080178,-0.6876013935917004,-7.154460759468294,-0.6721021250588964,6.994352007327126,-1.2499083721389919
all,5,3,5,24,163546,35313,20145,12.317635405329387,21.59209029875387,-1.3050751030437493,-7.071476111243169,0.19032869430457738,12.50771903698188,-1.3972412377719545
bull_quiet_bull_volatile,5,3,5,24,90861,20317,12161,13.38418023134238,22.360528719692716,-1.3570632253337647,-7.443273055164405,0.2898086194136547,12.831839486884302,-1.4878351124378952
all,5,5,2,4,163546,12743,3214,1.9651963361989897,7.791691634157974,-0.3738793862274455,-6.688082413418808,0.6031754125363947,4.0,-0.6020185380407529
bull_quiet_bull_volatile,5,5,2,4,90861,6991,1915,2.1076149282970693,7.694170216044287,-0.3167195615969322,-6.986139469722939,0.69567143619338,4.0,-0.6234355182986708
all,5,5,2,8,163546,18026,4650,2.8432367651914445,11.02197546867548,-0.5567724151568487,-6.760856417611522,1.227256516699584,5.235268817204301,-0.6743974864439995
bull_quiet_bull_volatile,5,5,2,8,90861,10080,2779,3.0585179559987234,11.093868656519298,-0.50977186855328,-7.0866141732283445,1.340769084060665,5.24361281036344,-0.700505522130993
all,5,5,2,12,163546,22906,5899,3.6069362748095335,14.005845450209728,-0.7291803555261648,-6.834532374100721,1.5992534032216732,6.667570774707578,-0.7151785038684121
bull_quiet_bull_volatile,5,5,2,12,90861,12679,3519,3.872948789909862,13.954281815080178,-0.6876013935917004,-7.154460759468294,1.738308050011832,6.6643932935493035,-0.7367418313140802
all,5,5,2,24,163546,35313,9367,5.727440597752315,21.59209029875387,-1.3050751030437493,-7.071476111243169,2.5618084035432913,11.318885448916408,-0.8034151119996993
bull_quiet_bull_volatile,5,5,2,24,90861,20317,5655,6.223792386172286,22.360528719692716,-1.3570632253337647,-7.443273055164405,2.8774745035212215,11.513351016799293,-0.828940317905797
all,5,5,3,4,163546,12743,3592,2.1963239700145523,7.791691634157974,-0.3738793862274455,-6.688082413418808,0.1163214356960646,4.0,-0.7919796266540479
