regime_subset,T,C,DD,H,n_total,n_hit,n_success,base_rate_pct,hit_rate_pct,avg_no_hit_eod_pct,worst5_no_hit_eod_pct,avg_post_hit_fail_eod_pct,avg_hit_time_h,avg_pre_hit_dd_pct_when_success
bull_quiet_bull_volatile,5,5,3,4,90861,6991,2135,2.3497430140544346,7.694170216044287,-0.3167195615969322,-6.986139469722939,0.16607871281180553,4.0,-0.8070377421038897
all,5,5,3,8,163546,18026,5290,3.234563975884461,11.02197546867548,-0.5567724151568487,-6.760856417611522,0.6923397557060436,5.283931947069943,-0.8868788026571397
bull_quiet_bull_volatile,5,5,3,8,90861,10080,3167,3.4855438526980773,11.093868656519298,-0.50977186855328,-7.0866141732283445,0.7609665936344742,5.303441742974424,-0.9111908284198725
all,5,5,3,12,163546,22906,6796,4.155405818546464,14.005845450209728,-0.7291803555261648,-6.834532374100721,1.0568187302323366,6.772218952324897,-0.9418844030861634
bull_quiet_bull_volatile,5,5,3,12,90861,12679,4069,4.478269004303277,13.954281815080178,-0.6876013935917004,-7.154460759468294,1.1298637026250518,6.7879085770459575,-0.9656315558301133
all,5,5,3,24,163546,35313,11174,6.832328519193378,21.59209029875387,-1.3050751030437493,-7.071476111243169,2.0341788831063625,11.660282799355647,-1.0684914878670702
bull_quiet_bull_volatile,5,5,3,24,90861,20317,6837,7.524680556014131,22.360528719692716,-1.3570632253337647,-7.443273055164405,2.298966775553258,11.932719028813807,-1.108036561785705
all,5,5,5,4,163546,12743,3823,2.337568635124063,7.791691634157974,-0.3738793862274455,-6.688082413418808,-0.26887065776967894,4.0,-0.9701267093490756
bull_quiet_bull_volatile,5,5,5,4,90861,6991,2285,2.5148303452526384,7.694170216044287,-0.3167195615969322,-6.986139469722939,-0.33006970905927324,4.0,-1.000998589846779
all,5,5,5,8,163546,18026,5752,3.5170533061034814,11.02197546867548,-0.5567724151568487,-6.760856417611522,0.1960373670197058,5.34144645340751,-1.1191408870989865
bull_quiet_bull_volatile,5,5,5,8,90861,10080,3471,3.820120843926437,11.093868656519298,-0.50977186855328,-7.0866141732283445,0.13853569212386183,5.366753097090176,-1.1655568524488173
all,5,5,5,12,163546,22906,7459,4.56079635087376,14.005845450209728,-0.7291803555261648,-6.834532374100721,0.5572569558520827,6.865263440139429,-1.1962148097109364
bull_quiet_bull_volatile,5,5,5,12,90861,12679,4514,4.968028086857948,13.954281815080178,-0.6876013935917004,-7.154460759468294,0.48673952564381634,6.899424014178113,-1.2494859220946193
all,5,5,5,24,163546,35313,12816,7.836327394127646,21.59209029875387,-1.3050751030437493,-7.071476111243169,1.44766785643845,12.05461922596754,-1.418980675540872
bull_quiet_bull_volatile,5,5,5,24,90861,20317,8000,8.804657663904205,22.360528719692716,-1.3570632253337647,-7.443273055164405,1.569922678579496,12.391,-1.505314918520756
all,7,0,2,4,163546,7641,4514,2.760079732919179,4.672080026414586,-0.299651937838857,-6.699647964758382,-0.1281208719409607,4.0,-0.5860926279422829
bull_quiet_bull_volatile,7,0,2,4,90861,4137,2418,2.6612077789150463,4.553108594446463,-0.23917055779594268,-7.006059042237012,0.24915792077194518,4.0,-0.601537367025476
all,7,0,2,8,163546,10836,6446,3.9413987501987204,6.625658836046128,-0.4325224400424907,-6.741798244177291,1.1267861860167743,5.198883028234564,-0.6630892883582962
bull_quiet_bull_volatile,7,0,2,8,90861,5965,3504,3.856440056790042,6.564972870648574,-0.3796710800311326,-7.063570171978798,1.574397468330155,5.239726027397261,-0.6883712164133869
all,7,0,2,12,163546,13912,8245,5.041395081506121,8.506475242439436,-0.5609924040827892,-6.788141774564512,1.910858663560251,6.682838083687083,-0.7096440797740864
bull_quiet_bull_volatile,7,0,2,12,90861,7574,4406,4.849165208395241,8.335809643301307,-0.5075858795330307,-7.095883110974601,2.3008891022453777,6.62369496141625,-0.7353845398691167
all,7,0,2,24,163546,21853,12576,7.689579690117765,13.361989898866375,-0.9899484928247307,-6.925968175968178,3.8391178674511197,11.022900763358779,-0.7835344842295432
bull_quiet_bull_volatile,7,0,2,24,90861,12368,6874,7.565402097709688,13.612000748395904,-0.9900248864821447,-7.2597744759766965,4.39177653771476,11.262729124236252,-0.8167294048029374
all,7,0,3,4,163546,7641,5040,3.0817017842075014,4.672080026414586,-0.299651937838857,-6.699647964758382,-1.7030702064393122,4.0,-0.7796128011821459
bull_quiet_bull_volatile,7,0,3,4,90861,4137,2712,2.984778948063526,4.553108594446463,-0.23917055779594268,-7.006059042237012,-1.3524967877255605,4.0,-0.7992433380553136
all,7,0,3,8,163546,10836,7320,4.47580497230137,6.625658836046128,-0.4325224400424907,-6.741798244177291,-0.5232261959488452,5.245901639344262,-0.8753289920635361
bull_quiet_bull_volatile,7,0,3,8,90861,5965,4009,4.412234071823995,6.564972870648574,-0.3796710800311326,-7.063570171978798,-0.08406653161505423,5.2940883013220255,-0.9075312859077244
all,7,0,3,12,163546,13912,9502,5.809986181257872,8.506475242439436,-0.5609924040827892,-6.788141774564512,0.3150523334672016,6.796884866343928,-0.9392377490711387
bull_quiet_bull_volatile,7,0,3,12,90861,7574,5127,5.642684980354608,8.335809643301307,-0.5075858795330307,-7.095883110974601,0.70431213624279,6.756387751121514,-0.9749240217652875
all,7,0,3,24,163546,21853,14994,9.168062808017316,13.361989898866375,-0.9899484928247307,-6.925968175968178,2.5340510792135,11.373616113111911,-1.0518304348516214
bull_quiet_bull_volatile,7,0,3,24,90861,12368,8353,9.193163183323978,13.612000748395904,-0.9900248864821447,-7.2597744759766965,3.149692128675202,11.681072668502335,-1.104862956057148
all,7,0,5,4,163546,7641,5429,3.3195553544568503,4.672080026414586,-0.299651937838857,-6.699647964758382,-3.400137952481413,4.0,-0.9957834348344947
bull_quiet_bull_volatile,7,0,5,4,90861,4137,2957,3.2544215890205916,4.553108594446463,-0.23917055779594268,-7.006059042237012,-3.4595541817539264,4.0,-1.050070580920187
all,7,0,5,8,163546,10836,8002,4.892813031196116,6.625658836046128,-0.4325224400424907,-6.741798244177291,-2.7108881765320074,5.286178455386153,-1.12548634755734
bull_quiet_bull_volatile,7,0,5,8,90861,5965,4441,4.887685585674822,6.564972870648574,-0.3796710800311326,-7.063570171978798,-2.720206787745179,5.3366358928169335,-1.1936148268414026
all,7,0,5,12,163546,13912,10525,6.43549826959999,8.506475242439436,-0.5609924040827892,-6.788141774564512,-2.052369890325933,6.895581947743468,-1.2190970189428785
bull_quiet_bull_volatile,7,0,5,12,90861,7574,5767,6.347057593466944,8.335809643301307,-0.5075858795330307,-7.095883110974601,-2.1359161391477035,6.868735911219004,-1.2959066957135887
all,7,0,5,24,163546,21853,17230,10.535262250376041,13.361989898866375,-0.9899484928247307,-6.925968175968178,-0.0681123839434617,11.749506674405108,-1.4111376701893261
bull_quiet_bull_volatile,7,0,5,24,90861,12368,9819,10.806616700234423,13.612000748395904,-0.9900248864821447,-7.2597744759766965,0.2069464596582686,12.116916182910684,-1.5163445706778422
all,7,2,2,4,163546,7641,3696,2.2599146417521676,4.672080026414586,-0.299651937838857,-6.699647964758382,0.10254256443219228,4.0,-0.5676624735150214
bull_quiet_bull_volatile,7,2,2,4,90861,4137,2052,2.2583946907914285,4.553108594446463,-0.23917055779594268,-7.006059042237012,0.3886854829746864,4.0,-0.5885545385732852
all,7,2,2,8,163546,10836,5363,3.2791997358541325,6.625658836046128,-0.4325224400424907,-6.741798244177291,1.1031268625602548,5.243333954876002,-0.6514299417016935
bull_quiet_bull_volatile,7,2,2,8,90861,5965,3007,3.3094506994199935,6.564972870648574,-0.3796710800311326,-7.063570171978798,1.487027319237493,5.270369138676422,-0.680843182433063
all,7,2,2,12,163546,13912,6937,4.241620094652268,8.506475242439436,-0.5609924040827892,-6.788141774564512,1.7434117753868468,6.776416318293211,-0.7012228492978181
bull_quiet_bull_volatile,7,2,2,12,90861,7574,3816,4.1998217056823055,8.335809643301307,-0.5075858795330307,-7.095883110974601,2.1060214726788944,6.69706498951782,-0.730513833448968
all,7,2,2,24,163546,21853,11082,6.7760752326562566,13.361989898866375,-0.9899484928247307,-6.925968175968178,3.4506824265747498,11.495036996931962,-0.7829585510873498
bull_quiet_bull_volatile,7,2,2,24,90861,12368,6208,6.832414347189664,13.612000748395904,-0.9900248864821447,-7.2597744759766965,4.034162519135968,11.6784793814433,-0.8185647930513702
all,7,2,3,4,163546,7641,4104,2.5093857385689655,4.672080026414586,-0.299651937838857,-6.699647964758382,-0.9952460252393387,4.0,-0.7536614923918862
bull_quiet_bull_volatile,7,2,3,4,90861,4137,2290,2.5203332562925786,4.553108594446463,-0.23917055779594268,-7.006059042237012,-0.8046826377316116,4.0,-0.779693399762162
all,7,2,3,8,163546,10836,6057,3.703545179949372,6.625658836046128,-0.4325224400424907,-6.741798244177291,-0.12218779989842612,5.289747399702823,-0.856197078277233
bull_quiet_bull_volatile,7,2,3,8,90861,5965,3429,3.7738963911909402,6.564972870648574,-0.3796710800311326,-7.063570171978798,0.1751063916807478,5.328667249927093,-0.8956511795080561
all,7,2,3,12,163546,13912,7962,4.868355080527802,8.506475242439436,-0.5609924040827892,-6.788141774564512,0.49350381344356503,6.895252449133384,-0.9255234080360034
bull_quiet_bull_volatile,7,2,3,12,90861,7574,4429,4.874478599178966,8.335809643301307,-0.5075858795330307,-7.095883110974601,0.7808482665133393,6.834951456310679,-0.9666320665590311
all,7,2,3,24,163546,21853,13202,8.072346618076871,13.361989898866375,-0.9899484928247307,-6.925968175968178,2.222681765324047,11.858506286926223,-1.0499449952809512
bull_quiet_bull_volatile,7,2,3,24,90861,12368,7541,8.299490430437702,13.612000748395904,-0.9900248864821447,-7.2597744759766965,2.8007785139043584,12.098660655085533,-1.1055571418951855
all,7,2,5,4,163546,7641,4372,2.6732540080466656,4.672080026414586,-0.299651937838857,-6.699647964758382,-1.985386041817236,4.0,-0.9407980301088251
bull_quiet_bull_volatile,7,2,5,4,90861,4137,2463,2.710733978274507,4.553108594446463,-0.23917055779594268,-7.006059042237012,-2.1281640092023006,4.0,-0.9949427308679282
all,7,2,5,8,163546,10836,6571,4.0178298460372,6.625658836046128,-0.4325224400424907,-6.741798244177291,-1.4672016275582997,5.338609039719982,-1.0870046357452061
bull_quiet_bull_volatile,7,2,5,8,90861,5965,3759,4.137088519826988,6.564972870648574,-0.3796710800311326,-7.063570171978798,-1.5529942523285216,5.379090183559457,-1.1556169147625428
all,7,2,5,12,163546,13912,8771,5.363017132794443,8.506475242439436,-0.5609924040827892,-6.788141774564512,-1.0088650474331666,7.009463003078326,-1.192388232290799
bull_quiet_bull_volatile,7,2,5,12,90861,7574,4943,5.440177854084811,8.335809643301307,-0.5075858795330307,-7.095883110974601,-1.1368783378141594,6.9650010115314585,-1.269518189149673
all,7,2,5,24,163546,21853,15157,9.267728956990693,13.361989898866375,-0.9899484928247307,-6.925968175968178,0.2724491443718577,12.263640562116514,-1.4076295245713843
bull_quiet_bull_volatile,7,2,5,24,90861,12368,8850,9.740152540694028,13.612000748395904,-0.9900248864821447,-7.2597744759766965,0.44652243043063267,12.574915254237288,-1.5143314516478408
all,7,3,2,4,163546,7641,3230,1.974979516466315,4.672080026414586,-0.299651937838857,-6.699647964758382,0.35689773749498505,4.0,-0.5578763321997294
bull_quiet_bull_volatile,7,3,2,4,90861,4137,1824,2.0074619473701585,4.553108594446463,-0.23917055779594268,-7.006059042237012,0.595893931219909,4.0,-0.5840421271523206
all,7,3,2,8,163546,10836,4699,2.8731977547601284,6.625658836046128,-0.4325224400424907,-6.741798244177291,1.2544314568051913,5.2504788252819745,-0.6468240212690071
bull_quiet_bull_volatile,7,3,2,8,90861,5965,2679,2.948459735199921,6.564972870648574,-0.3796710800311326,-7.063570171978798,1.586272288656731,5.276595744680851,-0.6778702802669017
all,7,3,2,12,163546,13912,6117,3.740232105951842,8.506475242439436,-0.5609924040827892,-6.788141774564512,1.8229751184334984,6.815105443845022,-0.700571708304494
bull_quiet_bull_volatile,7,3,2,12,90861,7574,3424,3.768393480151,8.335809643301307,-0.5075858795330307,-7.095883110974601,2.141454502799249,6.739485981308412,-0.7300148525047017
all,7,3,2,24,163546,21853,10071,6.157900529514632,13.361989898866375,-0.9899484928247307,-6.925968175968178,3.36945060428213,11.792274848575117,-0.7856219330120885
bull_quiet_bull_volatile,7,3,2,24,90861,12368,5736,6.312939545019315,13.612000748395904,-0.9900248864821447,-7.2597744759766965,3.923914845200576,11.96373779637378,-0.8200086935335638
all,7,3,3,4,163546,7641,3586,2.1926552774143055,4.672080026414586,-0.299651937838857,-6.699647964758382,-0.5479645466614631,4.0,-0.7445753055725083
bull_quiet_bull_volatile,7,3,3,4,90861,4137,2027,2.230880135591728,4.553108594446463,-0.23917055779594268,-7.006059042237012,-0.3939555744197255,4.0,-0.7689727988043269
all,7,3,3,8,163546,10836,5310,3.2467929512186173,6.625658836046128,-0.4325224400424907,-6.741798244177291,0.23219223955736829,5.298681732580038,-0.8528476595176899
bull_quiet_bull_volatile,7,3,3,8,90861,5965,3045,3.351272823323538,6.564972870648574,-0.3796710800311326,-7.063570171978798,0.47835906098666475,5.337274220032841,-0.8881098647863717
all,7,3,3,12,163546,13912,7030,4.298484829956098,8.506475242439436,-0.5609924040827892,-6.788141774564512,0.7650625367696728,6.938264580369844,-0.9263835925999967
bull_quiet_bull_volatile,7,3,3,12,90861,7574,3964,4.362707872464534,8.335809643301307,-0.5075858795330307,-7.095883110974601,1.0002962719816475,6.881937436932391,-0.9620716191061673
all,7,3,3,24,163546,21853,12034,7.358174458562116,13.361989898866375,-0.9899484928247307,-6.925968175968178,2.256046122109097,12.160877513711151,-1.055839429460132
bull_quiet_bull_volatile,7,3,3,24,90861,12368,6968,7.668856825260563,13.612000748395904,-0.9900248864821447,-7.2597744759766965,2.767526457722615,12.394374282433985,-1.1065579721713699
all,7,3,5,4,163546,7641,3811,2.330231249923569,4.672080026414586,-0.299651937838857,-6.699647964758382,-1.3282690635167955,4.0,-0.9246280133264959
bull_quiet_bull_volatile,7,3,5,4,90861,4137,2174,2.392665720165968,4.553108594446463,-0.23917055779594268,-7.006059042237012,-1.4482739759709975,4.0,-0.9749258957699884
all,7,3,5,8,163546,10836,5750,3.5158304085700656,6.625658836046128,-0.4325224400424907,-6.741798244177291,-0.8275706437321259,5.348869565217392,-1.0783920975719876
bull_quiet_bull_volatile,7,3,5,8,90861,5965,3328,3.6627375881841493,6.564972870648574,-0.3796710800311326,-7.063570171978798,-0.8929644597520704,5.387019230769231,-1.1392564289898992
all,7,3,5,12,163546,13912,7727,4.724664620351461,8.506475242439436,-0.5609924040827892,-6.788141774564512,-0.41701140514470697,7.0506017859453864,-1.1868908721720965
bull_quiet_bull_volatile,7,3,5,12,90861,7574,4409,4.852466955019205,8.335809643301307,-0.5075858795330307,-7.095883110974601,-0.5247855492182754,7.0083919256067135,-1.2559071184108481
all,7,3,5,24,163546,21853,13834,8.458782238636225,13.361989898866375,-0.9899484928247307,-6.925968175968178,0.6400846311589711,12.577417955761168,-1.4152745838862386
bull_quiet_bull_volatile,7,3,5,24,90861,12368,8180,9.00276246134205,13.612000748395904,-0.9900248864821447,-7.2597744759766965,0.7739204102143635,12.87921760391198,-1.5148112744180133
all,7,5,2,4,163546,7641,2257,1.3800398664595894,4.672080026414586,-0.299651937838857,-6.699647964758382,1.005911373075106,4.0,-0.5607379522893654
bull_quiet_bull_volatile,7,5,2,4,90861,4137,1329,1.4626737544160862,4.553108594446463,-0.23917055779594268,-7.006059042237012,1.1857733049340649,4.0,-0.5830365839175491
all,7,5,2,8,163546,10836,3330,2.0361243931370994,6.625658836046128,-0.4325224400424907,-6.741798244177291,1.74494232429914,5.288888888888889,-0.6517165369356575
bull_quiet_bull_volatile,7,5,2,8,90861,5965,1968,2.1659457853204342,6.564972870648574,-0.3796710800311326,-7.063570171978798,2.0059666249270336,5.298780487804878,-0.6785072401442921
all,7,5,2,12,163546,13912,4343,2.6555219938121386,8.506475242439436,-0.5609924040827892,-6.788141774564512,2.2202765746053332,6.854248215519227,-0.7025830501562134
bull_quiet_bull_volatile,7,5,2,12,90861,7574,2529,2.783372404001717,8.335809643301307,-0.5075858795330307,-7.095883110974601,2.465512780455214,6.785290628706999,-0.7264237594899361
all,7,5,2,24,163546,21853,7652,4.678805962848373,13.361989898866375,-0.9899484928247307,-6.925968175968178,3.4771966838715986,12.445373758494512,-0.7961593043102949
bull_quiet_bull_volatile,7,5,2,24,90861,12368,4515,4.9691286690659355,13.612000748395904,-0.9900248864821447,-7.2597744759766965,3.9367398085034386,12.599778516057587,-0.8253530933699937
all,7,5,3,4,163546,7641,2513,1.5365707507367958,4.672080026414586,-0.299651937838857,-6.699647964758382,0.39246830601327565,4.0,-0.7500548488625658
bull_quiet_bull_volatile,7,5,3,4,90861,4137,1478,1.626660503406302,4.553108594446463,-0.23917055779594268,-7.006059042237012,0.5011013750927878,4.0,-0.7674374336781916
all,7,5,3,8,163546,10836,3774,2.307607645555379,6.625658836046128,-0.4325224400424907,-6.741798244177291,1.0401362400032537,5.336512983571807,-0.8613000109257376
bull_quiet_bull_volatile,7,5,3,8,90861,5965,2237,2.4620023992692133,6.564972870648574,-0.3796710800311326,-7.063570171978798,1.2298066817375435,5.357174787662047,-0.888550959535101
all,7,5,3,12,163546,13912,4996,3.0547980384723563,8.506475242439436,-0.5609924040827892,-6.788141774564512,1.4958629916803035,6.966373098478783,-0.9283877491223528
bull_quiet_bull_volatile,7,5,3,12,90861,7574,2922,3.215901211741011,8.335809643301307,-0.5075858795330307,-7.095883110974601,1.6656351259173363,6.914442162902122,-0.9550251964024139
all,7,5,3,24,163546,21853,9181,5.613711127144656,13.361989898866375,-0.9899484928247307,-6.925968175968178,2.6497643511301523,12.804269687397888,-1.0704769173702684
bull_quiet_bull_volatile,7,5,3,24,90861,12368,5494,6.046598650686213,13.612000748395904,-0.9900248864821447,-7.2597744759766965,3.0348123845882364,13.0251183108846,-1.1129942259978731
all,7,5,5,4,163546,7641,2673,1.63440255341005,4.672080026414586,-0.299651937838857,-6.699647964758382,-0.11924384236950063,4.0,-0.9302461436820316
bull_quiet_bull_volatile,7,5,5,4,90861,4137,1583,1.7422216352450444,4.553108594446463,-0.23917055779594268,-7.006059042237012,-0.19981415856443063,4.0,-0.9674940938447323
all,7,5,5,8,163546,10836,4102,2.5081628410355497,6.625658836046128,-0.4325224400424907,-6.741798244177291,0.34168698383686025,5.393466601657728,-1.09515386806901
bull_quiet_bull_volatile,7,5,5,8,90861,5965,2452,2.698627573986639,6.564972870648574,-0.3796710800311326,-7.063570171978798,0.3154378523098371,5.417618270799347,-1.1453540921648342
all,7,5,5,12,163546,13912,5502,3.364191114426522,8.506475242439436,-0.5609924040827892,-6.788141774564512,0.7444819810554374,7.074518356961105,-1.1938507581230093
bull_quiet_bull_volatile,7,5,5,12,90861,7574,3259,3.5867974158329754,8.335809643301307,-0.5075858795330307,-7.095883110974601,0.6753641917642116,7.047560601411476,-1.255863508971297
all,7,5,5,24,163546,21853,10632,6.500923287637729,13.361989898866375,-0.9899484928247307,-6.925968175968178,1.602347968807151,13.22535741158766,-1.4460002331689361
bull_quiet_bull_volatile,7,5,5,24,90861,12368,6498,7.1515831875061915,13.612000748395904,-0.9900248864821447,-7.2597744759766965,1.7045354978377103,13.511234225915667,-1.5381027419225273
all,10,0,2,4,163546,3788,2402,1.4686999376322256,2.3161679282892886,-0.23216427853786303,-6.7133806477208955,1.0519249111099054,4.0,-0.5268776424587572
bull_quiet_bull_volatile,10,0,2,4,90861,1958,1226,1.3493137869933196,2.154939963240554,-0.16096565344726152,-7.007206285740857,1.601066544187659,4.0,-0.5366396668836116
all,10,0,2,8,163546,5459,3419,2.0905433333740966,3.3378988174580857,-0.3243046118661564,-6.7327645838136965,2.936298131168825,5.189821585258848,-0.6124231296163074
bull_quiet_bull_volatile,10,0,2,8,90861,2892,1799,1.9799473921704582,3.18288374550137,-0.2617674324338924,-7.034145312664765,3.618164809789768,5.274041133963313,-0.6298291318887637
all,10,0,2,12,163546,7183,4460,2.7270614995169558,4.392036491262397,-0.4185989366683295,-6.761565836298933,4.027362848817982,6.779372197309417,-0.6722599428638861
bull_quiet_bull_volatile,10,0,2,12,90861,3772,2300,2.531339078372459,4.1513960885308325,-0.35306565568359727,-7.067905365508016,4.670516019010989,6.739130434782608,-0.6989945105250384
all,10,0,2,24,163546,11467,6726,4.112604404876915,7.011483007838773,-0.703188329963705,-6.839629017531509,6.359101033695118,10.96818316978888,-0.7477240390280809
bull_quiet_bull_volatile,10,0,2,24,90861,6185,3512,3.8652447144539464,6.807100956405939,-0.655259550514714,-7.14285714285714,7.122586978881215,11.11503416856492,-0.7809044679898075
all,10,0,3,4,163546,3788,2671,1.633179655876634,2.3161679282892886,-0.23216427853786303,-6.7133806477208955,-0.8228639158768831,4.0,-0.7191665953406134
bull_quiet_bull_volatile,10,0,3,4,90861,1958,1369,1.5066970427356072,2.154939963240554,-0.16096565344726152,-7.007206285740857,-0.41845697091131856,4.0,-0.7318664792134226
all,10,0,3,8,163546,5459,3891,2.379147151260196,3.3378988174580857,-0.3243046118661564,-6.7327645838136965,1.0038895053610757,5.254176304291955,-0.8332934240626412
bull_quiet_bull_volatile,10,0,3,8,90861,2892,2058,2.2649981840393565,3.18288374550137,-0.2617674324338924,-7.034145312664765,1.6970137988700154,5.339164237123421,-0.8542750743439422
all,10,0,3,12,163546,7183,5148,3.147738251011948,4.392036491262397,-0.4185989366683295,-6.761565836298933,2.1266381798048433,6.901320901320902,-0.9085220356413733
bull_quiet_bull_volatile,10,0,3,12,90861,3772,2682,2.951761481823885,4.1513960885308325,-0.35306565568359727,-7.067905365508016,2.833415775388877,6.888888888888889,-0.9449024082606927
all,10,0,3,24,163546,11467,8073,4.936225893632373,7.011483007838773,-0.703188329963705,-6.839629017531509,5.015253887896163,11.373714851975722,-1.0303872145455668
bull_quiet_bull_volatile,10,0,3,24,90861,6185,4315,4.749012227468331,6.807100956405939,-0.655259550514714,-7.14285714285714,5.827930997069922,11.637543453070684,-1.0887592051156358
all,10,0,5,4,163546,3788,2872,1.7560808579849092,2.3161679282892886,-0.23216427853786303,-6.7133806477208955,-3.252495217872224,4.0,-0.9320878525160283
bull_quiet_bull_volatile,10,0,5,4,90861,1958,1490,1.6398674899021581,2.154939963240554,-0.16096565344726152,-7.007206285740857,-3.5551088221285387,4.0,-0.9815279314124401
all,10,0,5,8,163546,5459,4263,2.6066060924755114,3.3378988174580857,-0.3243046118661564,-6.7327645838136965,-2.1303765582952248,5.305184142622566,-1.0916335665433299
bull_quiet_bull_volatile,10,0,5,8,90861,2892,2281,2.5104280164206867,3.18288374550137,-0.2617674324338924,-7.034145312664765,-2.1891045552675927,5.387110916264796,-1.1465089453646744
all,10,0,5,12,163546,7183,5703,3.4870923165347976,4.392036491262397,-0.4185989366683295,-6.761565836298933,-1.102581098323814,6.995616342275995,-1.1891755899343648
bull_quiet_bull_volatile,10,0,5,12,90861,3772,3017,3.320456521499873,4.1513960885308325,-0.35306565568359727,-7.067905365508016,-1.1637242441191231,7.000331455087836,-1.2660468701437249
all,10,0,5,24,163546,11467,9295,5.68341628654935,7.011483007838773,-0.703188329963705,-6.839629017531509,1.984326973442719,11.75599784830554,-1.3967837496516091
bull_quiet_bull_volatile,10,0,5,24,90861,6185,5080,5.59095761657917,6.807100956405939,-0.655259550514714,-7.14285714285714,2.1785196571160426,12.079527559055117,-1.5082685225208845
all,10,2,2,4,163546,3788,2091,1.2785393711860884,2.3161679282892886,-0.23216427853786303,-6.7133806477208955,1.0262058228179918,4.0,-0.5259663160417969
bull_quiet_bull_volatile,10,2,2,4,90861,1958,1111,1.2227468330746964,2.154939963240554,-0.16096565344726152,-7.007206285740857,1.5235684985869375,4.0,-0.5329495909125843
all,10,2,2,8,163546,5459,3040,1.858804250791826,3.3378988174580857,-0.3243046118661564,-6.7327645838136965,2.6258033474452662,5.248684210526315,-0.6147940114372346
bull_quiet_bull_volatile,10,2,2,8,90861,2892,1653,1.8192623898042066,3.18288374550137,-0.2617674324338924,-7.034145312664765,3.319156089406314,5.311554748941319,-0.6283940769613626
all,10,2,2,12,163546,7183,3991,2.4402920279309797,4.392036491262397,-0.4185989366683295,-6.761565836298933,3.579650379944102,6.857429215735404,-0.6742642308536783
bull_quiet_bull_volatile,10,2,2,12,90861,3772,2123,2.3365360275585787,4.1513960885308325,-0.35306565568359727,-7.067905365508016,4.2824900546570825,6.792275082430523,-0.6969658075556273
all,10,2,2,24,163546,11467,6180,3.7787533782544362,7.011483007838773,-0.703188329963705,-6.839629017531509,5.807285705149915,11.267313915857605,-0.7520933510956404
bull_quiet_bull_volatile,10,2,2,24,90861,6185,3307,3.639625361816401,6.807100956405939,-0.655259550514714,-7.14285714285714,6.6917288333295355,11.3371635923798,-0.782921164152622
all,10,2,3,4,163546,3788,2306,1.4100008560282733,2.3161679282892886,-0.23216427853786303,-6.7133806477208955,-0.3939738439713403,4.0,-0.70330986633128
bull_quiet_bull_volatile,10,2,3,4,90861,1958,1230,1.3537161158252715,2.154939963240554,-0.16096565344726152,-7.007206285740857,-0.13619373290647022,4.0,-0.7143922663226525
all,10,2,3,8,163546,5459,3437,2.1015494111748376,3.3378988174580857,-0.3243046118661564,-6.7327645838136965,0.9912734957155914,5.316264183881292,-0.8237754209732816
bull_quiet_bull_volatile,10,2,3,8,90861,2892,1882,2.071295715433464,3.18288374550137,-0.2617674324338924,-7.034145312664765,1.5902170036548438,5.385759829968119,-0.8452114175798924
all,10,2,3,12,163546,7183,4591,2.807161287955682,4.392036491262397,-0.4185989366683295,-6.761565836298933,1.8788840881479758,6.996297103027663,-0.9043035283551641
bull_quiet_bull_volatile,10,2,3,12,90861,3772,2468,2.7162368893144473,4.1513960885308325,-0.35306565568359727,-7.067905365508016,2.542782103294157,6.956239870340356,-0.937904385111175
all,10,2,3,24,163546,11467,7411,4.531446810071784,7.011483007838773,-0.703188329963705,-6.839629017531509,4.361613943870449,11.694508163540682,-1.0320019462901178
bull_quiet_bull_volatile,10,2,3,24,90861,6185,4058,4.466162600015408,6.807100956405939,-0.655259550514714,-7.14285714285714,5.254398677688815,11.874815179891572,-1.087876511976018
all,10,2,5,4,163546,3788,2465,1.5072212099348197,2.3161679282892886,-0.23216427853786303,-6.7133806477208955,-1.9674829581341595,4.0,-0.9000784376022941
bull_quiet_bull_volatile,10,2,5,4,90861,1958,1326,1.4593720077921222,2.154939963240554,-0.16096565344726152,-7.007206285740857,-2.3577480410863547,4.0,-0.9371531514888429
all,10,2,5,8,163546,5459,3750,2.292932875154391,3.3378988174580857,-0.3243046118661564,-6.7327645838136965,-1.2044512555165572,5.370666666666667,-1.0709272980367384
bull_quiet_bull_volatile,10,2,5,8,90861,2892,2071,2.2793057527432015,3.18288374550137,-0.2617674324338924,-7.034145312664765,-1.3512128132590613,5.438918396909705,-1.1177301020029713
all,10,2,5,12,163546,7183,5069,3.0994337984420284,4.392036491262397,-0.4185989366683295,-6.761565836298933,-0.47768687361823514,7.095679621227067,-1.1764244814155738
bull_quiet_bull_volatile,10,2,5,12,90861,3772,2760,3.0376068940469505,4.1513960885308325,-0.35306565568359727,-7.067905365508016,-0.5963486421100381,7.076811594202899,-1.2445344407352086
