strategy,date,coin,setup_ids,btc_regime,alert_rank,next_max_return_pct,next_close_return_pct,hit_h2,hit_h5,hit_h6
setup_only,2025-08-04,KRW-MANTRA,S01+S02,bull_quiet,5,5.128205128205132,1.9943019943019946,1,0,1
setup_only,2025-08-04,KRW-XLM,S02,bull_quiet,6,5.178571428571432,2.678571428571419,1,0,1
setup_only,2025-08-04,KRW-HBAR,S02,bull_quiet,7,2.5787965616045794,0.2865329512893977,0,0,0
setup_only,2025-08-04,KRW-ALGO,S02,bull_quiet,8,2.6239067055393583,1.1661807580174877,0,0,0
setup_only,2025-08-04,KRW-JUP,S02,bull_quiet,9,3.5007610350076046,3.3485540334855513,0,0,0
setup_only,2025-08-04,KRW-ATH,S02,bull_quiet,10,12.993039443155464,11.600928074245932,1,0,1
setup_only,2025-08-05,KRW-AWE,S01+S02+S03,bull_quiet,1,1.3977128335451061,-5.717916137229984,0,0,0
setup_only,2025-08-05,KRW-ATH,S01+S02+S03,bull_quiet,2,8.506224066390033,-3.9419087136929543,1,0,1
setup_only,2025-08-05,KRW-1INCH,S01+S02+S03,bull_quiet,3,1.3123359580052396,-5.249343832021003,0,0,0
setup_only,2025-08-05,KRW-MNT,S02+S03,bull_quiet,4,12.701100762066053,7.959356477561386,0,0,1
setup_only,2025-08-05,KRW-BLAST,S02+S03,bull_quiet,5,2.054794520547931,-4.5662100456621,0,0,0
setup_only,2025-08-05,KRW-CRO,S02+S03,bull_quiet,6,1.5306122448979664,0.0,0,0,0
setup_only,2025-08-05,KRW-HYPER,S01+S02,bull_quiet,7,2.819237147595355,-5.63847429519071,0,0,0
setup_only,2025-08-05,KRW-UNI,S01+S02,bull_quiet,8,0.2883922134102379,-3.100216294160063,0,0,0
setup_only,2025-08-05,KRW-SAHARA,S01+S02,bull_quiet,9,2.2556390977443552,-6.766917293233088,0,0,0
setup_only,2025-08-05,KRW-SEI,S02,bull_quiet,10,1.4117647058823568,-4.23529411764706,0,0,0
setup_only,2025-08-06,KRW-GAS,S01+S02+S03,bull_quiet,1,3.529411764705892,-4.537815126050415,1,0,0
setup_only,2025-08-06,KRW-MNT,S01+S02+S03,bull_quiet,2,4.3921568627451,-4.862745098039212,1,0,0
setup_only,2025-08-06,KRW-ERA,S01+S02,bull_quiet,3,0.6364922206506307,-4.38472418670438,0,0,0
setup_only,2025-08-06,KRW-SYRUP,S02,bull_quiet,4,4.761904761904767,1.228878648233489,0,0,0
setup_only,2025-08-07,KRW-ATH,S01+S02+S03,bull_quiet,1,3.2258064516129004,0.8064516129032251,1,0,0
setup_only,2025-08-07,KRW-MANTRA,S01+S02,bull_quiet,2,1.0282776349614497,-1.7994858611825149,0,0,0
setup_only,2025-08-07,KRW-DEEP,S01+S02,bull_quiet,3,6.829268292682933,5.36585365853659,0,0,1
setup_only,2025-08-07,KRW-PENGU,S02,bull_quiet,4,4.848484848484835,3.6363636363636376,0,0,0
setup_only,2025-08-08,KRW-PENDLE,S01+S02+S03,bull_quiet,1,9.334298118668594,7.670043415340078,1,0,1
setup_only,2025-08-08,KRW-MNT,S01+S02+S03,bull_quiet,2,8.770718232044207,0.4834254143646355,1,0,1
setup_only,2025-08-08,KRW-XRP,S02+S03,bull_quiet,3,2.1015761821365997,-1.4229422066549868,0,0,0
setup_only,2025-08-08,KRW-XLM,S02+S03,bull_quiet,4,6.765676567656764,1.650165016501659,1,0,1
setup_only,2025-08-08,KRW-UNI,S02+S03,bull_quiet,5,5.574912891986061,3.832752613240409,0,0,1
setup_only,2025-08-08,KRW-CARV,S01+S02,bull_quiet,6,6.635071090047395,-1.1848341232227444,0,0,1
setup_only,2025-08-08,KRW-ORCA,S01+S02,bull_quiet,7,20.780399274047177,19.570477918935268,1,1,1
setup_only,2025-08-08,KRW-BEAM,S01+S02,bull_quiet,8,14.095238095238095,4.761904761904767,0,0,1
setup_only,2025-08-08,KRW-DEEP,S01+S02,bull_quiet,9,1.8433179723502224,-0.4608294930875556,0,0,0
setup_only,2025-08-08,KRW-LINK,S02,bull_quiet,10,7.789142407553107,7.35641227380015,1,0,1
setup_only,2025-08-09,KRW-ORCA,S01+S02+S03,bull_quiet,1,1.087781431823931,-4.477611940298509,0,0,0
setup_only,2025-08-09,KRW-TAIKO,S01+S02+S03,bull_quiet,2,0.14409221902016434,-0.5763688760806907,0,0,0
setup_only,2025-08-09,KRW-W,S01+S02+S03,bull_quiet,3,4.800000000000004,0.0,1,0,0
setup_only,2025-08-09,KRW-PENDLE,S01+S02+S03,bull_quiet,4,7.604306864064614,5.047106325706596,1,0,1
setup_only,2025-08-09,KRW-LINK,S02+S03,bull_quiet,5,10.84646390619275,10.553316233052401,1,0,1
setup_only,2025-08-09,KRW-PEPE,S01+S02,bull_quiet,6,6.748466257668717,4.294478527607382,0,0,1
setup_only,2025-08-09,KRW-DRIFT,S02,bull_quiet,7,8.005082592121981,1.3977128335451061,1,0,1
setup_only,2025-08-09,KRW-BLAST,S02,bull_quiet,8,1.3215859030836885,0.6607929515418665,0,0,0
setup_only,2025-08-09,KRW-MOODENG,S02,bull_quiet,9,10.373443983402497,2.4896265560165887,0,0,1
setup_only,2025-08-09,KRW-ID,S02,bull_quiet,10,2.8806584362139898,0.8230452674897082,0,0,0
setup_only,2025-08-10,KRW-COW,S01+S02+S03,bull_quiet,1,5.475040257648955,-4.99194847020934,1,0,1
setup_only,2025-08-10,KRW-ENA,S01+S02+S03,bull_quiet,2,9.674234945705829,7.996051332675225,1,0,1
setup_only,2025-08-10,KRW-ARB,S01+S02+S03,bull_quiet,3,2.60736196319018,-1.8404907975460127,0,0,0
setup_only,2025-08-10,KRW-COMP,S02+S03,bull_quiet,4,1.9710906701708275,-2.2996057818659654,0,0,0
setup_only,2025-08-10,KRW-LINK,S02+S03,bull_quiet,5,3.281405369572421,0.3977461054027076,0,0,0
setup_only,2025-08-10,KRW-OP,S02+S03,bull_quiet,6,1.1680143755615546,-2.695417789757415,0,0,0
setup_only,2025-08-10,KRW-PROVE,S02,bull_quiet,7,12.969634585692225,-0.30880082346885773,1,0,1
setup_only,2025-08-10,KRW-XTZ,S02,bull_quiet,8,0.8012820512820484,-3.2852564102564097,0,0,0
setup_only,2025-08-10,KRW-CELO,S02,bull_quiet,9,1.6000000000000014,-0.6000000000000005,0,0,0
setup_only,2025-08-10,KRW-IMX,S02,bull_quiet,10,9.598051157125443,-0.12180267965895553,1,0,1
setup_only,2025-08-11,KRW-ZRO,S01+S02+S03,bull_quiet,1,16.44284310514248,4.5528987880772975,1,0,1
setup_only,2025-08-11,KRW-RAY,S01+S02+S03,bull_quiet,2,1.3404255319148906,-7.085106382978723,0,0,0
setup_only,2025-08-11,KRW-ENA,S01+S02+S03,bull_quiet,3,7.031963470319624,0.273972602739736,1,0,1
setup_only,2025-08-11,KRW-BEAM,S01+S02,bull_quiet,4,2.564102564102577,-6.837606837606824,0,0,0
setup_only,2025-08-11,KRW-SAHARA,S02,bull_quiet,5,4.477611940298498,-3.731343283582089,1,0,0
setup_only,2025-08-11,KRW-BSV,S02,bull_quiet,6,7.317682317682328,-1.098901098901095,1,0,1
setup_only,2025-08-11,KRW-ERA,S02,bull_quiet,7,2.6000000000000023,-6.066666666666665,0,0,0
setup_only,2025-08-12,KRW-PROVE,S02,bull_quiet,1,7.2072072072072,-5.5405405405405395,1,0,1
setup_only,2025-08-12,KRW-CTC,S02,bull_quiet,2,7.07876370887337,1.6949152542372836,1,0,1
setup_only,2025-08-12,KRW-ZRO,S01,bull_quiet,3,1.3775829680651164,-2.6925485284909234,0,0,0
