pattern,split_cond,median_cut,n_hi,n_lo,net_tp_sl_hi,net_tp_sl_lo,net_tp_sl_diff,net_eod_hi,net_eod_lo,spike_dump_hi,spike_dump_lo,spike_sustain_hi,spike_sustain_lo,n_spike,abs_net_diff
rv_21d,f_qv_surge_30d,0.5199143425224806,13150,13149,-0.011044152486125355,-0.004755852973488643,-0.006288299512636712,-0.004410498465289269,-0.0025118487285405128,0.14785553047404063,0.08126410835214447,0.7121896162528216,0.7776523702031602,1772,0.006288299512636712
rv_21d,f_qv_rank,46.0,14042,13942,-0.005026523481577434,-0.011048243193224727,0.006021719711647293,-0.0013296361499920435,-0.006269909793605134,0.11361310133060389,0.1162046908315565,0.7287615148413511,0.7547974413646056,1915,0.006021719711647293
rv_21d,f_pos_in_20d_range,0.3373493975903511,13581,13581,-0.009811801440904145,-0.005924454001631028,-0.003887347439273117,-0.005063346616129242,-0.0022737833610759124,0.12104689203925845,0.11123227917121047,0.7502726281352236,0.7317339149400218,1834,0.003887347439273117
rv_21d,f_qv_surge_7d,0.6823456376147448,13992,13992,-0.009798818227304508,-0.006254430009420014,-0.0035443882178844933,-0.004323922271988575,-0.003257969749211472,0.1524008350730689,0.07732497387669801,0.7035490605427975,0.7795193312434692,1915,0.0035443882178844933
rv_21d,f_bounce_off_7d_low,0.11822545002531581,13992,13992,-0.009575958663492928,-0.006477289573231594,-0.003098669090261334,-0.004825717512187525,-0.00275617450901252,0.14718162839248433,0.08254963427377221,0.7045929018789144,0.7784743991640544,1915,0.003098669090261334
rv_21d,f_rv_21d,0.06926757166188408,13992,13992,-0.009014689730982066,-0.007038558505742454,-0.0019761312252396116,-0.004479004758297577,-0.0031028872629024692,0.12839248434237996,0.1013584117032393,0.7233820459290188,0.7596656217345873,1915,0.0019761312252396116
rv_21d,f_dist_from_20d_high,-0.26444519978850456,13581,13581,-0.008792688232506129,-0.0069435672100290405,-0.0018491210224770883,-0.0049344580686742886,-0.002402671908530866,0.12540894220283533,0.10687022900763359,0.7535441657579062,0.7284623773173392,1834,0.0018491210224770883
rv_21d,f_atr_pct_14,0.11509471780344313,13992,13992,-0.008851213474327378,-0.007202034762397143,-0.0016491787119302347,-0.002837099895428664,-0.0047447921257713814,0.10960334029227557,0.12016718913270637,0.7369519832985386,0.7460815047021944,1915,0.0016491787119302347
rv_21d,f_dist_from_60d_high,-0.35308450010307946,12212,12212,-0.008562992691380155,-0.007269068118880215,-0.00129392457249994,-0.0031844397095832006,-0.0035695617584736703,0.13135068153655513,0.09553349875930521,0.7496902106567535,0.7431761786600496,1613,0.00129392457249994
rv_21d,f_rsi_14,46.68732873061465,13992,13992,-0.008615417161465177,-0.0074378310752593445,-0.001177586086205832,-0.003763063100073756,-0.0038188289211262905,0.1127348643006263,0.11703239289446186,0.7609603340292276,0.722048066875653,1915,0.001177586086205832
