market,date,pump_prob,raw_score,regime,f_qv_surge_7d,f_qv_surge_30d,f_ret_3d,f_ret_7d,f_bounce_off_7d_low,f_atr_pct_14,f_rv_7d,f_qv_rank
KRW-PRL,2026-07-26,0.02188287153652393,0.530530486313036,bear_quiet,2.5664404670234835,0.9938031985950988,0.06854838709677424,0.03921568627450989,0.0860655737704874,0.05390835579514804,0.02839726826859547,61.0
KRW-TREE,2026-07-26,0.02188287153652393,0.5393455525448627,bear_quiet,0.2052939251693717,0.532936932253485,-0.0017985611510791255,0.025878003696857554,0.11445783132527887,0.11068211068210869,0.04109297121003649,55.0
KRW-WET,2026-07-26,0.02188287153652393,0.5226211058523874,bear_quiet,3.36591104659114,2.2612278758991025,-0.03861386138613865,-0.0030800821355236874,0.030785562632685393,0.062159776371928176,0.03517302163490172,31.0
KRW-ZKC,2026-07-26,0.02188287153652393,0.5078931992778347,bear_quiet,1.8407517823516706,4.4594574611583555,0.0016025641025640969,0.0016025641025640969,0.06473594548550143,0.07497142857142737,0.03320867337031542,11.0
KRW-ZBT,2026-07-26,0.02188287153652393,0.5446098475742147,bear_quiet,0.2937549246724105,0.2079339782774011,0.06711409395973145,0.052980132450331174,0.2519685039369981,0.14106019766397035,0.06787958444197807,69.0
KRW-ENSO,2026-07-26,0.02188287153652393,0.5429255530740902,bear_quiet,2.1763077146920295,1.6899040316959426,0.07370336669699729,0.13243761996161219,0.17063492063491936,0.05532687651331716,0.024953061448786347,21.0
KRW-BARD,2026-07-26,0.016370218794270423,0.42910500984917077,bear_quiet,0.65897634657965,1.5844467706280942,0.016393442622950838,0.03333333333333344,0.044943820224713216,0.07066052227342512,0.03191531745103649,34.0
KRW-HOLO,2026-07-26,0.016370218794270423,0.4485358796837408,bear_quiet,0.43440556184000706,0.5633072430559067,0.02378490175801451,0.021671826625387025,0.1471610660486542,0.07034632034631964,0.02979380522367662,84.0
KRW-VANA,2026-07-26,0.016370218794270423,0.4339324082721415,bear_quiet,1.3970926806267476,0.7816812481126628,-0.024459613196814556,0.030649038461538547,0.04957160342717204,0.15189504373177834,0.028680061963383387,24.0
KRW-PROS,2026-07-26,0.016370218794270423,0.4366260882625301,bear_quiet,0.177784665980921,0.21450515149911356,0.064030131826742,0.04243542435424352,0.21505376344085758,0.08445006321112501,0.05511193787346417,71.0
KRW-B3,2026-07-26,0.011964735516372796,0.4204062442136926,bear_quiet,0.20878925197609557,0.12817109685652647,-0.03091397849462363,-0.0942211055276383,0.027065527064064065,0.17455914404572584,0.014566259720498182,67.0
