n,n_days,top3_coverage,avg_picks_per_day,replacement_rate_vs_r1,candidate_veto_rate,fallback_pick_rate,net_mean,daily_net_mean,hit_rate,sl_first_rate,tp_first_rate,mfe10_rate,mfe20_rate,dn5_rate,safe_up10_rate,eod_deep_loss_rate,mfe_mean,mae_mean,cvar95,cum_net,max_drawdown,sharpe_sqrt365,cohort,policy,fold
399,133,1.0,3.0,0.0,0.0,0.0,-0.012540407943571273,-0.012540407943571273,0.24310776942355888,0.6766917293233082,0.18546365914786966,0.15538847117794485,0.040100250626566414,0.3684210526315789,0.13533834586466165,0.18045112781954886,0.056603973199056724,-0.04562619054626532,-0.03149999999999999,-0.8180326558687856,-0.8311295328442498,-12.290006197981008,d1_conservative_all_oos,R1_baseline,5
399,133,1.0,3.0,0.49624060150375937,0.33,0.0,-0.0063720548875896175,-0.006372054887589618,0.3233082706766917,0.5388471177944862,0.22055137844611528,0.15037593984962405,0.03759398496240601,0.2857142857142857,0.13283208020050125,0.13533834586466165,0.05140555618094931,-0.037740338306295806,-0.03149999999999999,-0.585344498857693,-0.6389134821667332,-5.716044901203142,d1_conservative_all_oos,veto_within_day_top_third,5
399,133,1.0,3.0,0.0025062656641604564,0.0812781954887218,0.0,-0.012540407943571273,-0.012540407943571273,0.24310776942355888,0.6766917293233082,0.18546365914786966,0.15538847117794485,0.040100250626566414,0.3684210526315789,0.13533834586466165,0.18045112781954886,0.056542576967735736,-0.04560375496651313,-0.03149999999999999,-0.8180326558687856,-0.8311295328442498,-12.290006197981008,d1_conservative_all_oos,veto_train_cal50,5
399,133,1.0,3.0,0.9674185463659148,0.0,0.0,-0.0027573791824530396,-0.002757379182453039,0.41854636591478694,0.17543859649122806,0.05513784461152882,0.010025062656641603,0.0,0.042606516290726815,0.010025062656641603,0.017543859649122806,0.016853103009918855,-0.017306262566978613,-0.03149999999999999,-0.31914454480621735,-0.32975014781967793,-3.2686204181509053,d1_conservative_all_oos,lexicographic_risk_first,5
141,47,1.0,3.0,0.0,0.0,0.0,-0.013409341355855198,-0.013409341355855194,0.24113475177304963,0.7163120567375887,0.1773049645390071,0.1773049645390071,0.09929078014184398,0.45390070921985815,0.1276595744680851,0.19148936170212766,0.07437181610159249,-0.05459011732385032,-0.0315,-0.47296853737523503,-0.49756574977863055,-16.055539658182987,d1_conservative_locked_180,R1_baseline,4
141,47,1.0,3.0,0.3262411347517731,0.33,0.0,-0.012005055516023351,-0.012005055516023351,0.28368794326241137,0.6737588652482269,0.16312056737588654,0.14184397163120568,0.0851063829787234,0.41843971631205673,0.12056737588652482,0.1702127659574468,0.06876464025653178,-0.05161120769103571,-0.0315,-0.4374293107861862,-0.45859638816007214,-12.747584095773048,d1_conservative_locked_180,veto_within_day_top_third,4
141,47,1.0,3.0,0.007092198581560294,0.1576595744680851,0.0,-0.012841965469330374,-0.012841965469330372,0.24822695035460993,0.7092198581560284,0.18439716312056736,0.1702127659574468,0.09219858156028368,0.44680851063829785,0.1276595744680851,0.19148936170212766,0.06994273830994067,-0.053997460024456496,-0.0315,-0.4584572597947907,-0.48373173153126886,-15.555785701122566,d1_conservative_locked_180,veto_train_cal50,4
141,47,1.0,3.0,0.950354609929078,0.0,0.0,-0.003459123131994223,-0.0034591231319942226,0.4397163120567376,0.23404255319148937,0.07801418439716312,0.02127659574468085,0.0070921985815602835,0.09929078014184398,0.02127659574468085,0.04964539007092199,0.022925493301109195,-0.021725444584044882,-0.0315,-0.1544043457030988,-0.1804382351120671,-4.570262347805163,d1_conservative_locked_180,lexicographic_risk_first,4
399,133,1.0,3.0,0.0,0.0,0.0,-0.012540407943571273,-0.012540407943571273,0.24310776942355888,0.6766917293233082,0.18546365914786966,0.15538847117794485,0.040100250626566414,0.3684210526315789,0.13533834586466165,0.18045112781954886,0.056603973199056724,-0.04562619054626532,-0.03149999999999999,-0.8180326558687856,-0.8311295328442498,-12.290006197981008,d1_conservative_locked_180,R1_baseline,5
399,133,1.0,3.0,0.49624060150375937,0.33,0.0,-0.0063720548875896175,-0.006372054887589618,0.3233082706766917,0.5388471177944862,0.22055137844611528,0.15037593984962405,0.03759398496240601,0.2857142857142857,0.13283208020050125,0.13533834586466165,0.05140555618094931,-0.037740338306295806,-0.03149999999999999,-0.585344498857693,-0.6389134821667332,-5.716044901203142,d1_conservative_locked_180,veto_within_day_top_third,5
