head,regime,liq,topK_pct,n_sub,base_rate_pct,n_top,precision_pct,lift,active_days,total_days,active_pct_of_period,avg_fail_eod_pct,worst5_fail_eod_pct
h1_stable_3_4h,bull_volatile,all,1.0,32170,7.193036990985389,321,12.77258566978193,1.7756874718966495,18,268,6.7164179104477615,-1.213149637668155,-8.609253406815274
h1_stable_3_4h,bull_volatile,all,2.0,32170,7.193036990985389,643,11.508553654743391,1.5999575240842476,58,268,21.641791044776117,-0.44224188857634,-8.07642429207646
h1_stable_3_4h,bull_volatile,top100,0.1,26800,7.5,26,0.0,0.0,1,268,0.3731343283582089,-5.134678002959482,-8.876194127440115
h1_stable_3_4h,bull_volatile,top100,0.5,26800,7.5,134,9.701492537313433,1.2935323383084578,7,268,2.6119402985074625,-3.4043873908246827,-9.101744501029362
h1_stable_3_4h,bull_volatile,top100,1.0,26800,7.5,268,13.432835820895523,1.791044776119403,26,268,9.701492537313433,-1.4688627014692528,-8.705059729087356
h1_stable_3_4h,bull_volatile,top100,2.0,26800,7.5,536,13.059701492537313,1.7412935323383083,66,268,24.62686567164179,-0.82309854017464,-8.497900071544256
h1_stable_3_4h,bull_volatile,top50,0.1,13400,8.26865671641791,13,0.0,0.0,1,268,0.3731343283582089,-5.496460203453383,
h1_stable_3_4h,bull_volatile,top50,0.5,13400,8.26865671641791,67,8.955223880597014,1.083032490974729,8,268,2.9850746268656714,-3.5286141169345817,-9.101744501029362
h1_stable_3_4h,bull_volatile,top50,1.0,13400,8.26865671641791,134,13.432835820895523,1.6245487364620939,25,268,9.328358208955224,-1.9196453330665182,-8.959846974256685
h1_stable_3_4h,bull_volatile,top50,2.0,13400,8.26865671641791,268,13.805970149253731,1.6696750902527078,54,268,20.149253731343283,-1.6181803645098607,-8.97352260658767
h1_stable_3_4h,bear_all,all,0.1,16486,7.56399369161713,16,6.25,0.8262830793905372,2,132,1.5151515151515151,3.6618869338635918,
h1_stable_3_4h,bear_all,all,0.5,16486,7.56399369161713,82,2.4390243902439024,0.3224519334206975,9,132,6.8181818181818175,3.1669308739848536,0.6503807252655169
h1_stable_3_4h,bear_all,all,1.0,16486,7.56399369161713,164,4.878048780487805,0.644903866841395,32,132,24.242424242424242,2.0985623477000876,-4.458231758031708
h1_stable_3_4h,bear_all,all,2.0,16486,7.56399369161713,329,8.51063829787234,1.1251514272551997,62,132,46.96969696969697,1.2187369289594727,-5.703617870477673
h1_stable_3_4h,bear_all,top100,0.1,13200,7.833333333333334,13,7.6923076923076925,0.9819967266775778,2,132,1.5151515151515151,3.9238512223595223,
h1_stable_3_4h,bear_all,top100,0.5,13200,7.833333333333334,66,3.0303030303030303,0.38684719535783363,10,132,7.575757575757576,2.815544027787162,-2.8629801168106574
h1_stable_3_4h,bear_all,top100,1.0,13200,7.833333333333334,132,6.0606060606060606,0.7736943907156673,31,132,23.484848484848484,2.036017330971076,-4.797398845768944
h1_stable_3_4h,bear_all,top100,2.0,13200,7.833333333333334,264,7.954545454545454,1.0154738878143132,60,132,45.45454545454545,1.1129485071848173,-5.695756083429906
h1_stable_3_4h,bear_all,top50,0.1,6600,8.5,6,16.666666666666664,1.96078431372549,2,132,1.5151515151515151,4.479227583610856,
h1_stable_3_4h,bear_all,top50,0.5,6600,8.5,33,9.090909090909092,1.0695187165775402,10,132,7.575757575757576,2.2111816056284126,-5.002287064536408
h1_stable_3_4h,bear_all,top50,1.0,6600,8.5,66,9.090909090909092,1.0695187165775402,23,132,17.424242424242426,1.9370800766542038,-5.612167099009938
h1_stable_3_4h,bear_all,top50,2.0,6600,8.5,132,10.606060606060606,1.2477718360071302,41,132,31.060606060606062,0.7358891739646106,-6.176635530333557
h2_hit_3_4h,all,all,0.1,105656,15.7681532520633,105,40.95238095238095,2.5971577202309497,26,780,3.3333333333333335,-3.2331374873710663,-10.608206825548978
h2_hit_3_4h,all,all,0.5,105656,15.7681532520633,528,44.696969696969695,2.8346356724507986,194,780,24.871794871794872,-3.4780058589873417,-12.709846255471216
h2_hit_3_4h,all,all,1.0,105656,15.7681532520633,1056,47.63257575757576,3.020808778056677,367,780,47.05128205128205,-2.8530008063814756,-12.003876348053382
h2_hit_3_4h,all,all,2.0,105656,15.7681532520633,2113,48.414576431613824,3.0704024534565364,540,780,69.23076923076923,-2.1891419677250643,-11.942718209638963
h2_hit_3_4h,all,top100,0.1,78000,17.76153846153846,78,41.02564102564102,2.3098022231846396,23,780,2.9487179487179485,-2.7227557132759963,-10.687822276726184
h2_hit_3_4h,all,top100,0.5,78000,17.76153846153846,390,48.205128205128204,2.714017612241952,163,780,20.897435897435898,-3.597351840207672,-12.096464590182196
h2_hit_3_4h,all,top100,1.0,78000,17.76153846153846,780,49.743589743589745,2.8006351956113757,304,780,38.97435897435898,-3.3211367364232496,-12.565473454273004
h2_hit_3_4h,all,top100,2.0,78000,17.76153846153846,1560,50.57692307692307,2.8475530532698135,485,780,62.17948717948718,-2.420357216580419,-11.853427996948945
h2_hit_3_4h,all,top50,0.1,39000,21.628205128205128,39,51.28205128205128,2.3710729104919976,19,780,2.435897435897436,-3.7499902189553556,
h2_hit_3_4h,all,top50,0.5,39000,21.628205128205128,195,51.28205128205128,2.3710729104919976,104,780,13.333333333333334,-4.55805103205222,-20.04946319018405
h2_hit_3_4h,all,top50,1.0,39000,21.628205128205128,390,52.307692307692314,2.418494368701838,200,780,25.64102564102564,-4.4908744060138215,-16.963154878494592
h2_hit_3_4h,all,top50,2.0,39000,21.628205128205128,780,52.69230769230769,2.436277415530528,342,780,43.84615384615385,-3.7221656653463056,-14.143033352445759
h2_hit_3_4h,bull_all,all,0.1,89170,15.508579118537625,89,40.44943820224719,2.608197559110841,18,648,2.7777777777777777,-2.749276897162965,-10.390269346201219
h2_hit_3_4h,bull_all,all,0.5,89170,15.508579118537625,445,43.146067415730336,2.782077396384897,147,648,22.685185185185187,-3.298866286589867,-12.32188186517688
