feature,market,date,first,touched_tp,touched_sl,both_touched,tp_bar,sl_bar,ambiguous_bar,intraday_max,intraday_min,eod_ret,n_bars,net_hard_sl_path,net_tp_eod_noSL,net_timestop_4h,net_eod_tpcap,net_trailing_3pct
f_qv_surge_7d,KRW-SYRUP,2026-01-02,none,False,False,False,,,,0.005586592178770999,-0.03351955307262566,-0.011173184357541888,93,-0.012673184357541887,-0.012673184357541887,-0.010810986964618295,-0.012673184357541887,-0.012673184357541887
f_qv_surge_7d,KRW-TIA,2026-01-02,none,False,False,False,,,,0.058011049723756924,-0.013812154696132617,0.05524861878453047,94,0.053748618784530466,0.053748618784530466,0.004024861878453136,0.053748618784530466,0.053748618784530466
f_qv_surge_7d,KRW-VTHO,2026-01-02,none,False,False,False,,,,0.01724137931034475,-0.025862068965517238,0.008620689655172376,96,0.007120689655172376,0.007120689655172376,-0.010120689655172375,0.007120689655172376,0.007120689655172376
f_qv_surge_7d,KRW-AERGO,2026-01-03,none,False,False,False,,,,0.03613177470775786,-0.03825717321997868,-0.019128586609989395,96,-0.020628586609989397,-0.020628586609989397,-0.008938894792773487,-0.020628586609989397,0.0035478214665250487
f_qv_surge_7d,KRW-AERO,2026-01-03,sl,False,True,False,,34.0,,0.029268292682926855,-0.06707317073170727,-0.007317073170731714,92,-0.051500000000000004,-0.008817073170731713,0.0009390243902439046,-0.008817073170731713,-0.051500000000000004
f_qv_surge_7d,KRW-API3,2026-01-03,none,False,False,False,,,,0.0058651026392961825,-0.030791788856304958,0.004398826979472137,86,0.002898826979472137,0.002898826979472137,-0.004432551319648091,0.002898826979472137,0.002898826979472137
f_qv_surge_7d,KRW-AQT,2026-01-03,none,False,False,False,,,,0.008064516129032251,-0.019585253456221197,-0.0023041474654378336,83,-0.0038041474654378336,-0.0038041474654378336,-0.0026520737327188613,-0.0038041474654378336,-0.0038041474654378336
f_qv_surge_7d,KRW-ASTR,2026-01-03,none,False,False,False,,,,0.0064102564102563875,-0.03205128205128205,-0.0064102564102563875,83,-0.007910256410256387,-0.007910256410256387,0.004910256410256388,-0.007910256410256387,-0.007910256410256387
f_qv_surge_7d,KRW-AVAX,2026-01-03,none,False,False,False,,,,0.042063094641962895,-0.01001502253380071,0.012518778167250888,96,0.011018778167250888,0.011018778167250888,0.031048823234852307,0.011018778167250888,0.002501001502253354
f_qv_surge_7d,KRW-AWE,2026-01-03,none,False,False,False,,,,0.004801920768307433,-0.02400960384153661,-0.007202881152460927,80,-0.008702881152460927,-0.008702881152460927,0.0009009603841537163,-0.008702881152460927,-0.008702881152460927
f_qv_surge_7d,KRW-BEAM,2026-01-03,none,False,False,False,,,,0.03023255813953485,-0.03023255813953485,0.0,84,-0.0015,-0.0015,0.021755813953488412,-0.0015,-0.002174418604651228
f_qv_surge_7d,KRW-BONK,2026-01-03,sl,False,True,False,,29.0,,0.014814814814814836,-0.059259259259259234,0.0,95,-0.051500000000000004,-0.0015,0.0059074074074073075,-0.0015,-0.051500000000000004
f_qv_surge_7d,KRW-CHZ,2026-01-03,none,False,False,False,,,,0.06614173228346454,-0.0047244094488188,0.03937007874015741,96,0.03787007874015741,0.03787007874015741,0.011098425196850283,0.03787007874015741,0.006688976377952795
f_qv_surge_7d,KRW-DOGE,2026-01-03,none,False,False,False,,,,0.02450980392156854,-0.014705882352941124,0.009803921568627416,96,0.008303921568627417,0.008303921568627417,0.01810784313725483,0.008303921568627417,0.008303921568627417
f_qv_surge_7d,KRW-DOOD,2026-01-03,sl,False,True,False,,31.0,,0.006896551724137945,-0.05747126436781613,-0.01839080459770115,96,-0.051500000000000004,-0.01989080459770115,-0.007247126436781435,-0.01989080459770115,-0.051500000000000004
f_qv_surge_7d,KRW-ERA,2026-01-03,none,False,False,False,,,,0.013201320132013139,-0.02640264026402639,-0.0033003300330033403,92,-0.00480033003300334,-0.00480033003300334,0.005100660066006681,-0.00480033003300334,-0.00480033003300334
f_qv_surge_7d,KRW-HOLO,2026-01-03,sl,False,True,False,,29.0,,0.08943089430894302,-0.06504065040650409,0.008130081300812941,96,-0.051500000000000004,0.006630081300812942,0.03915040650406515,0.006630081300812942,4.471544715439887e-05
f_qv_surge_7d,KRW-IOTA,2026-01-03,none,False,False,False,,,,0.021897810218978186,-0.029197080291970767,-0.007299270072992692,86,-0.008799270072992691,-0.008799270072992691,0.013098540145985384,-0.008799270072992691,-0.008799270072992691
f_qv_surge_7d,KRW-IP,2026-01-03,none,False,False,False,,,,0.057086614173228245,-0.03805774278215224,0.001312335958005173,96,-0.00018766404199482703,-0.00018766404199482703,0.00703018372703418,-0.00018766404199482703,0.02387401574803133
f_qv_surge_7d,KRW-MET2,2026-01-03,none,False,False,False,,,,0.026960784313725394,-0.02941176470588236,0.009803921568627416,72,0.008303921568627417,0.008303921568627417,0.01075490196078427,0.008303921568627417,0.008303921568627417
f_qv_surge_7d,KRW-MON,2026-01-03,none,False,False,False,,,,0.0767326732673268,-0.024752475247524774,0.054455445544554504,96,0.0529554455445545,0.0529554455445545,0.030678217821782205,0.0529554455445545,0.030925742574257564
f_qv_surge_7d,KRW-MOODENG,2026-01-03,sl,False,True,False,,29.0,,0.053097345132743445,-0.053097345132743334,0.017699115044247815,95,-0.051500000000000004,0.016199115044247814,0.016199115044247814,0.016199115044247814,-0.051500000000000004
f_qv_surge_7d,KRW-MVL,2026-01-03,none,False,False,False,,,,0.012195121951219523,-0.012195121951219412,0.0,76,-0.0015,-0.0015,-0.0015,-0.0015,-0.0015
f_qv_surge_7d,KRW-PENGU,2026-01-03,none,False,False,False,,,,0.07051282051282048,-0.03205128205128205,0.06410256410256432,96,0.06260256410256432,0.06260256410256432,0.030551282051282158,0.06260256410256432,0.018243589743589583
f_qv_surge_7d,KRW-PEPE,2026-01-03,none,False,False,False,,,,0.05420991926182239,-0.040369088811995524,0.018454440599769084,96,0.016954440599769083,0.016954440599769083,0.026181660899653958,0.016954440599769083,0.01772722029988444
f_qv_surge_7d,KRW-PUMP,2026-01-03,none,False,False,False,,,,0.045592705167173175,-0.045592705167173175,0.02127659574468077,95,0.01977659574468077,0.01977659574468077,0.013697568389057726,0.01977659574468077,0.0038799392097264586
f_qv_surge_7d,KRW-RAY,2026-01-03,none,False,False,False,,,,0.07722513089005245,-0.012434554973821954,0.045157068062827266,91,0.043657068062827264,0.043657068062827264,0.027295811518324664,0.043657068062827264,0.0434083769633507
f_qv_surge_7d,KRW-RENDER,2026-01-03,tp,True,False,False,77.0,,,0.2438580527752503,-0.017743403093721577,0.20837124658780715,96,0.0985,0.0985,0.022157870791628842,0.0985,0.0020395814376704137
f_qv_surge_7d,KRW-SAHARA,2026-01-03,none,False,False,False,,,,0.045454545454545414,-0.022727272727272707,0.037878787878787845,96,0.036378787878787844,0.036378787878787844,0.028803030303030275,0.036378787878787844,0.012590909090908932
f_qv_surge_7d,KRW-SHIB,2026-01-03,none,False,False,False,,,,0.00847457627118664,-0.0423728813559322,-0.016949152542372947,96,-0.01844915254237295,-0.01844915254237295,-0.0015,-0.01844915254237295,-0.01844915254237295
