score,label,regime,K,n_days,n_picks,precision_at_k,base_rate,lift,recall,pumps_caught,total_pumps
raw_composite,lab_pump20,bear_volatile,2,228,456,0.13596491228070176,0.030223734135810545,4.498613959140275,0.08946608946608947,62,693
raw_composite,lab_pump20,bear_volatile,3,228,684,0.13157894736842105,0.030223734135810545,4.353497379813169,0.12987012987012986,90,693
raw_composite,lab_pump20,bear_volatile,5,228,1140,0.10964912280701754,0.030223734135810545,3.627914483177641,0.18037518037518038,125,693
raw_logit,lab_pump20,ALL,1,800,800,0.125,0.021450192453817313,5.827453542392567,0.05807200929152149,100,1722
raw_logit,lab_pump20,ALL,2,800,1600,0.10875,0.021450192453817313,5.069884581881532,0.10104529616724739,174,1722
raw_logit,lab_pump20,ALL,3,800,2400,0.09125,0.021450192453817313,4.254041085946573,0.12717770034843207,219,1722
raw_logit,lab_pump20,ALL,5,800,4000,0.086,0.021450192453817313,4.009288037166085,0.1997677119628339,344,1722
raw_logit,lab_pump20,bull_quiet,1,323,323,0.09597523219814241,0.01606673876100726,5.9735353655632295,0.05961538461538462,31,520
raw_logit,lab_pump20,bull_quiet,2,323,646,0.08513931888544891,0.01606673876100726,5.299103953322219,0.10576923076923077,55,520
raw_logit,lab_pump20,bull_quiet,3,323,969,0.07327141382868937,0.01606673876100726,4.560440978010638,0.13653846153846153,71,520
raw_logit,lab_pump20,bull_quiet,5,323,1615,0.07120743034055728,0.01606673876100726,4.431977851869493,0.22115384615384615,115,520
raw_logit,lab_pump20,bull_volatile,1,119,119,0.06722689075630252,0.022914218566392478,2.933850463262228,0.029304029304029304,8,273
raw_logit,lab_pump20,bull_volatile,2,119,238,0.09663865546218488,0.022914218566392478,4.217410040939453,0.08424908424908426,23,273
raw_logit,lab_pump20,bull_volatile,3,119,357,0.08683473389355742,0.022914218566392478,3.7895568483803777,0.11355311355311355,31,273
raw_logit,lab_pump20,bull_volatile,5,119,595,0.08067226890756303,0.022914218566392478,3.520620555914674,0.17582417582417584,48,273
raw_logit,lab_pump20,bear_quiet,1,130,130,0.1076923076923077,0.018055236783719685,5.964602346805737,0.059322033898305086,14,236
raw_logit,lab_pump20,bear_quiet,2,130,260,0.1,0.018055236783719685,5.5385593220338984,0.11016949152542373,26,236
raw_logit,lab_pump20,bear_quiet,3,130,390,0.08461538461538462,0.018055236783719685,4.686473272490222,0.13983050847457626,33,236
raw_logit,lab_pump20,bear_quiet,5,130,650,0.08,0.018055236783719685,4.430847457627118,0.22033898305084745,52,236
raw_logit,lab_pump20,bear_volatile,1,228,228,0.20614035087719298,0.030223734135810545,6.820479228373966,0.06782106782106782,47,693
raw_logit,lab_pump20,bear_volatile,2,228,456,0.15350877192982457,0.030223734135810545,5.079080276448698,0.10101010101010101,70,693
raw_logit,lab_pump20,bear_volatile,3,228,684,0.12280701754385964,0.030223734135810545,4.063264221158958,0.12121212121212122,84,693
raw_logit,lab_pump20,bear_volatile,5,228,1140,0.11315789473684211,0.030223734135810545,3.744007746639326,0.18614718614718614,129,693
raw_xgb,lab_pump20,ALL,1,800,800,0.1225,0.021450192453817313,5.710904471544715,0.056910569105691054,98,1722
raw_xgb,lab_pump20,ALL,2,800,1600,0.110625,0.021450192453817313,5.157296385017421,0.10278745644599303,177,1722
raw_xgb,lab_pump20,ALL,3,800,2400,0.09791666666666667,0.021450192453817313,4.56483860820751,0.13646922183507548,235,1722
raw_xgb,lab_pump20,ALL,5,800,4000,0.08625,0.021450192453817313,4.02094294425087,0.20034843205574912,345,1722
raw_xgb,lab_pump20,bull_quiet,1,323,323,0.0804953560371517,0.01606673876100726,5.010061919504643,0.05,26,520
raw_xgb,lab_pump20,bull_quiet,2,323,646,0.07275541795665634,0.01606673876100726,4.52832519647535,0.09038461538461538,47,520
raw_xgb,lab_pump20,bull_quiet,3,323,969,0.07223942208462332,0.01606673876100726,4.496209414940065,0.1346153846153846,70,520
raw_xgb,lab_pump20,bull_quiet,5,323,1615,0.06687306501547988,0.01606673876100726,4.162205286973089,0.2076923076923077,108,520
raw_xgb,lab_pump20,bull_volatile,1,119,119,0.10084033613445378,0.022914218566392478,4.400775694893342,0.04395604395604396,12,273
raw_xgb,lab_pump20,bull_volatile,2,119,238,0.10084033613445378,0.022914218566392478,4.400775694893342,0.08791208791208792,24,273
raw_xgb,lab_pump20,bull_volatile,3,119,357,0.09243697478991597,0.022914218566392478,4.034044386985564,0.12087912087912088,33,273
raw_xgb,lab_pump20,bull_volatile,5,119,595,0.08907563025210084,0.022914218566392478,3.8873518638224525,0.19413919413919414,53,273
raw_xgb,lab_pump20,bear_quiet,1,130,130,0.16923076923076924,0.018055236783719685,9.372946544980444,0.09322033898305085,22,236
raw_xgb,lab_pump20,bear_quiet,2,130,260,0.13846153846153847,0.018055236783719685,7.66877444589309,0.15254237288135594,36,236
raw_xgb,lab_pump20,bear_quiet,3,130,390,0.10512820512820513,0.018055236783719685,5.822588005215124,0.17372881355932204,41,236
raw_xgb,lab_pump20,bear_quiet,5,130,650,0.07692307692307693,0.018055236783719685,4.260430247718383,0.211864406779661,50,236
raw_xgb,lab_pump20,bear_volatile,1,228,228,0.16666666666666666,0.030223734135810545,5.5144300144300145,0.05483405483405483,38,693
raw_xgb,lab_pump20,bear_volatile,2,228,456,0.15350877192982457,0.030223734135810545,5.079080276448698,0.10101010101010101,70,693
raw_xgb,lab_pump20,bear_volatile,3,228,684,0.13304093567251463,0.030223734135810545,4.401869572922204,0.13131313131313133,91,693
raw_xgb,lab_pump20,bear_volatile,5,228,1140,0.11754385964912281,0.030223734135810545,3.8891243259664314,0.19336219336219337,134,693
