policy,ranking_key,param,K,n,n_days,net_mean,net_median,sharpe,sortino,mdd,cum,hit,deep_loss_freq_noSL,pct_sl,cvar95,worst,precision_self,precision_pump20,pct_tp,pct_eod
R1_baseline,R1,p_up10/p_dn5,3,1531,765,-0.002843470284278759,-0.01408992805755399,-2.5025486594843245,-4.488529747246515,-0.8716060817391548,-0.8640067909209826,0.3912475506205095,0.13455258001306336,0.4559111691704768,-0.031499999999999986,-0.0315,,0.036577400391900716,0.2194644023514043,0.3246244284781189
C1_sus3,p_lab_sus3,P(sus3),3,1531,765,-0.0032935525964647235,-0.01956670133374555,-2.8035336827081725,-5.122369626377648,-0.8991217523535393,-0.8933109825602779,0.3853690398432397,0.15676028739386022,0.48726322664924887,-0.031499999999999986,-0.0315,0.20052253429131286,0.03200522534291313,0.22664924885695623,0.28608752449379493
C1_sus3_rr,rr_sus3,P(sus3)-p_dn5,3,1531,765,-0.0033174464635426287,-0.007829113924050666,-2.884170685774139,-5.431328457608616,-0.899225318847299,-0.893769563455024,0.40169823644676683,0.08621815806662313,0.3840627041149575,-0.031499999999999986,-0.0315,0.1456564337034618,0.011103853690398433,0.1495754408883083,0.46636185499673416
C1_sus5,p_lab_sus5,P(sus5),3,1531,765,-0.003500340186788138,-0.02611151195683331,-3.019662014996879,-5.438460378986695,-0.913725501327409,-0.9035476458899601,0.3775310254735467,0.1574134552580013,0.4970607446113651,-0.031499999999999986,-0.0315,0.11887655127367734,0.039190071848465055,0.23709993468321358,0.26583932070542127
C1_sus5_rr,rr_sus5,P(sus5)-p_dn5,3,1531,765,-0.0028307351911539672,-0.004432551319648091,-2.5411954699328945,-4.893838800757914,-0.8701117266267296,-0.8621336719744731,0.410842586544742,0.06335728282168518,0.2998040496407577,-0.031499999999999986,-0.0315,0.056172436316133244,0.007184846505551927,0.116263879817113,0.5839320705421294
C1_sus_net,p_lab_sus_net,P(sus_net),3,1531,765,-0.0017290737485504853,-0.007825474410580844,-1.4430306003453381,-2.740919496471475,-0.7970547618772915,-0.7643280716068832,0.4199869366427172,0.08621815806662313,0.3984323971260614,-0.031499999999999986,-0.0315,0.3912475506205095,0.018288700195950358,0.18354016982364468,0.41802743305029394
C1_sus_net_rr,rr_sus_net,P(sus_net)-p_dn5,3,1531,765,-0.0032788932293292346,-0.006675804294816344,-2.7872259755565127,-5.4261525927900705,-0.9027328406083556,-0.8925769905102469,0.41737426518615284,0.06988896146309602,0.356629653821032,-0.031499999999999986,-0.0315,0.3690398432397126,0.009797517962116264,0.12214239059438275,0.5212279555845852
C1_fwd1,p_lab_fwd1,P(fwd1),3,1531,765,-0.002939826929430576,-0.018795597484276783,-2.497742493887277,-4.59360850990902,-0.8962371236731715,-0.8722296425982071,0.3892880470280862,0.16133246244284782,0.4839973873285434,-0.031499999999999986,-0.0315,0.18390052356020942,0.030045721750489876,0.232527759634226,0.2834748530372306
C1_fwd1_rr,rr_fwd1,P(fwd1)-p_dn5,3,1531,765,-0.002616059101269887,-0.007261316872427979,-2.22399417891129,-4.335652815648966,-0.8591972748036446,-0.849169656190774,0.40888308295231873,0.08099281515349445,0.36642717178314826,-0.031499999999999986,-0.0315,0.13089005235602094,0.010450685826257348,0.15545395166557804,0.47811887655127366
