K,hard_sl,tp,trail,n,p_loss_lt_5,cvar95,worst,mdd,pct_stopped_sl,pct_trail,pct_tp,pct_eod,net_mean,cum,hit,sortino,median,avg_loss,pct_loss,h_lt_-10,h_-10_to_-5,h_-5_to_0,h_0_to_+5,h_gt_+5
3,0.08,0.1,none,3531,0.4372698952138204,-0.0815,-0.0815,-0.9872057244723552,0.383743981874823,0.0,0.2639478901161144,0.3523081280090626,-0.009566108060463657,-0.984965654660187,0.3936561880487114,-3.392352989150668,-0.03361198023878137,-0.06413928756517018,0.6063438119512886,0.0,0.4372698952138204,0.16907391673746813,0.11186632681959785,0.2817898612291136
3,0.05,0.05,0.08,3531,0.4505805720758992,-0.051500000000000004,-0.051500000000000004,-0.9674123604533773,0.44718210138770886,0.17162276975361088,0.3251203625035401,0.056074766355140186,-0.007877405624584551,-0.9640800494002624,0.4047012177853299,-4.136544481568047,-0.03676742301458674,-0.045241939792499034,0.59529878221467,0.0,0.4505805720758992,0.1447182101387709,0.38770886434437835,0.016992353440951572
3,0.05,0.08,0.08,3531,0.45992636646842255,-0.051500000000000004,-0.051500000000000004,-0.9950577878855917,0.45652789578023223,0.2945341263098272,0.16567544604927784,0.08326253186066271,-0.01257999497540426,-0.9946712247810059,0.27839139054092327,-6.384554024618279,-0.038487012987013014,-0.04169363456146698,0.7216086094590768,0.0,0.45992636646842255,0.2616822429906542,0.08722741433021806,0.1911639762107052
3,0.05,none,0.08,3531,0.46247521948456527,-0.051500000000000004,-0.051500000000000004,-0.9975890090124542,0.45907674879637494,0.4185783064287737,0.0,0.12234494477485132,-0.014403431002876305,-0.997520261063295,0.2605494194279241,-7.291672862161726,-0.03885226560868654,-0.04095533583353382,0.7394505805720759,0.0,0.46247521948456527,0.27697536108751064,0.1523647691871991,0.108184650240725
3,0.05,0.1,0.08,3531,0.46247521948456527,-0.051500000000000004,-0.051500000000000004,-0.9972189550023536,0.45907674879637494,0.3395638629283489,0.10535259133389975,0.09600679694137638,-0.01405416177232205,-0.9970299969296785,0.2605494194279241,-7.114856868145302,-0.03885226560868654,-0.04095533583353382,0.7394505805720759,0.0,0.46247521948456527,0.27697536108751064,0.11696403285188332,0.14358538657604078
3,0.05,0.05,none,3531,0.49164542622486546,-0.051500000000000004,-0.051500000000000004,-0.874301502190757,0.49164542622486546,0.0,0.4412347776833758,0.06711979609175871,-0.004390968840517074,-0.8582835789660351,0.46417445482866043,-2.306366992240166,-0.02855836876691148,-0.04871497514047503,0.5358255451713395,0.0,0.49164542622486546,0.044180118946474084,0.46417445482866043,0.0
3,0.08,none,none,3531,0.49815916171056357,-0.0815,-0.0815,-0.9995411313528237,0.4420843953554234,0.0,0.0,0.5579156046445766,-0.01742798192702419,-0.9994727298829132,0.3123760974228264,-5.785111374482097,-0.04929541446208113,-0.06432416104593398,0.6876239025771737,0.0,0.49815916171056357,0.18946474086661003,0.16709147550269046,0.14528462192013594
3,0.05,0.08,none,3531,0.5924667233078448,-0.051500000000000004,-0.051500000000000004,-0.9704489162730192,0.5924667233078448,0.0,0.2843387142452563,0.1231945624468989,-0.007840922192446167,-0.9664117947360659,0.34636080430472954,-3.74680120534994,-0.051500000000000004,-0.0483227036090345,0.6536391956952705,0.0,0.5924667233078448,0.06117247238742566,0.056074766355140186,0.29028603794958935
3,0.05,0.1,none,3531,0.6332483715661286,-0.051500000000000004,-0.051500000000000004,-0.9885194385951834,0.6332483715661286,0.0,0.21467006513735487,0.15208156329651656,-0.010217754861670519,-0.9870665618649009,0.30048145001416027,-4.722650358073856,-0.051500000000000004,-0.04828285972438134,0.6995185499858397,0.0,0.6332483715661286,0.06627017841971113,0.07221750212404418,0.22826394789011611
3,0.05,none,none,3531,0.7000849617672048,-0.051500000000000004,-0.051500000000000004,-0.9984713792348249,0.7000849617672048,0.0,0.0,0.29991503823279525,-0.014856343175049573,-0.9983286214787922,0.23024638912489379,-6.532766290217834,-0.051500000000000004,-0.04843701775031442,0.7697536108751062,0.0,0.7000849617672048,0.06966864910790145,0.11129991503823279,0.11894647408666101
