regime_subset,liq_tier,T,C,DD,H,n_total,n_hit,n_success,base_rate_pct,hit_rate_pct,lift_vs_all,avg_no_hit_eod_pct,worst5_no_hit_eod_pct,avg_post_hit_fail_eod_pct,worst5_post_hit_fail_eod_pct,avg_hit_time_h_success,avg_pre_hit_dd_pct_success,hit_bar_0_pct,hit_bar_1_pct,hit_bar_2_pct,hit_bar_3_pct,hit_bar_4_pct,hit_bar_5_pct
all,all,3,0,2,8,163546,35825,19651,12.015579714575715,21.905152067308283,,-0.8129036891201582,-6.836964688204361,-0.5386148349920798,-8.78822014805278,5.163299577629637,-0.7091074979786158,72.21772505233776,27.782274947662245,0.0,0.0,0.0,0.0
bull_all,top50,3,0,2,8,33000,12422,6575,19.924242424242426,37.64242424242424,1.658200677581371,-0.8431108805840862,-8.513400206885496,-0.21276657546719432,-9.882375428226956,4.860836501901141,-0.73336279358823,77.32249235227822,22.677507647721782,0.0,0.0,0.0,0.0
bull_all,top100,3,0,2,8,66000,18015,9614,14.566666666666666,27.295454545454547,1.2123149288416197,-0.8120390722480293,-7.553252161362158,-0.41355496888060006,-9.07204269196562,5.075930934054504,-0.749616665398844,73.29447682486816,26.705523175131834,0.0,0.0,0.0,0.0
bull_all,top200,3,0,2,8,90469,20087,10797,11.934474792470349,22.203185621594137,0.9932500200546313,-0.7684436606888521,-7.165937865041229,-0.4385976720317564,-8.881691543481583,5.203297212188571,-0.7506231359298179,70.76218449743615,29.237815502563848,0.0,0.0,0.0,0.0
bull_all,all,3,0,2,8,90861,20093,10798,11.8840866818547,22.1139983051034,0.9890564553817155,-0.769465690249126,-7.166198548722745,-0.43853361387137973,-8.8772376261855,5.203185775143545,-0.7505536209144512,70.76593838650275,29.234061613497236,0.0,0.0,0.0,0.0
bull_quiet,top50,3,0,2,8,19500,7022,3648,18.70769230769231,36.01025641025641,1.5569529520909096,-0.9789496281578847,-8.64160323621333,-0.7801479876559679,-10.206434133473987,4.93969298245614,-0.7290146955137311,77.0863001993734,22.913699800626603,0.0,0.0,0.0,0.0
bull_quiet,top100,3,0,2,8,39000,10316,5473,14.033333333333333,26.45128205128205,1.167928112224993,-0.9301884517728519,-7.596401221446477,-0.9470062589189896,-9.166129032258064,5.2168828795907185,-0.7437668321524302,71.82047305157037,28.179526948429622,0.0,0.0,0.0,0.0
bull_quiet,top200,3,0,2,8,57986,11869,6339,10.931949091159936,20.468733832304352,0.9098145366967804,-0.8576598740024308,-7.0866141732283445,-0.940193487139962,-8.849840524296592,5.388231582268497,-0.7460246128119916,68.32083579071531,31.679164209284693,0.0,0.0,0.0,0.0
bull_quiet,all,3,0,2,8,58253,11873,6339,10.881842995210548,20.381782912468026,0.9056444427737542,-0.8607200386238076,-7.088914347284591,-0.9399763444353065,-8.84722680485738,5.388231582268497,-0.7460246128119916,68.32308599343048,31.67691400656953,0.0,0.0,0.0,0.0
bull_volatile,top50,3,0,2,8,13500,5400,2927,21.681481481481484,40.0,1.8044473921787039,-0.6338521284574372,-8.322370715545139,0.5613316391405382,-9.535267278024442,4.762555517594807,-0.738781946911008,77.62962962962962,22.37037037037037,0.0,0.0,0.0,0.0
bull_volatile,top100,3,0,2,8,27000,7699,4141,15.337037037037039,28.514814814814816,1.2764292195100808,-0.636452480761059,-7.481751824817517,0.3125564975769382,-8.942137590332496,4.889640183530548,-0.7573481643985112,75.2695155214963,24.730484478503705,0.0,0.0,0.0,0.0
bull_volatile,top200,3,0,2,8,32483,8218,4458,13.724101837884431,25.299387371856046,1.1421922340739135,-0.5988832193378398,-7.313581400701421,0.2991217049757906,-8.892319290444888,4.940331987438313,-0.757161951103416,74.28814796787539,25.711852032124604,0.0,0.0,0.0,0.0
bull_volatile,all,3,0,2,8,32608,8220,4459,13.674558390579,25.208537782139352,1.1380689667424728,-0.595922280473099,-7.299270072992703,0.29929783280258204,-8.892295898811808,4.940121103386409,-0.7569921457768622,74.29440389294403,25.70559610705596,0.0,0.0,0.0,0.0
all,top50,3,0,2,12,55900,24506,13206,23.62432915921288,43.83899821109124,1.5662023335654585,-1.3517708575292577,-8.46403388605478,0.07443844023180082,-9.54161460663181,5.873087990307436,-0.7402313018285285,66.95911205419081,18.517913980249734,14.522973965559455,0.0,0.0,0.0
all,top100,3,0,2,12,111713,37029,20189,18.072202877015208,33.14654516484205,1.1981176747027966,-1.1517019741534935,-7.492280030680649,-0.14861513127732165,-8.647510037753936,6.268165832879291,-0.7565129839121809,61.70028896270491,21.002457533284723,17.29725350401037,0.0,0.0,0.0
all,top200,3,0,2,12,157504,43927,24425,15.507542665583095,27.88945042665583,1.0280905479692946,-1.090711756787459,-7.056794302799285,-0.1869418120004792,-8.314580792485149,6.537727737973388,-0.7512981695084135,58.57445306986592,22.414460354679356,19.01108657545473,0.0,0.0,0.0
all,all,3,0,2,12,163546,44292,24669,15.083829625915646,27.08228877502354,,-1.0738276491724643,-6.976744186046506,-0.1743873651086838,-8.292024725399198,6.553974624022052,-0.7494451969301839,58.41235437550799,22.47132665041091,19.116318974081096,0.0,0.0,0.0
bull_all,top50,3,0,2,12,33000,14595,7665,23.227272727272727,44.22727272727273,1.5398790163584033,-1.374213800720746,-8.761051118113128,0.2377358947936063,-9.368894318272499,5.876060013046314,-0.7688306522211358,65.8102089756766,19.301130524152107,14.88866050017129,0.0,0.0,0.0
bull_all,top100,3,0,2,12,66000,21886,11708,17.73939393939394,33.160606060606064,1.176053719734128,-1.16780267271267,-7.75467343641818,0.035181961343120946,-8.602892345951142,6.314314998291766,-0.7869459578378812,60.33080508087362,21.982089006670932,17.68710591245545,0.0,0.0,0.0
bull_all,top200,3,0,2,12,90469,24863,13558,14.986348915097988,27.482342017707722,0.993537403084282,-1.0566510209776458,-7.313938473027504,-0.007167275327388697,-8.405949878738884,6.587402271721493,-0.7883161974764028,57.16928769657724,23.621445521457588,19.20926678196517,0.0,0.0,0.0
bull_all,all,3,0,2,12,90861,24872,13562,14.926095904733605,27.373680677078177,0.9895428597979496,-1.0562121211914512,-7.314312581617803,-0.007305359446117353,-8.404090541632982,6.58840878926412,-0.7883241140774618,57.168703763267935,23.61691862335156,19.21437761338051,0.0,0.0,0.0
bull_quiet,top50,3,0,2,12,19500,8240,4293,22.015384615384615,42.256410256410255,1.4595354867678836,-1.4623889918075101,-8.789425102936335,-0.3659619301395722,-9.603160439211718,6.000465874679711,-0.7662146448546598,65.69174757281553,19.526699029126213,14.781553398058254,0.0,0.0,0.0
bull_quiet,top100,3,0,2,12,39000,12547,6779,17.38205128205128,32.17179487179487,1.1523632733286142,-1.2653553453679376,-7.780084012849018,-0.5641969989180403,-8.862583882911029,6.523676058415695,-0.7832982745664305,59.049972104885626,23.168884992428467,17.7811429026859,0.0,0.0,0.0
bull_quiet,top200,3,0,2,12,57986,14759,8149,14.053392198116788,25.452695478218878,0.9316859542069836,-1.1149328718665525,-7.20739122548285,-0.5906198718445437,-8.508396908543013,6.856792244447171,-0.7873348433447058,54.94274679856359,25.475980757503898,19.581272443932516,0.0,0.0,0.0
bull_quiet,all,3,0,2,12,58253,14765,8151,13.992412407944654,25.346334094381405,0.9276432282093786,-1.116817502417959,-7.213169266121403,-0.5906496007126444,-8.507400735507757,6.8580542264752795,-0.7874855357926129,54.94073823230613,25.472400948188284,19.58686081950559,0.0,0.0,0.0
bull_volatile,top50,3,0,2,12,13500,6355,3372,24.977777777777778,47.074074074074076,1.6559307813224873,-1.2352561167967488,-8.706097335521372,1.0365274854779025,-8.887927027696099,5.717674970344009,-0.7721611740551457,65.96380802517703,19.00865460267506,15.027537372147915,0.0,0.0,0.0
bull_volatile,top100,3,0,2,12,27000,9339,4929,18.255555555555556,34.58888888888889,1.2102732534309817,-1.0216863231430084,-7.706422018348624,0.8191315855577191,-8.38030036931023,6.026374518157842,-0.7919627249097344,62.05161152157619,20.387621801049363,17.560766677374453,0.0,0.0,0.0
bull_volatile,top200,3,0,2,12,32483,10104,5409,16.651787088630975,31.10550133916202,1.1039495606620622,-0.9440745176318847,-7.535307292177946,0.8142643887787656,-8.255840788582375,6.181549269735626,-0.7897946694341024,60.42161520190024,20.912509897070468,18.665874901029294,0.0,0.0,0.0
bull_volatile,all,3,0,2,12,32608,10107,5411,16.59408734052993,30.995461236506376,1.1001242888622595,-0.9390792462624099,-7.527504342790969,0.8142957503785866,-8.25568195090047,6.18222140085012,-0.789587328196812,60.42346888295241,20.90630256258039,18.6702285544672,0.0,0.0,0.0
all,top50,3,0,2,24,55900,30342,15937,28.50983899821109,54.279069767441854,1.337887041634797,-2.485859721512728,-9.10799182628239,0.7731356878158515,-8.644524093986458,8.035389345548095,-0.7866669183295257,54.080152923340584,14.956166370048118,11.72961571419155,10.59916946806407,4.811812009755455,3.823083514600224
all,top100,3,0,2,24,111713,49404,26504,23.725081234950274,44.224038384073474,1.1133517361485115,-2.0356103512173904,-7.978065536609794,0.679243910195132,-7.704571985576258,9.251584666465439,-0.818942788711122,46.24524330013764,15.741640353007854,12.96453728443041,12.930127115213343,6.458991174803659,5.659460772407092
all,top200,3,0,2,24,157504,62005,34265,21.75500304754165,39.36725416497359,1.0209014743947795,-1.8990892352537676,-7.518353218822817,0.7121610837355979,-7.281419709737823,10.090996643805633,-0.8211241905660662,41.496653495685834,15.8793645673736,13.46826868800903,14.676235787436498,7.626804289976614,6.8526731715184255
all,all,3,0,2,24,163546,62855,34851,21.30960096853485,38.43261223142113,,-1.8560576436278675,-7.426052226512303,0.7238261964851442,-7.25257990740224,10.17049725976299,-0.8198450906868071,41.161403229655555,15.83485800652295,13.47068650067616,14.79277702648954,7.749582372126322,6.990692864529473
bull_all,top50,3,0,2,24,33000,18354,9299,28.17878787878788,55.618181818181824,1.3223517380919463,-2.71426958096856,-9.499335386879634,1.0406438584594084,-8.447091023098958,8.08344983331541,-0.8138979340451075,52.33191674839273,15.348152991173587,11.839381061349025,11.408957175547565,4.958047292143402,4.113544731393701
bull_all,top100,3,0,2,24,66000,29942,15563,23.58030303030303,45.36666666666667,1.1065576997486266,-2.216777694999388,-8.397131660793598,1.0019954237242175,-7.597088065202634,9.409496883634262,-0.8513622437013776,44.09859060850979,16.06773094649656,12.928328100995257,13.823391890989246,6.719658005477255,6.3623004475318945
bull_all,top200,3,0,2,24,90469,36091,19362,21.40180614354088,39.89322309299318,1.0043269310928056,-1.9844426081098925,-7.854042964129339,1.055040020312614,-7.3001647364047,10.297489928726371,-0.8541924948283973,39.3837798897232,16.272754980466043,13.2332160372392,15.516333712005764,7.863456263334349,7.730459117231443
bull_all,all,3,0,2,24,90861,36136,19384,21.33368551963989,39.770638667855295,1.0011302206522124,-1.980618947733519,-7.856322406239251,1.0564194440375372,-7.295018730368001,10.30685101114321,-0.8543495127051902,39.3485720611025,16.25525791454505,13.225038742528227,15.521917201682534,7.900708434801859,7.7485056453398276
bull_quiet,top50,3,0,2,24,19500,10484,5320,27.282051282051285,53.764102564102565,1.2802703965379354,-2.7501751934494405,-9.426946532620843,0.5309909324656188,-8.792417368966184,8.42406015037594,-0.8136788137762265,51.631056848531095,15.347195726821825,11.617703166730257,11.80847004959939,5.2556276230446395,4.339946585272797
bull_quiet,top100,3,0,2,24,39000,17420,9219,23.638461538461538,44.666666666666664,1.1092869159476717,-2.311378429291163,-8.396926736441483,0.5142159516347864,-7.851851851851855,9.801063022019742,-0.8496200233611217,42.53157290470723,16.687715269804823,12.807118254879448,14.402985074626864,6.980482204362802,6.590126291618829
bull_quiet,top200,3,0,2,24,57986,21986,12120,20.901596937191734,37.91604870141069,0.980853511431511,-1.9949353939172643,-7.716073685233791,0.5815241338162727,-7.4825142533462925,10.843894389438944,-0.854156279264118,36.882561630128265,17.101792049486036,13.144728463567725,16.43773310288365,8.32802692622578,8.105157827708542
bull_quiet,all,3,0,2,24,58253,22009,12132,20.826395207113794,37.78174514617273,0.9773245044740846,-1.9931079647270928,-7.726924001453453,0.5820133991818216,-7.475764180489021,10.850642927794263,-0.8545306080765958,36.85764914353219,17.088463810259437,13.14007905856695,16.461447589622427,8.346585487755009,8.105774910263982
bull_volatile,top50,3,0,2,24,13500,7870,3979,29.474074074074075,58.296296296296305,1.3831358981144066,-2.656769580590654,-9.590143780292562,1.717037513003723,-7.918461668257337,7.628047248052274,-0.814190902084928,53.26556543837357,15.349428208386277,12.134688691232528,10.876747141041932,4.561626429479034,3.8119440914866582
bull_volatile,top100,3,0,2,24,27000,12522,6344,23.496296296296297,46.37777777777778,1.1026154985722285,-2.075771765588108,-8.396673875755083,1.6494993814136678,-7.135543661225961,8.84047919293821,-0.8538940106176477,46.278549752435715,15.205238779747642,13.096949369110366,13.017089921737742,6.356812010860885,6.045360166107651
bull_volatile,top200,3,0,2,24,32483,14105,7242,22.29473878644214,43.42271341932703,1.0462297637277167,-1.9638886692120046,-8.17500566534379,1.7357492926676925,-6.915670821160493,9.383043358188345,-0.8542531041406133,43.28252392768522,14.980503367600143,13.371144984048211,14.080113434952143,7.139312300602624,7.1464019851116625
bull_volatile,all,3,0,2,24,32608,14127,7252,22.239941118743868,43.32372423945044,1.0436582623758528,-1.9561261209430267,-8.156271418779992,1.7379770447706138,-6.898904381216956,9.397131825703255,-0.8540465550320117,43.229277270474974,14.957174205422241,13.357400722021662,14.058186451475896,7.206059319034473,7.191902031570752
all,top50,3,0,3,4,55900,16409,9975,17.844364937388193,29.354203935599283,1.8705130804064154,-0.3177428961652686,-7.9038466826143186,-2.3427362350570893,-11.816459969394261,4.0,-0.8423221970976563,100.0,0.0,0.0,0.0,0.0,0.0
all,top100,3,0,3,4,111713,22847,13770,12.326228818490238,20.451514147861037,1.2920814115810821,-0.47304267711314646,-7.11411527481538,-2.3220687498149246,-10.618236712185281,4.0,-0.8533868077376667,100.0,0.0,0.0,0.0,0.0,0.0
all,top200,3,0,3,4,157504,25730,15514,9.849908573750508,16.33609305160504,1.03250426073747,-0.5373348712196224,-6.758313515051732,-2.261406745546242,-10.35996071735467,4.0,-0.8467922925061586,100.0,0.0,0.0,0.0,0.0,0.0
all,all,3,0,3,4,163546,25872,15602,9.539823658175681,15.819402492265173,,-0.5410099505464525,-6.689310880348616,-2.2337421968856854,-10.335096153846154,4.0,-0.8463864596334287,100.0,0.0,0.0,0.0,0.0,0.0
bull_all,top50,3,0,3,4,33000,9605,5798,17.56969696969697,29.10606060606061,1.8417213566248307,-0.2643616429250653,-8.160569756276011,-2.257780036766779,-12.076347147527155,4.0,-0.8702423927552912,100.0,0.0,0.0,0.0,0.0,0.0
bull_all,top100,3,0,3,4,66000,13204,7930,12.015151515151516,20.006060606060604,1.2594731250461286,-0.4372222478214733,-7.344914297079782,-2.2780744856954955,-10.652643893542816,4.0,-0.891481707113893,100.0,0.0,0.0,0.0,0.0,0.0
bull_all,top200,3,0,3,4,90469,14214,8535,9.43417082094419,15.711459173860659,0.9889250744020887,-0.47230747492553565,-6.97084133545718,-2.2717306680420415,-10.534169278996869,4.0,-0.8929813723015511,100.0,0.0,0.0,0.0,0.0,0.0
bull_all,all,3,0,3,4,90861,14219,8536,9.394569727385788,15.649178415381737,0.9847739396455814,-0.4747438861617946,-6.973522913925034,-2.2703128364863687,-10.532363409922377,4.0,-0.8928767587387229,100.0,0.0,0.0,0.0,0.0,0.0
bull_quiet,top50,3,0,3,4,19500,5413,3145,16.128205128205128,27.75897435897436,1.6906187898329932,-0.4619404723392286,-8.289607580595328,-2.60151030163899,-12.549846625766875,4.0,-0.8713115638827895,100.0,0.0,0.0,0.0,0.0,0.0
bull_quiet,top100,3,0,3,4,39000,7409,4296,11.015384615384615,18.997435897435896,1.1546738189384005,-0.5832657826160903,-7.413941678848962,-2.561100614827136,-10.863743277536383,4.0,-0.8855283814347387,100.0,0.0,0.0,0.0,0.0,0.0
bull_quiet,top200,3,0,3,4,57986,8109,4689,8.08643465664126,13.984410030007243,0.8476503283906239,-0.5988510880828705,-6.900906274055535,-2.529958744045923,-10.527671829999228,4.0,-0.8909278916904598,100.0,0.0,0.0,0.0,0.0,0.0
bull_quiet,all,3,0,3,4,58253,8112,4689,8.049370847853329,13.925463066279848,0.8437651613145882,-0.6030386088057601,-6.9099756690997545,-2.5283230584399274,-10.527287848186036,4.0,-0.8909278916904598,100.0,0.0,0.0,0.0,0.0,0.0
bull_volatile,top50,3,0,3,4,13500,4192,2653,19.651851851851852,31.051851851851854,2.059980619768596,0.03465994817477564,-7.921045433400713,-1.751230172744573,-11.57102009823695,4.0,-0.8689749433787429,100.0,0.0,0.0,0.0,0.0,0.0
bull_volatile,top100,3,0,3,4,27000,5795,3634,13.459259259259259,21.462962962962965,1.410849900535069,-0.21964802911377496,-7.26031793130355,-1.870364934567871,-10.545454545454547,4.0,-0.898519540663053,100.0,0.0,0.0,0.0,0.0,0.0
bull_volatile,top200,3,0,3,4,32483,6105,3846,11.84003940522735,18.7944463257704,1.2411172186689605,-0.23303172265286962,-7.119161411115489,-1.8807877641317834,-10.546318061885346,4.0,-0.8954849527969764,100.0,0.0,0.0,0.0,0.0,0.0
bull_volatile,all,3,0,3,4,32608,6107,3847,11.797718351324828,18.72853287536801,1.2366809674950459,-0.23200490695002643,-7.1120689655172376,-1.8795300976602476,-10.545886303669946,4.0,-0.8952521779197223,100.0,0.0,0.0,0.0,0.0,0.0
all,top50,3,0,3,8,55900,20947,12884,23.04830053667263,37.47227191413238,1.697342110757683,-0.8504472605805493,-8.183534012349986,-1.7320644960712204,-10.79395211852732,4.903135672151506,-0.9160787946285599,78.33579987587721,21.664200124122786,0.0,0.0,0.0,0.0
all,top100,3,0,3,8,111713,30624,18881,16.90134541190372,27.41310321985803,1.2446629308065589,-0.820197912743222,-7.299936742957875,-1.779292954514803,-9.843075497915699,5.082781632328796,-0.9221555493542646,74.60488505747126,25.395114942528735,0.0,0.0,0.0,0.0
all,top200,3,0,3,8,157504,35576,22044,13.995835026412026,22.587362860625763,1.0306929193216776,-0.8189827635239701,-6.906858320808008,-1.7090976244742466,-9.426362783528381,5.184902921429868,-0.9109441214655097,72.32403867776029,27.67596132223971,0.0,0.0,0.0,0.0
all,all,3,0,3,8,163546,35825,22208,13.579054211047655,21.905152067308283,,-0.8129036891201582,-6.836964688204361,-1.6832580342210697,-9.385641635294895,5.189841498559078,-0.9088626094831538,72.21772505233776,27.782274947662245,0.0,0.0,0.0,0.0
bull_all,top50,3,0,3,8,33000,12422,7552,22.884848484848487,37.64242424242424,1.6853050388612352,-0.8431108805840862,-8.513400206885496,-1.590528663048028,-10.614000823072875,4.929025423728813,-0.9536454457593238,77.32249235227822,22.677507647721782,0.0,0.0,0.0,0.0
bull_all,top100,3,0,3,8,66000,18015,11043,16.73181818181818,27.295454545454547,1.2321784655816086,-0.8120390722480293,-7.553252161362158,-1.6804621605835623,-9.795821204228588,5.127592139817079,-0.9678085433680965,73.29447682486816,26.705523175131834,0.0,0.0,0.0,0.0
bull_all,top200,3,0,3,8,90469,20087,12388,13.693088240170667,22.203185621594137,1.0083977887819489,-0.7684436606888521,-7.165937865041229,-1.6793447363617775,-9.497799688544372,5.244107200516629,-0.9672472125022544,70.76218449743615,29.237815502563848,0.0,0.0,0.0,0.0
bull_all,all,3,0,3,8,90861,20093,12389,13.635112974763649,22.1139983051034,1.0041283260855078,-0.769465690249126,-7.166198548722745,-1.6784621875660415,-9.492564941074834,5.244006780208249,-0.9671691394364298,70.76593838650275,29.234061613497236,0.0,0.0,0.0,0.0
bull_quiet,top50,3,0,3,8,19500,7022,4179,21.43076923076923,36.01025641025641,1.5782225254932387,-0.9789496281578847,-8.64160323621333,-2.112845487327538,-11.008543562947066,4.98971045704714,-0.9470914694658855,77.0863001993734,22.913699800626603,0.0,0.0,0.0,0.0
bull_quiet,top100,3,0,3,8,39000,10316,6244,16.01025641025641,26.45128205128205,1.1790406136850662,-0.9301884517728519,-7.596401221446477,-2.165659249448619,-9.856400649431745,5.24791800128123,-0.9533235343597475,71.82047305157037,28.179526948429622,0.0,0.0,0.0,0.0
bull_quiet,top200,3,0,3,8,57986,11869,7233,12.473700548408237,20.468733832304352,0.9185986265714939,-0.8576598740024308,-7.0866141732283445,-2.1339178802047254,-9.387953030708188,5.406885109912899,-0.9556325358840035,68.32083579071531,31.679164209284693,0.0,0.0,0.0,0.0
bull_quiet,all,3,0,3,8,58253,11873,7233,12.416527904142276,20.381782912468026,0.9143882711684316,-0.8607200386238076,-7.088914347284591,-2.132629827338385,-9.38544871121573,5.406885109912899,-0.9556325358840035,68.32308599343048,31.67691400656953,0.0,0.0,0.0,0.0
bull_volatile,top50,3,0,3,8,13500,5400,3373,24.985185185185184,40.0,1.8399797803927849,-0.6338521284574372,-8.322370715545139,-0.8579451744310336,-10.222192959527716,4.8538393121849985,-0.9617655367555522,77.62962962962962,22.37037037037037,0.0,0.0,0.0,0.0
bull_volatile,top100,3,0,3,8,27000,7699,4799,17.774074074074072,28.514814814814816,1.308933140543281,-0.636452480761059,-7.481751824817517,-0.9991785240806281,-9.688660525236395,4.971035632423422,-0.9866550522758132,75.2695155214963,24.730484478503705,0.0,0.0,0.0,0.0
bull_volatile,top200,3,0,3,8,32483,8218,5155,15.869839608410551,25.299387371856046,1.168699922819305,-0.5988832193378398,-7.313581400701421,-0.9913260961868157,-9.611592632719393,5.015712900096993,-0.9835438092005686,74.28814796787539,25.711852032124604,0.0,0.0,0.0,0.0
bull_volatile,all,3,0,3,8,32608,8220,5156,15.812070657507359,25.208537782139352,1.164445653707087,-0.595922280473099,-7.299270072992703,-0.9906887383024405,-9.609696641386781,5.015515903801396,-0.9833530520614685,74.29440389294403,25.70559610705596,0.0,0.0,0.0,0.0
all,top50,3,0,3,12,55900,24506,15218,27.22361359570662,43.83899821109124,1.580852545491917,-1.3517708575292577,-8.46403388605478,-1.2922103468046275,-10.370514912840887,5.991588907872257,-0.9652959213519255,66.95911205419081,18.517913980249734,14.522973965559455,0.0,0.0,0.0
all,top100,3,0,3,12,111713,37029,23238,20.80151817604039,33.14654516484205,1.2079268184983316,-1.1517019741534935,-7.492280030680649,-1.384555757754727,-9.358343023837728,6.379722867716671,-0.9775257950950583,61.70028896270491,21.002457533284723,17.29725350401037,0.0,0.0,0.0
all,top200,3,0,3,12,157504,43927,27909,17.719549979683055,27.88945042665583,1.0289594947369851,-1.090711756787459,-7.056794302799285,-1.359519510815154,-8.958203978933156,6.617076928589344,-0.9623625239713036,58.57445306986592,22.414460354679356,19.01108657545473,0.0,0.0,0.0
