regime_subset,liq_tier,T,C,DD,H,n_total,n_hit,n_success,base_rate_pct,hit_rate_pct,lift_vs_all,avg_no_hit_eod_pct,worst5_no_hit_eod_pct,avg_post_hit_fail_eod_pct,worst5_post_hit_fail_eod_pct,avg_hit_time_h_success,avg_pre_hit_dd_pct_success,hit_bar_0_pct,hit_bar_1_pct,hit_bar_2_pct,hit_bar_3_pct,hit_bar_4_pct,hit_bar_5_pct
bull_volatile,top50,5,0,5,12,13500,4101,3098,22.94814814814815,30.377777777777776,2.2526125905029932,-0.6767260302736661,-8.35216507506081,-1.8138525582508187,-11.454242905967364,6.484183344092963,-1.3208583686234188,59.400146305779074,21.628871007071446,18.970982687149476,0.0,0.0,0.0
bull_volatile,top100,5,0,5,12,27000,5269,3969,14.7,19.514814814814816,1.4429663285517076,-0.5629817427943316,-7.471993936788501,-1.8583672605886392,-10.576087094611822,6.72108843537415,-1.3562629791374936,56.78496868475992,22.58493072689315,20.630100588346938,0.0,0.0,0.0
bull_volatile,top200,5,0,5,12,32483,5456,4130,12.71434288704861,16.796478157805623,1.2480522908620444,-0.5143963099192758,-7.2928433536282515,-1.839649334302888,-10.57042520825956,6.786440677966102,-1.3535705071031088,55.88343108504399,22.89222873900293,21.22434017595308,0.0,0.0,0.0
bull_volatile,all,5,0,5,12,32608,5456,4130,12.66560353287537,16.732090284592736,1.2432679883486197,-0.5119858369331795,-7.281610576923068,-1.839649334302888,-10.57042520825956,6.786440677966102,-1.3535705071031088,55.88343108504399,22.89222873900293,21.22434017595308,0.0,0.0,0.0
all,top50,5,0,5,24,55900,21229,16025,28.667262969588553,37.97674418604651,1.721846630292824,-1.8698848551914493,-8.702410860952748,-1.5119858303319644,-11.318621408931447,9.721060842433698,-1.3833759042096807,45.97013519242545,16.100617080408874,13.61345329502096,13.043478260869565,6.2650148381930375,5.007301333082104
all,top100,5,0,5,24,111713,30430,23211,20.7773490999257,27.23944393221917,1.2479534084602626,-1.4623510328624456,-7.603924773328995,-1.2981926604536524,-10.210693843361726,10.920339494205333,-1.4030051935909102,39.6286559316464,15.488005257969109,14.065067367729215,15.100230036148538,8.494906342425239,7.223135064081498
all,top200,5,0,5,24,157504,35092,27043,17.169722673709874,22.28006907761073,1.03126793653625,-1.3308092654135506,-7.152331918655236,-1.0944480410055044,-9.841682023789584,11.610102429464186,-1.3945231097867032,36.28747292830275,15.003419582810897,13.855009688817965,16.3057107032942,9.831300581329078,8.717086515445116
all,all,5,0,5,24,163546,35313,27229,16.649138468687706,21.59209029875387,,-1.3050751030437493,-7.071476111243169,-1.0553135943549583,-9.81926800604399,11.654486025928238,-1.3930324718152227,36.08586073117549,14.960496134568006,13.819273355421515,16.407555291252514,9.925523178432872,8.801291309149605
bull_all,top50,5,0,5,24,33000,12728,9621,29.154545454545456,38.56969696969697,1.7511143600239054,-1.997376136577706,-8.940433520902959,-1.2048469926701306,-11.05458425700677,10.011433322939403,-1.4674406198032772,44.02891263356379,16.216216216216218,12.979258328095538,13.859208045254556,6.827467001885607,6.088937774984286
bull_all,top100,5,0,5,24,66000,18239,13984,21.187878787878788,27.634848484848483,1.2726111220545833,-1.5507602475787907,-7.8947368421052655,-0.9366986260961762,-9.96132926960993,11.357551487414188,-1.4935290822084666,37.24436646745984,15.560063599978069,13.158616152201327,15.697132518230166,9.35358298152311,8.98623828060749
bull_all,top200,5,0,5,24,90469,20307,15731,17.388276647249334,22.446362842520642,1.0443949805542032,-1.3586583121424414,-7.4426856565249455,-0.7738846980872267,-9.588916197759495,11.981183650117602,-1.4889518245660383,34.41670359974393,15.211503422465158,12.798542374550648,16.33426897129069,10.493918353277195,10.74506327867238
bull_all,all,5,0,5,24,90861,20317,15738,17.320962789315548,22.360528719692716,1.0403518970000372,-1.3570632253337647,-7.443273055164405,-0.771827419261149,-9.583570644324206,11.984241962129877,-1.4894488423699297,34.40960771767486,15.204016340995224,12.792242949254318,16.33115125264557,10.49859723384358,10.764384505586456
bull_quiet,top50,5,0,5,24,19500,7202,5418,27.784615384615385,36.93333333333334,1.6688320201595022,-2.073690480268681,-9.014430847379357,-1.9540883305557286,-12.494300911854102,10.222222222222221,-1.4388728334792835,43.98778117189669,16.34268258816995,12.135517911691197,14.648708692029992,6.914745903915579,5.970563732296584
bull_quiet,top100,5,0,5,24,39000,10375,7936,20.348717948717947,26.602564102564102,1.2222084636384098,-1.6315165603794348,-7.898314540126368,-1.6729521600856119,-10.6377352777918,11.58266129032258,-1.4360860832878144,36.63614457831325,15.88433734939759,12.655421686746987,16.674698795180724,9.686746987951807,8.462650602409639
bull_quiet,top200,5,0,5,24,57986,11828,9166,15.807263822301934,20.398027109992068,0.9494343417247025,-1.382802550270606,-7.320829758222887,-1.506581060239909,-10.249719469701443,12.316386646301549,-1.4301671932562314,33.31078796077105,15.556307067974299,12.182955698342916,17.467027392627664,11.075414271220833,10.40750760906324
bull_quiet,all,5,0,5,24,58253,11835,9172,15.745111839733575,20.316550220589498,0.945701296757526,-1.3835699857584514,-7.323576099049999,-1.5067638519866189,-10.247744844533575,12.320540776275621,-1.4307280253319798,33.30798479087452,15.54710604140262,12.175749894381074,17.46514575411914,11.077313054499365,10.426700464723277
bull_volatile,top50,5,0,5,24,13500,5526,4203,31.133333333333336,40.93333333333333,1.869966628716932,-1.879679397336221,-8.853541319602202,-0.1945321424903071,-9.95836245501126,9.739709731144421,-1.5042667597755346,44.08251900108577,16.05139341295693,14.07889974665219,12.830256967064784,6.713716974303294,6.243213897937025
bull_volatile,top100,5,0,5,24,27000,7864,6048,22.400000000000002,29.125925925925927,1.345414961989056,-1.4299591682561308,-7.867618418688599,0.052135277758578166,-9.340298126533519,11.062169312169312,-1.5689040225911215,38.046795523906404,15.132248219735503,13.822482197355034,14.407426246185148,8.914038657171924,9.677009155645981
bull_volatile,top200,5,0,5,24,32483,8479,6565,20.21057168364991,26.102884585783332,1.213910961318524,-1.3122306441071205,-7.667257670915436,0.24515277111363062,-9.201742172208556,11.513175932977914,-1.5710264522257016,35.9594291779691,14.730510673428471,13.657270904587804,14.754098360655737,9.682745606793254,11.215945276565632
bull_volatile,all,5,0,5,24,32608,8482,6566,20.136162904808636,26.012021589793914,1.2094417343383281,-1.3060646841171057,-7.656323296392434,0.24964216338390627,-9.199259876398786,11.514468473956747,-1.5714755456705802,35.94671068144306,14.725300636642302,13.652440462155152,14.748879981136525,9.691110587125678,11.235557651497288
all,top50,5,2,2,4,55900,9759,4650,8.318425760286226,17.457960644007155,2.414277301493826,-0.0597342637012921,-7.879924953095685,-0.19805187110717806,-10.615361482236708,4.0,-0.6008524716125438,100.0,0.0,0.0,0.0,0.0,0.0
all,top100,5,2,2,4,111713,12059,5440,4.869621261625774,10.794625513592868,1.4133222339908584,-0.2748613769544484,-7.110534048866311,-0.3489411029781825,-9.935489918659144,4.0,-0.602097454033407,100.0,0.0,0.0,0.0,0.0,0.0
all,top200,5,2,2,4,157504,12734,5632,3.575782202356766,8.084874034945145,1.0378081207926169,-0.3669744380656831,-6.755658447883431,-0.35828198491476926,-9.718210579006234,4.0,-0.6017025698767968,100.0,0.0,0.0,0.0,0.0,0.0
all,all,5,2,2,4,163546,12743,5635,3.4455138003986647,7.791691634157974,,-0.3738793862274455,-6.688082413418808,-0.3570495525161743,-9.715453592685577,4.0,-0.6014959892080116,100.0,0.0,0.0,0.0,0.0,0.0
bull_all,top50,5,2,2,4,33000,5604,2725,8.257575757575758,16.98181818181818,2.396616654566965,-0.01410881551698293,-8.105900356640433,-0.08608141629971491,-10.750190615962424,4.0,-0.6216749629205801,100.0,0.0,0.0,0.0,0.0,0.0
bull_all,top100,5,2,2,4,66000,6793,3124,4.733333333333333,10.292424242424241,1.3737670511682933,-0.2400360764909583,-7.333089727974018,-0.22092363615294416,-9.881542254176896,4.0,-0.6296685119128108,100.0,0.0,0.0,0.0,0.0,0.0
bull_all,top200,5,2,2,4,90469,6989,3174,3.5083840873669434,7.725298168433387,1.018246999028419,-0.3137811175628466,-6.9846949355877195,-0.2061743522726066,-9.658689843981929,4.0,-0.6285211701310621,100.0,0.0,0.0,0.0,0.0,0.0
bull_all,all,5,2,2,4,90861,6991,3174,3.4932479281539934,7.694170216044287,1.0138539940689848,-0.3167195615969322,-6.986139469722939,-0.20608794377161227,-9.658442458026855,4.0,-0.6285211701310621,100.0,0.0,0.0,0.0,0.0,0.0
bull_quiet,top50,5,2,2,4,19500,3168,1477,7.574358974358974,16.246153846153845,2.198324956203217,-0.2745491407293179,-8.274385748998737,-0.4415097672061353,-11.658405966637142,4.0,-0.6121748828831858,100.0,0.0,0.0,0.0,0.0,0.0
bull_quiet,top100,5,2,2,4,39000,3801,1679,4.305128205128205,9.746153846153845,1.2494880167451594,-0.4310664681232906,-7.416363616252757,-0.5392154354676384,-10.444695549974714,4.0,-0.6171680931547988,100.0,0.0,0.0,0.0,0.0,0.0
bull_quiet,top200,5,2,2,4,57986,3940,1708,2.9455385782775156,6.794743558790054,0.8548909535456514,-0.4856440641255759,-6.938442735528835,-0.504334995924353,-10.171416063715997,4.0,-0.6139252901035162,100.0,0.0,0.0,0.0,0.0,0.0
bull_quiet,all,5,2,2,4,58253,3942,1708,2.9320378349612897,6.7670334575043345,0.8509725993905574,-0.4900865506158553,-6.946184708913494,-0.5039204289880959,-10.156820058051757,4.0,-0.6139252901035162,100.0,0.0,0.0,0.0,0.0,0.0
bull_volatile,top50,5,2,2,4,13500,2436,1248,9.244444444444444,18.044444444444444,2.683037996647934,0.3703372610708565,-7.831481336398645,0.4198355377261747,-9.915916286181831,4.0,-0.6329182467468871,100.0,0.0,0.0,0.0,0.0,0.0
bull_volatile,top100,5,2,2,4,27000,2992,1445,5.351851851851852,11.08148148148148,1.553281212001709,0.04004051277372275,-7.214973020214183,0.2156731305864103,-9.499886750856914,4.0,-0.6441932199368261,100.0,0.0,0.0,0.0,0.0,0.0
bull_volatile,top200,5,2,2,4,32483,3049,1466,4.513129944894252,9.38644829603177,1.3098568766063448,0.0017894746070680546,-7.086881736870268,0.21422650472720264,-9.421778136808644,4.0,-0.645526465551968,100.0,0.0,0.0,0.0,0.0,0.0
bull_volatile,all,5,2,2,4,32608,3049,1466,4.495829244357212,9.350466143277723,1.304835651459884,0.001820799734869884,-7.073134669660586,0.21422650472720264,-9.421778136808644,4.0,-0.645526465551968,100.0,0.0,0.0,0.0,0.0,0.0
all,top50,5,2,2,8,55900,13177,6280,11.234347048300537,23.572450805008945,2.2560566335478383,-0.4902666370080599,-8.057695201373862,0.6632068718271054,-9.54394568087514,5.038216560509555,-0.6702969228096595,74.06086362601502,25.939136373984972,0.0,0.0,0.0,0.0
all,top100,5,2,2,8,111713,16772,7685,6.879235183013615,15.01347202205652,1.3814727372803839,-0.5255507396828453,-7.216494845360821,0.44726236699135624,-8.701440496670006,5.168510084580351,-0.6742835516869409,71.89959456236585,28.10040543763415,0.0,0.0,0.0,0.0
all,top200,5,2,2,8,157504,17999,8136,5.165583096302316,11.427646281999188,1.0373409296019873,-0.5565398407087638,-6.834693589666083,0.4378531856304159,-8.481583307182547,5.2310717797443465,-0.672865636686816,70.7483749097172,29.251625090282797,0.0,0.0,0.0,0.0
all,all,5,2,2,8,163546,18026,8144,4.9796387560686295,11.02197546867548,,-0.5567724151568487,-6.760856417611522,0.44761484478479413,-8.476107086436938,5.232318271119843,-0.672929094191908,70.69233329634972,29.30766670365028,0.0,0.0,0.0,0.0
bull_all,top50,5,2,2,8,33000,7668,3690,11.181818181818182,23.236363636363635,2.2455079031969993,-0.46503488880125693,-8.33702078470566,0.8819885198927448,-9.299529837987459,5.046070460704607,-0.6902532631814373,73.0829420970266,26.917057902973397,0.0,0.0,0.0,0.0
bull_all,top100,5,2,2,8,66000,9631,4449,6.74090909090909,14.592424242424244,1.3536943985533127,-0.5000311783260681,-7.464677980111471,0.6644512854021679,-8.575522023678987,5.191278939087435,-0.7036868423300762,70.53265496833143,29.467345031668568,0.0,0.0,0.0,0.0
bull_all,top200,5,2,2,8,90469,10078,4614,5.1000895334313405,11.139727420442362,1.024188657704521,-0.5076570682864281,-7.086121304516241,0.6363949284115897,-8.457352255587548,5.248374512353706,-0.706971268416201,69.34907719785672,30.65092280214328,0.0,0.0,0.0,0.0
bull_all,all,5,2,2,8,90861,10080,4614,5.078086307656751,11.093868656519298,1.0197700187524936,-0.50977186855328,-7.0866141732283445,0.6361469742745475,-8.455183052241875,5.248374512353706,-0.706971268416201,69.35515873015873,30.644841269841272,0.0,0.0,0.0,0.0
bull_quiet,top50,5,2,2,8,19500,4345,2043,10.476923076923077,22.28205128205128,2.1039524331267945,-0.6673595071085723,-8.485685313503467,0.2477788447577859,-9.869144826145972,5.108174253548703,-0.6843464618691072,72.9113924050633,27.088607594936708,0.0,0.0,0.0,0.0
bull_quiet,top100,5,2,2,8,39000,5449,2444,6.266666666666667,13.97179487179487,1.2584580877537654,-0.6541162434482757,-7.52184662984427,0.085763456220905,-8.9096058170685,5.252045826513911,-0.6914215583149884,69.75591851715912,30.24408148284089,0.0,0.0,0.0,0.0
bull_quiet,top200,5,2,2,8,57986,5780,2546,4.390715000172456,9.967923291829061,0.8817336387748089,-0.6383742757140185,-7.01754385964913,0.07259371219897597,-8.551825347595196,5.316575019638649,-0.6935196028357653,68.16608996539793,31.833910034602077,0.0,0.0,0.0,0.0
bull_quiet,all,5,2,2,8,58253,5782,2546,4.3705903558615,9.925669064254201,0.8776922523817839,-0.6422011968266832,-7.024120479281809,0.0725233429527931,-8.551609215028124,5.316575019638649,-0.6935196028357653,68.17710134901418,31.82289865098582,0.0,0.0,0.0,0.0
bull_volatile,top50,5,2,2,8,13500,3323,1647,12.2,24.614814814814814,2.449976915520628,-0.16374476494871076,-8.096431322802815,1.753080806384795,-8.588624431587217,4.969034608378871,-0.6975802790169505,73.30725248269636,26.692747517303637,0.0,0.0,0.0,0.0
bull_volatile,top100,5,2,2,8,27000,4182,2005,7.4259259259259265,15.488888888888889,1.491257958597104,-0.27346846380616335,-7.343524540777703,1.463237195686823,-8.340845675037563,5.117206982543641,-0.7186376423963479,71.54471544715447,28.455284552845526,0.0,0.0,0.0,0.0
bull_volatile,top200,5,2,2,8,32483,4298,2068,6.366407043684388,13.2315364960133,1.2784877288389083,-0.26553457295328003,-7.19959449748486,1.4540331047486266,-8.3151168170252,5.164410058027079,-0.7235321681104899,70.93997208003722,29.06002791996277,0.0,0.0,0.0,0.0
bull_volatile,all,5,2,2,8,32608,4298,2068,6.3420019627085376,13.18081452404318,1.2735867546575765,-0.2643215229568923,-7.192463236839678,1.4540331047486266,-8.3151168170252,5.164410058027079,-0.7235321681104899,70.93997208003722,29.06002791996277,0.0,0.0,0.0,0.0
all,top50,5,2,2,12,55900,16067,7646,13.677996422182467,28.74239713774597,2.1256001547531866,-0.9000515129898828,-8.23449243411163,1.1929286903501795,-8.818897637795276,6.281977504577557,-0.7121227610299178,60.739403746810225,21.273417563950954,17.98717868923881,0.0,0.0,0.0
all,top100,5,2,2,12,111713,21052,9743,8.72145587353307,18.844718161717974,1.3553394358540853,-0.7633904542315039,-7.30593607305936,0.9150739967397516,-8.10185278454916,6.611515960176537,-0.7189150814983523,57.281968459053765,22.387421622648677,20.330609918297547,0.0,0.0,0.0
all,top200,5,2,2,12,157504,22861,10511,6.6734813084112155,14.514552011377488,1.0370782725821177,-0.7356546846578224,-6.901453744493391,0.8874997462999347,-7.863859051746994,6.7605365807249544,-0.7157911394916007,55.701850312759724,23.030488605047896,21.26766108219238,0.0,0.0,0.0
all,all,5,2,2,12,163546,22906,10524,6.434886820833283,14.005845450209728,,-0.7291803555261648,-6.834532374100721,0.9012182326244825,-7.8545858358358425,6.762827822120866,-0.7158277170929579,55.63171221514014,23.063826071771587,21.304461713088273,0.0,0.0,0.0
bull_all,top50,5,2,2,12,33000,9320,4445,13.46969696969697,28.242424242424242,2.0932298181357476,-0.8726417886793564,-8.535229468016858,1.4262441331048898,-8.735527036230819,6.227221597300337,-0.7340244956661788,60.128755364806864,22.145922746781117,17.72532188841202,0.0,0.0,0.0
bull_all,top100,5,2,2,12,66000,12031,5601,8.486363636363636,18.228787878787877,1.3188054231021733,-0.7377959381473225,-7.544435820796931,1.163258483256381,-8.142542594593717,6.591680057132655,-0.7483740900810473,56.46247194746904,23.5890615908902,19.948466461640763,0.0,0.0,0.0
bull_all,top200,5,2,2,12,90469,12677,5896,6.51714952083034,14.012534680387756,1.012783861206498,-0.6863074637083254,-7.153643553191406,1.128548138851051,-7.96237413884473,6.7164179104477615,-0.7504147000016096,55.131340222450106,24.366963792695433,20.50169598485446,0.0,0.0,0.0
bull_all,all,5,2,2,12,90861,12679,5896,6.489032698297399,13.954281815080178,1.0084144257656276,-0.6876013935917004,-7.154460759468294,1.1282032142256708,-7.961796761126623,6.7164179104477615,-0.7504147000016096,55.138417856297814,24.363120119883273,20.498462023818913,0.0,0.0,0.0
bull_quiet,top50,5,2,2,12,19500,5219,2451,12.569230769230769,26.764102564102565,1.9532947694646667,-1.0015831942710574,-8.632061944364777,0.723800102123297,-9.244815519807648,6.255405956752346,-0.7252678230849633,60.70128377083732,22.552213067637478,16.746503161525197,0.0,0.0,0.0
bull_quiet,top100,5,2,2,12,39000,6762,3095,7.935897435897436,17.338461538461537,1.2332613854535177,-0.8556347395374784,-7.58320735527198,0.5091569778719359,-8.35399661173571,6.67140549273021,-0.7357661944172715,56.2111801242236,24.371487725524993,19.417332150251404,0.0,0.0,0.0
bull_quiet,top200,5,2,2,12,57986,7221,3283,5.661711447590798,12.453005897975373,0.8798463135762871,-0.777831993472073,-7.085069839207406,0.4821674481328575,-8.198425206578028,6.816935729515687,-0.7389114256842318,54.563079905830214,25.481235285971472,19.95568480819831,0.0,0.0,0.0
bull_quiet,all,5,2,2,12,58253,7223,3283,5.635761248347724,12.399361406279505,0.8758135776532467,-0.7810427730624463,-7.0874350298841895,0.48190174702815813,-8.197845740957106,6.816935729515687,-0.7389114256842318,54.57566108265264,25.474179703724214,19.95015921362315,0.0,0.0,0.0
bull_volatile,top50,5,2,2,12,13500,4101,1994,14.77037037037037,30.377777777777776,2.2953582217717527,-0.6767260302736661,-8.35216507506081,2.349056225063623,-8.066793321969055,6.192577733199599,-0.7447880886935405,59.400146305779074,21.628871007071446,18.970982687149476,0.0,0.0,0.0
bull_volatile,top100,5,2,2,12,27000,5269,2506,9.281481481481482,19.514814814814816,1.4423690330391203,-0.5629817427943316,-7.471993936788501,2.031369312154232,-7.695256610491589,6.493216280925778,-0.7639452940233403,56.78496868475992,22.58493072689315,20.630100588346938,0.0,0.0,0.0
bull_volatile,top200,5,2,2,12,32483,5456,2613,8.044207739432935,16.796478157805623,1.2500931194919218,-0.5143963099192758,-7.2928433536282515,2.0238865701026323,-7.662043817997266,6.590126291618829,-0.7648675318362638,55.88343108504399,22.89222873900293,21.22434017595308,0.0,0.0,0.0
bull_volatile,all,5,2,2,12,32608,5456,2613,8.013370951913641,16.732090284592736,1.2453009936351846,-0.5119858369331795,-7.281610576923068,2.0238865701026323,-7.662043817997266,6.590126291618829,-0.7648675318362638,55.88343108504399,22.89222873900293,21.22434017595308,0.0,0.0,0.0
all,top50,5,2,2,24,55900,21229,10018,17.92128801431127,37.97674418604651,1.7296872054225736,-1.8698848551914493,-8.702410860952748,2.1472703482923605,-7.732977542760144,9.224196446396487,-0.7703459466096513,45.97013519242545,16.100617080408874,13.61345329502096,13.043478260869565,6.2650148381930375,5.007301333082104
all,top100,5,2,2,24,111713,30430,14352,12.84720668140682,27.23944393221917,1.239958255483836,-1.4623510328624456,-7.603924773328995,2.0477869408663243,-7.036865580755734,10.603121516164995,-0.7923164601168822,39.6286559316464,15.488005257969109,14.065067367729215,15.100230036148538,8.494906342425239,7.223135064081498
all,top200,5,2,2,24,157504,35092,16806,10.67020520113775,22.28006907761073,1.0298432456921065,-1.3308092654135506,-7.152331918655236,2.109179541763419,-6.597384714645771,11.43996191836249,-0.7962758703586476,36.28747292830275,15.003419582810897,13.855009688817965,16.3057107032942,9.831300581329078,8.717086515445116
all,all,5,2,2,24,163546,35313,16945,10.360999351864306,21.59209029875387,,-1.3050751030437493,-7.071476111243169,2.126112124069367,-6.578865263533233,11.50073768073178,-0.796196356995777,36.08586073117549,14.960496134568006,13.819273355421515,16.407555291252514,9.925523178432872,8.801291309149605
bull_all,top50,5,2,2,24,33000,12728,5927,17.96060606060606,38.56969696969697,1.7334820175791557,-1.997376136577706,-8.940433520902959,2.5447461200151404,-7.604603635581364,9.380124852370507,-0.7974895252854552,44.02891263356379,16.216216216216218,12.979258328095538,13.859208045254556,6.827467001885607,6.088937774984286
bull_all,top100,5,2,2,24,66000,18239,8543,12.943939393939393,27.634848484848483,1.249294489301394,-1.5507602475787907,-7.8947368421052655,2.5006133347317663,-6.820953436807101,10.938546178157555,-0.8252810784620956,37.24436646745984,15.560063599978069,13.158616152201327,15.697132518230166,9.35358298152311,8.98623828060749
bull_all,top200,5,2,2,24,90469,20307,9679,10.698692369762018,22.446362842520642,1.032592707173266,-1.3586583121424414,-7.4426856565249455,2.5778957101363678,-6.504895790467437,11.693770017563798,-0.8279795182518359,34.41670359974393,15.211503422465158,12.798542374550648,16.33426897129069,10.493918353277195,10.74506327867238
bull_all,all,5,2,2,24,90861,20317,9682,10.655836937740064,22.360528719692716,1.0284564814515413,-1.3570632253337647,-7.443273055164405,2.578303321079113,-6.501436259914642,11.697170006197068,-0.8282489893506394,34.40960771767486,15.204016340995224,12.792242949254318,16.33115125264557,10.49859723384358,10.764384505586456
bull_quiet,top50,5,2,2,24,19500,7202,3358,17.22051282051282,36.93333333333334,1.6620513365261669,-2.073690480268681,-9.014430847379357,1.947101177377145,-8.006967641642111,9.646217986896962,-0.7936891288469925,43.98778117189669,16.34268258816995,12.135517911691197,14.648708692029992,6.914745903915579,5.970563732296584
bull_quiet,top100,5,2,2,24,39000,10375,4912,12.594871794871795,26.602564102564102,1.2156039554819136,-1.6315165603794348,-7.898314540126368,1.9026610440320497,-7.257379901694789,11.29315960912052,-0.8199508548277649,36.63614457831325,15.88433734939759,12.655421686746987,16.674698795180724,9.686746987951807,8.462650602409639
bull_quiet,top200,5,2,2,24,57986,11828,5728,9.878246473286655,20.398027109992068,0.9534067263028265,-1.382802550270606,-7.320829758222887,1.997499697954001,-6.767875682201777,12.204608938547485,-0.8217597197087084,33.31078796077105,15.556307067974299,12.182955698342916,17.467027392627664,11.075414271220833,10.40750760906324
bull_quiet,all,5,2,2,24,58253,11835,5731,9.83811992515407,20.316550220589498,0.9495338809555902,-1.3835699857584514,-7.323576099049999,1.9978123457119759,-6.76649631157789,12.210085499912756,-0.8222182223390077,33.30798479087452,15.54710604140262,12.175749894381074,17.46514575411914,11.077313054499365,10.426700464723277
bull_volatile,top50,5,2,2,24,13500,5526,2569,19.02962962962963,40.93333333333333,1.8366596679890277,-1.879679397336221,-8.853541319602202,3.3216643342526964,-7.073138176559941,9.032308291163877,-0.8024571123778486,44.08251900108577,16.05139341295693,14.07889974665219,12.830256967064784,6.713716974303294,6.243213897937025
bull_volatile,top100,5,2,2,24,27000,7864,3631,13.448148148148148,29.125925925925927,1.2979585937073101,-1.4299591682561308,-7.867618418688599,3.2723150507942638,-6.3634525975338585,10.45882676948499,-0.8324917803326082,38.046795523906404,15.132248219735503,13.822482197355034,14.407426246185148,8.914038657171924,9.677009155645981
bull_volatile,top200,5,2,2,24,32483,8479,3951,12.16328541083028,26.102884585783332,1.1739490562405719,-1.3122306441071205,-7.667257670915436,3.3597896311417657,-6.195520954699089,10.95317641103518,-0.8369967306170688,35.9594291779691,14.730510673428471,13.657270904587804,14.754098360655737,9.682745606793254,11.215945276565632
bull_volatile,all,5,2,2,24,32608,8482,3951,12.116658488714425,26.012021589793914,1.1694488221866566,-1.3060646841171057,-7.656323296392434,3.3603198546569115,-6.195464717893106,10.95317641103518,-0.8369967306170688,35.94671068144306,14.725300636642302,13.652440462155152,14.748879981136525,9.691110587125678,11.235557651497288
all,top50,5,2,3,4,55900,9759,5147,9.207513416815742,17.457960644007155,2.4093631828264757,-0.0597342637012921,-7.879924953095685,-1.2766020282068402,-11.281436922917523,4.0,-0.7769531511045459,100.0,0.0,0.0,0.0,0.0,0.0
all,top100,5,2,3,4,111713,12059,6028,5.395970030345618,10.794625513592868,1.4119829033326472,-0.2748613769544484,-7.110534048866311,-1.2706187234788198,-10.389284394458114,4.0,-0.7794800238266149,100.0,0.0,0.0,0.0,0.0,0.0
all,top200,5,2,3,4,157504,12734,6247,3.966248476229175,8.084874034945145,1.0378625172694027,-0.3669744380656831,-6.755658447883431,-1.236497761133029,-10.180477087256751,4.0,-0.7814269081713003,100.0,0.0,0.0,0.0,0.0,0.0
all,all,5,2,3,4,163546,12743,6250,3.8215547919239845,7.791691634157974,,-0.3738793862274455,-6.688082413418808,-1.2343370612798765,-10.175768989328315,4.0,-0.7811543873579424,100.0,0.0,0.0,0.0,0.0,0.0
bull_all,top50,5,2,3,4,33000,5604,3017,9.142424242424243,16.98181818181818,2.3923310642424243,-0.01410881551698293,-8.105900356640433,-1.191781295917301,-11.730901624494235,4.0,-0.7953174425391356,100.0,0.0,0.0,0.0,0.0,0.0
bull_all,top100,5,2,3,4,66000,6793,3475,5.265151515151515,10.292424242424241,1.3777511515151515,-0.2400360764909583,-7.333089727974018,-1.186799874527012,-10.445735622797514,4.0,-0.8094383352224725,100.0,0.0,0.0,0.0,0.0,0.0
bull_all,top200,5,2,3,4,90469,6989,3541,3.9140479059125224,7.725298168433387,1.024203006112591,-0.3137811175628466,-6.9846949355877195,-1.1590815758451063,-10.346863351406304,4.0,-0.8137544730578554,100.0,0.0,0.0,0.0,0.0,0.0
bull_all,all,5,2,3,4,90861,6991,3541,3.897161598485599,7.694170216044287,1.0197843052574813,-0.3167195615969322,-6.986139469722939,-1.158433565498602,-10.34527490681125,4.0,-0.8137544730578554,100.0,0.0,0.0,0.0,0.0,0.0
bull_quiet,top50,5,2,3,4,19500,3168,1635,8.384615384615385,16.246153846153845,2.1940324923076924,-0.2745491407293179,-8.274385748998737,-1.5017064634234922,-12.53067484662577,4.0,-0.7870647444540045,100.0,0.0,0.0,0.0,0.0,0.0
bull_quiet,top100,5,2,3,4,39000,3801,1861,4.771794871794872,9.746153846153845,1.2486527425641025,-0.4310664681232906,-7.416363616252757,-1.4581597305895293,-10.964297379453429,4.0,-0.7936609930415764,100.0,0.0,0.0,0.0,0.0,0.0
bull_quiet,top200,5,2,3,4,57986,3940,1900,3.276652985203325,6.794743558790054,0.8574135825889009,-0.4856440641255759,-6.938442735528835,-1.4049993213662741,-10.610068478282319,4.0,-0.797032918473062,100.0,0.0,0.0,0.0,0.0,0.0
bull_quiet,all,5,2,3,4,58253,3942,1900,3.261634593926493,6.7670334575043345,0.8534836660772835,-0.4900865506158553,-6.946184708913494,-1.403663635182884,-10.605385925505391,4.0,-0.797032918473062,100.0,0.0,0.0,0.0,0.0,0.0
bull_volatile,top50,5,2,3,4,13500,2436,1382,10.237037037037037,18.044444444444444,2.678762334814815,0.3703372610708565,-7.831481336398645,-0.7410077837854306,-10.436742325915848,4.0,-0.8050809457006329,100.0,0.0,0.0,0.0,0.0,0.0
bull_volatile,top100,5,2,3,4,27000,2992,1614,5.977777777777778,11.08148148148148,1.5642266311111113,0.04004051277372275,-7.214973020214183,-0.8047693079368204,-9.849643515179181,4.0,-0.8276301777247327,100.0,0.0,0.0,0.0,0.0,0.0
bull_volatile,top200,5,2,3,4,32483,3049,1641,5.051873287565804,9.38644829603177,1.3219418699011791,0.0017894746070680546,-7.086881736870268,-0.8027802968229598,-9.842375968175741,4.0,-0.8331152004869278,100.0,0.0,0.0,0.0,0.0,0.0
