head,fold,leaf,rule,depth,support_train,support_val,support_val_top100,pos_train_pct,pos_val_pct,pos_val_top100_pct,base_val_pct,lift_val,lift_val_top100,fail_eod_val_pct
h6_hit_5_24h,1,10,atr_pct_14 > +0.047 AND btc_return_5d > +0.078,2,549,852,834,46.44808743169399,27.347417840375588,27.45803357314149,19.868888616591104,1.3763939376830414,1.3819612210324248,-0.34633602645559053
h6_hit_5_24h,2,3,atr_pct_14 <= +0.050 AND btc_return_7d <= +0.087 AND log_return_1d <= +0.020,3,10794,2595,2146,6.679636835278859,7.20616570327553,6.989748369058714,21.940855584266437,0.32843594797839143,0.3185722791079757,-0.8804048468361063
h6_hit_5_24h,2,4,atr_pct_14 <= +0.050 AND btc_return_7d <= +0.087 AND log_return_1d > +0.020,3,1616,453,407,13.861386138613863,10.375275938189846,11.302211302211303,21.940855584266437,0.47287471987326923,0.5151217216121692,-1.126308741682212
h6_hit_5_24h,2,6,atr_pct_14 <= +0.050 AND btc_return_7d > +0.087 AND return_5d <= +0.498,3,506,359,276,15.41501976284585,23.955431754874652,24.637681159420293,21.940855584266437,1.0918184873361478,1.1229134189775043,-0.00890334847144953
h6_hit_5_24h,2,7,atr_pct_14 <= +0.050 AND btc_return_7d > +0.087 AND return_5d > +0.498,3,534,296,266,28.46441947565543,27.7027027027027,26.691729323308273,21.940855584266437,1.2626081328646104,1.2165309242748328,-0.14589677094584463
h6_hit_5_24h,2,10,atr_pct_14 > +0.050 AND roc_7d <= +0.856 AND btc_return_21d <= +0.025,3,6994,6698,5927,13.611667143265658,20.931621379516272,21.174287160452167,21.940855584266437,0.9540020579017952,0.9650620541724013,-1.3191412663355768
h6_hit_5_24h,2,11,atr_pct_14 > +0.050 AND roc_7d <= +0.856 AND btc_return_21d > +0.025,3,7354,4893,4505,22.953494696763666,26.609442060085836,26.392896781354054,21.940855584266437,1.2127805115843886,1.202911011377338,-1.6310251292458628
h6_hit_5_24h,2,13,atr_pct_14 > +0.050 AND roc_7d > +0.856 AND log_return_1d <= +0.055,3,2414,1637,1593,31.56586578293289,30.238240684178376,30.634023854362834,21.940855584266437,1.3781705352393783,1.3962091741003109,-2.2497148833951144
h6_hit_5_24h,2,14,atr_pct_14 > +0.050 AND roc_7d > +0.856 AND log_return_1d > +0.055,3,813,484,480,57.07257072570726,45.45454545454545,45.83333333333333,21.940855584266437,2.0716851847445934,2.088949227950798,-3.435223347188628
h6_hit_5_24h,3,3,atr_pct_14 <= +0.055 AND btc_return_5d <= +0.084 AND log_return_1d <= +0.028,3,18380,4648,3175,8.063112078346029,9.444922547332187,9.448818897637794,26.05016621335751,0.36256669036104644,0.3627162613953998,-0.5855736665711074
h6_hit_5_24h,3,4,atr_pct_14 <= +0.055 AND btc_return_5d <= +0.084 AND log_return_1d > +0.028,3,1908,887,701,18.238993710691823,23.900789177001126,24.53637660485021,26.05016621335751,0.9174908513537903,0.9418894453068369,-0.529199352354978
h6_hit_5_24h,3,6,atr_pct_14 <= +0.055 AND btc_return_5d > +0.084 AND atr_pct_14 <= +0.038,3,778,152,96,15.809768637532134,14.473684210526317,13.541666666666666,26.05016621335751,0.5556081328611552,0.5198303364269141,0.029075735145069552
h6_hit_5_24h,3,7,atr_pct_14 <= +0.055 AND btc_return_5d > +0.084 AND atr_pct_14 > +0.038,3,1134,487,333,36.067019400352734,35.93429158110883,32.432432432432435,26.05016621335751,1.379426575891985,1.2449990593842102,-0.8878451920080866
h6_hit_5_24h,3,10,atr_pct_14 > +0.055 AND roc_7d <= +0.903 AND atr_pct_14 <= +0.079,3,12718,5226,4303,17.675735178487184,22.33065442020666,22.100859865210317,26.05016621335751,0.8572173489148935,0.8483961170995468,-1.1970662743993015
h6_hit_5_24h,3,11,atr_pct_14 > +0.055 AND roc_7d <= +0.903 AND atr_pct_14 > +0.079,3,9950,6796,5364,27.326633165829143,36.65391406709829,36.707680835197614,26.05016621335751,1.4070510632021838,1.4091150334532354,-1.959469329679841
h6_hit_5_24h,3,13,atr_pct_14 > +0.055 AND roc_7d > +0.903 AND log_return_1d <= +0.053,3,2447,1151,1126,35.51287290559869,33.883579496090356,34.280639431616336,26.05016621335751,1.3007049252037468,1.3159470519630911,-2.866543562180693
h6_hit_5_24h,3,14,atr_pct_14 > +0.055 AND roc_7d > +0.903 AND log_return_1d > +0.053,3,1008,507,502,56.15079365079365,54.437869822485204,54.38247011952191,26.05016621335751,2.08973214898612,2.087605494495336,-4.527021239544157
h6_hit_5_24h,4,3,atr_pct_14 <= +0.060 AND btc_return_5d <= +0.117 AND log_return_1d <= +0.035,3,29427,3994,1691,9.477690556291842,11.342013019529293,11.886457717327026,25.079351462640474,0.4522450684749546,0.47395395112324656,-1.2323819018633229
h6_hit_5_24h,4,4,atr_pct_14 <= +0.060 AND btc_return_5d <= +0.117 AND log_return_1d > +0.035,3,2508,477,299,25.478468899521534,24.528301886792452,29.431438127090303,25.079351462640474,0.9780277581472194,1.1735326637506127,-1.4148491761351534
h6_hit_5_24h,4,10,atr_pct_14 > +0.060 AND log_return_1d <= +0.039 AND atr_pct_14 <= +0.079,3,13478,5767,3286,19.268437453628135,20.75602566325646,23.097991479001827,25.079351462640474,0.8276141308588354,0.9209963628210168,-1.4705426670124215
h6_hit_5_24h,4,11,atr_pct_14 > +0.060 AND log_return_1d <= +0.039 AND atr_pct_14 > +0.079,3,15297,10347,7964,30.025495195136305,29.3708321252537,31.05223505775992,25.079351462640474,1.1711160940108853,1.2381594118977504,-1.8725670962859957
h6_hit_5_24h,4,13,atr_pct_14 > +0.060 AND log_return_1d > +0.039 AND btc_return_21d <= +0.042,3,2250,1838,1568,34.17777777777778,36.7247007616975,40.30612244897959,25.079351462640474,1.4643401292256122,1.607143729734069,-4.001121791959869
h6_hit_5_24h,4,14,atr_pct_14 > +0.060 AND log_return_1d > +0.039 AND btc_return_21d > +0.042,3,3500,891,792,48.05714285714286,41.07744107744108,43.30808080808081,25.079351462640474,1.6378988563014558,1.7268421343588094,-3.6153131208782963
h6_hit_5_24h,5,3,atr_pct_14 <= +0.064 AND log_return_1d <= +0.028 AND btc_return_5d <= +0.114,3,35725,13136,4854,10.239328201539537,11.007917174177832,12.340337865677792,18.489791659420543,0.5953510659796593,0.6674135703086949,-0.7345163951346589
h6_hit_5_24h,5,6,atr_pct_14 <= +0.064 AND log_return_1d > +0.028 AND btc_return_5d <= +0.117,3,5526,2257,1353,23.07274701411509,21.00132919805051,26.681448632668143,18.489791659420543,1.1358337392271447,1.4430367374677233,-0.7893710234553212
h6_hit_5_24h,5,11,atr_pct_14 > +0.064 AND log_return_1d <= +0.048 AND btc_return_7d > -0.085,3,39476,11875,8143,25.6890262437937,23.52,25.874984649392115,18.489791659420543,1.2720532731376974,1.3994200219237634,-1.7220131260598448
h6_hit_5_24h,5,13,atr_pct_14 > +0.064 AND log_return_1d > +0.048 AND roc_7d <= +0.922,3,4194,1004,783,39.60419647114926,36.852589641434264,39.20817369093231,18.489791659420543,1.9931316869467202,2.1205308536267773,-1.9366128645522107
h6_hit_5_24h,5,14,atr_pct_14 > +0.064 AND log_return_1d > +0.048 AND roc_7d > +0.922,3,1767,479,467,57.27221279003961,48.643006263048015,48.60813704496788,18.489791659420543,2.630803372966316,2.6289175097439266,-4.173899119564361
