head,fold,topK_pct,n_val,base_pct,A_baseline_lift,A_baseline_prec_pct,B_plus_precursor_lift,B_plus_precursor_prec_pct,delta_lift,delta_prec_pp
h2_hit_3_4h,1,0.5,16052,15.586842761026665,3.929596322941647,61.25000000000001,4.170183852917666,65.0,0.24058752997601918,3.749999999999993
h2_hit_3_4h,1,1.0,16052,15.586842761026665,3.448421262989608,53.75,3.9696942446043164,61.875,0.5212729816147084,8.125
h2_hit_3_4h,1,2.0,16052,15.586842761026665,2.9380159423862775,45.794392523364486,3.437678517622039,53.58255451713395,0.4996625752357615,7.788161993769464
h2_hit_3_4h,2,0.5,17185,15.670643002618561,3.528516196675477,55.294117647058826,3.0029925078089166,47.05882352941176,-0.5255236888665604,-8.235294117647065
h2_hit_3_4h,2,1.0,17185,15.670643002618561,3.097384816168407,48.53801169590643,2.948113258762701,46.198830409356724,-0.1492715574057062,-2.339181286549703
h2_hit_3_4h,2,2.0,17185,15.670643002618561,2.753472722174648,43.14868804664723,2.697659085914351,42.27405247813411,-0.055813636260297006,-0.8746355685131206
h2_hit_3_4h,3,0.5,19568,20.272894521668032,2.8985938113144782,58.76288659793815,2.8985938113144782,58.76288659793815,0.0,0.0
h2_hit_3_4h,3,1.0,19568,20.272894521668032,2.3525159488860017,47.69230769230769,2.8078416164123245,56.92307692307692,0.45532566752632286,9.230769230769226
h2_hit_3_4h,3,2.0,19568,20.272894521668032,2.3591148716037744,47.82608695652174,2.5105019221879736,50.89514066496164,0.1513870505841992,3.0690537084398954
h2_hit_3_4h,4,0.5,22945,17.424275441272606,1.7116672371273356,29.82456140350877,3.020589241989416,52.63157894736842,1.3089220048620802,22.807017543859647
h2_hit_3_4h,4,1.0,22945,17.424275441272606,1.7292543651738532,30.131004366812224,3.1327071832859668,54.58515283842795,1.4034528181121135,24.454148471615728
h2_hit_3_4h,4,2.0,22945,17.424275441272606,2.0049325973030183,34.93449781659388,3.0324605534208153,52.838427947598255,1.027527956117797,17.903930131004373
h2_hit_3_4h,5,0.5,28198,11.59656713242074,4.927566622979467,57.14285714285714,5.297134119702927,61.42857142857143,0.36956749672346056,4.285714285714292
h2_hit_3_4h,5,1.0,28198,11.59656713242074,5.063469261157726,58.718861209964416,5.002093876173997,58.00711743772242,-0.0613753849837293,-0.711743772241995
h2_hit_3_4h,5,2.0,28198,11.59656713242074,4.5183947941619,52.39786856127886,4.763460274523223,55.23978685612788,0.24506548036132347,2.841918294849016
h5_tail_20,1,0.5,16052,1.5636680787440818,3.997011952191235,6.25,5.595816733067728,8.75,1.5988047808764936,2.5
h5_tail_20,1,1.0,16052,1.5636680787440818,3.997011952191235,6.25,5.995517928286852,9.375,1.9985059760956174,3.125
h5_tail_20,1,2.0,16052,1.5636680787440818,4.980700251951695,7.78816199376947,5.777612292263965,9.034267912772584,0.7969120403122707,1.2461059190031145
h5_tail_20,2,0.5,17185,1.1579866162350887,1.0159621637599763,1.1764705882352942,3.047886491279929,3.5294117647058822,2.0319243275199526,2.352941176470588
h5_tail_20,2,1.0,17185,1.1579866162350887,1.5150312968350523,1.7543859649122806,1.5150312968350523,1.7543859649122806,0.0,0.0
h5_tail_20,2,2.0,17185,1.1579866162350887,2.265921443954466,2.623906705539359,3.2729976412675623,3.7900874635568513,1.0070761973130962,1.1661807580174925
h5_tail_20,3,0.5,19568,1.9112837285363857,6.472683168862672,12.371134020618557,11.327195545509676,21.649484536082475,4.854512376647004,9.278350515463918
h5_tail_20,3,1.0,19568,1.9112837285363857,7.781050322226793,14.871794871794872,7.512738242150006,14.358974358974358,-0.26831208007678686,-0.5128205128205146
h5_tail_20,3,2.0,19568,1.9112837285363857,6.423020638155286,12.27621483375959,6.155394778232149,11.76470588235294,-0.2676258599231369,-0.5115089514066504
h5_tail_20,4,0.5,22945,1.9089126171279145,5.514299447248257,10.526315789473683,4.5952495393735475,8.771929824561402,-0.9190499078747099,-1.7543859649122808
h5_tail_20,4,1.0,22945,1.9089126171279145,5.718978684373194,10.91703056768559,4.803942094873483,9.170305676855897,-0.915036589499711,-1.746724890829693
h5_tail_20,4,2.0,22945,1.9089126171279145,5.03270124224841,9.606986899563319,4.575182947498554,8.73362445414847,-0.45751829474985595,-0.8733624454148483
h5_tail_20,5,0.5,28198,1.2802326406128095,5.579343094578552,7.142857142857142,6.137277404036407,7.857142857142857,0.5579343094578553,0.7142857142857144
h5_tail_20,5,1.0,28198,1.2802326406128095,3.0577182795910924,3.9145907473309607,7.227334115397127,9.252669039145907,4.1696158358060345,5.338078291814947
h5_tail_20,5,2.0,28198,1.2802326406128095,4.300950094222188,5.506216696269982,4.717171071082399,6.039076376554174,0.4162209768602114,0.5328596802841918
h6_hit_5_24h,1,0.5,16052,20.290306503862446,2.7106539760515815,55.00000000000001,2.7106539760515815,55.00000000000001,0.0,0.0
h6_hit_5_24h,1,1.0,16052,20.290306503862446,2.4642308873196193,50.0,2.4950337734111145,50.625,0.030802886091495285,0.625
h6_hit_5_24h,1,2.0,16052,20.290306503862446,2.1187779591907008,42.99065420560748,2.4412006921110248,49.532710280373834,0.322422732920324,6.542056074766357
h6_hit_5_24h,2,0.5,17185,21.949374454466103,2.4119674380887033,52.94117647058824,3.4839529661281268,76.47058823529412,1.0719855280394235,23.529411764705877
h6_hit_5_24h,2,1.0,17185,21.949374454466103,2.2113619591573492,48.53801169590643,3.1971498204684563,70.17543859649122,0.9857878613111071,21.637426900584792
h6_hit_5_24h,2,2.0,17185,21.949374454466103,2.0322407860280913,44.606413994169095,2.8424805765360226,62.390670553935855,0.8102397905079313,17.78425655976676
h6_hit_5_24h,3,0.5,19568,26.374693376941945,2.462529238919174,64.94845360824742,2.2280026447363954,58.76288659793815,-0.23452659418277877,-6.185567010309271
h6_hit_5_24h,3,1.0,19568,26.374693376941945,2.1388023589147402,56.41025641025641,2.099915043298109,55.38461538461539,-0.03888731561663139,-1.025641025641022
h6_hit_5_24h,3,2.0,19568,26.374693376941945,2.1333322761553677,56.26598465473146,2.0266656623475994,53.452685421994886,-0.10666661380776832,-2.8132992327365756
h6_hit_5_24h,4,0.5,22945,24.79407278274134,3.0072269353291823,74.56140350877193,2.3350232674320712,57.89473684210527,-0.6722036678971111,-16.666666666666664
h6_hit_5_24h,4,1.0,22945,24.79407278274134,2.2719896897483154,56.33187772925764,2.1487034275139107,53.275109170305676,-0.12328626223440464,-3.0567685589519655
h6_hit_5_24h,4,2.0,22945,24.79407278274134,1.8845185798687576,46.724890829694324,1.981386357338647,49.12663755458515,0.0968677774698894,2.4017467248908275
h6_hit_5_24h,5,0.5,28198,18.451663238527555,3.0968946486916886,57.14285714285714,3.4840064797781505,64.28571428571429,0.38711183108646186,7.142857142857153
h6_hit_5_24h,5,1.0,28198,18.451663238527555,3.08587367129421,56.93950177935944,3.2015939339677426,59.07473309608541,0.11572026267353275,2.135231316725971
h6_hit_5_24h,5,2.0,28198,18.451663238527555,2.810858198013238,51.865008880994665,2.9552515985961096,54.52930728241563,0.14439340058287176,2.6642984014209645
